oldcode,popall,incomeall,same_state_bornall,same_state_5yrsall,less_than_hsall,hsall,some_clgall,collegeall,grad_degreeall,workedall,pop18_24,income18_24,same_state_born18_24,same_state_5yrs18_24,less_than_hs18_24,hs18_24,some_clg18_24,college18_24,grad_degree18_24,worked18_24,pop25_34,income25_34,same_state_born25_34,same_state_5yrs25_34,less_than_hs25_34,hs25_34,some_clg25_34,college25_34,grad_degree25_34,worked25_34,pop35_54,income35_54,same_state_born35_54,same_state_5yrs35_54,less_than_hs35_54,hs35_54,some_clg35_54,college35_54,grad_degree35_54,worked35_54,pop55p,income55p,same_state_born55p,same_state_5yrs55p,less_than_hs55p,hs55p,some_clg55p,college55p,grad_degree55p,worked55p,pop18_24b,income18_24b,same_state_born18_24b,same_state_5yrs18_24b,less_than_hs18_24b,hs18_24b,some_clg18_24b,college18_24b,grad_degree18_24b,worked18_24b,pop25_34b,income25_34b,same_state_born25_34b,same_state_5yrs25_34b,less_than_hs25_34b,hs25_34b,some_clg25_34b,college25_34b,grad_degree25_34b,worked25_34b,pop35_54b,income35_54b,same_state_born35_54b,same_state_5yrs35_54b,less_than_hs35_54b,hs35_54b,some_clg35_54b,college35_54b,grad_degree35_54b,worked35_54b,pop55pb,income55pb,same_state_born55pb,same_state_5yrs55pb,less_than_hs55pb,hs55pb,some_clg55pb,college55pb,grad_degree55pb,worked55pb,pop18_24m,income18_24m,same_state_born18_24m,same_state_5yrs18_24m,less_than_hs18_24m,hs18_24m,some_clg18_24m,college18_24m,grad_degree18_24m,worked18_24m,pop25_34m,income25_34m,same_state_born25_34m,same_state_5yrs25_34m,less_than_hs25_34m,hs25_34m,some_clg25_34m,college25_34m,grad_degree25_34m,worked25_34m,pop35_54m,income35_54m,same_state_born35_54m,same_state_5yrs35_54m,less_than_hs35_54m,hs35_54m,some_clg35_54m,college35_54m,grad_degree35_54m,worked35_54m,pop55pm,income55pm,same_state_born55pm,same_state_5yrs55pm,less_than_hs55pm,hs55pm,some_clg55pm,college55pm,grad_degree55pm,worked55pm,pop18_24bm,income18_24bm,same_state_born18_24bm,same_state_5yrs18_24bm,less_than_hs18_24bm,hs18_24bm,some_clg18_24bm,college18_24bm,grad_degree18_24bm,worked18_24bm,pop25_34bm,income25_34bm,same_state_born25_34bm,same_state_5yrs25_34bm,less_than_hs25_34bm,hs25_34bm,some_clg25_34bm,college25_34bm,grad_degree25_34bm,worked25_34bm,pop35_54bm,income35_54bm,same_state_born35_54bm,same_state_5yrs35_54bm,less_than_hs35_54bm,hs35_54bm,some_clg35_54bm,college35_54bm,grad_degree35_54bm,worked35_54bm,pop55pbm,income55pbm,same_state_born55pbm,same_state_5yrs55pbm,less_than_hs55pbm,hs55pbm,some_clg55pbm,college55pbm,grad_degree55pbm,worked55pbm,pop60,povrate60,pct_urban_1960,pct_black_1960,_merge,state,hsplus18_24,hsplus25_34,hsplus35_54,hsplus55p,hsplus18_24b
18006,7684,10132.63,.9077303,.8789693,.5378709,.2856585,.1198594,.0382613,.0183498,.4901093,924,5447.645,.8982684,.8344156,.3441558,.3906927,.219697,.0357143,.0097403,.5616883,1495,11605.37,.8381271,.7652174,.3471572,.4628763,.1377926,.0461538,.0060201,.683612,2421,13930.58,.9285419,.921107,.4539447,.3312681,.1371334,.047088,.0305659,.6712102,2424,8834.356,.9323432,.9174917,.7372112,.1361386,.0742574,.0321782,.0202145,.230198,26,4019.615,1,1,.0769231,.1153846,.6538461,.1538462,0,.6923077,32,14194.375,.9375,1,.0625,.71875,.09375,.125,0,.6875,69,12824.928,1,.9565217,.3333333,.4637681,.173913,0,.0289855,.6086956,66,5992.803,.969697,.969697,.7878788,.1515152,.0606061,0,0,.2424242,436,7326.491,.8784404,.8738532,.4610092,.309633,.1995413,.0298165,0,.6077982,750,15098.89,.9066667,.772,.4453333,.388,.1053333,.0533333,.008,.7186667,1203,19046.47,.9226933,.9210308,.4979219,.3075644,.1064007,.0648379,.0232751,.7564422,1075,12274.55,.9311628,.9432558,.7739535,.1209302,.0688372,.0269767,.0093023,.304186,13,3060.7692,1,1,0,.0769231,.6153846,.3076923,0,.7692308,22,16782.727,.9090909,1,.0909091,.7272727,0,.1818182,0,.6818182,26,19292.577,1,.8846154,.5,.3846154,.1153846,0,0,.7692308,36,6019.4444,1,1,.8888889,0,.1111111,0,0,.1111111,9283,57.90098,0,5.2,3,18,.6461039,.6468228,.5154895,.2425743,.9230769
43091,11000,10426.17,.7053636,.8993636,.4874545,.3792727,.091,.0277273,.0145455,.5520909,1434,6480.743,.5718271,.916318,.2775453,.5306834,.1785216,.0132497,0,.6680614,2052,11930.69,.5960039,.8377193,.2860624,.5716375,.0921053,.0404483,.0097466,.7719298,3567,14362.5,.7448837,.9102888,.3737034,.445192,.1149425,.038688,.0274741,.7521727,3366,8726.869,.8122401,.9132501,.7370766,.18776,.0433749,.0193108,.0124777,.2243018,28,5027.75,1,1,.1785714,.6785714,.1428571,0,0,.3571429,26,13375.962,1,.7692308,.2307692,.6153846,.1153846,0,.0384615,.6153846,10,11963,1,1,.5,.4,0,.1,0,1,37,7068.2973,.8648649,1,.8918919,.1081081,0,0,0,.1621622,763,7915.661,.5347313,.931848,.2922674,.5307994,.1651376,.0117955,0,.7116645,1048,15901.06,.5696565,.8244275,.2891221,.5925573,.0706107,.0400763,.0076336,.8730916,1781,20038.88,.7282426,.9084784,.4042673,.4244806,.1055587,.0454801,.0202134,.8203257,1447,12353.45,.8058051,.8818245,.7615757,.1582585,.0449205,.0207325,.0145128,.2937111,18,5996.6111,1,1,.1111111,.6666667,.2222222,0,0,.2777778,11,13425.818,1,.6363636,.5454546,.4545455,0,0,0,.3636364,6,14475,1,1,.5,.3333333,0,.1666667,0,1,13,10840.154,1,1,.8461539,.1538462,0,0,0,.3076923,12066,57.91176,0,1.7,3,43,.7224547,.704191,.5988225,.2504456,.8214285
25019,6369,9764.151,.8902497,.9020255,.4460669,.3088397,.178835,.0508714,.015387,.4088554,698,3595.426,.9011461,.8452722,.3280802,.3624642,.260745,.0487106,0,.3452722,1239,9865.842,.882163,.8466505,.2574657,.3244552,.354318,.0564972,.0072639,.6206618,1762,14791.9,.8881952,.9250851,.3036322,.4211124,.1702611,.0760499,.0289444,.6345062,2228,9514.37,.9052962,.9295332,.5987433,.2477558,.0978456,.0385996,.0170557,.201526,326,2281.313,.9079754,.9355828,.3865031,.3128834,.2730061,.0276074,0,.2791411,476,7305.4706,.9705882,.9579832,.2941177,.3571429,.3256302,.0231092,0,.6197479,585,10950.598,.9606838,.9623932,.5367522,.3333333,.0717949,.0393162,.0188034,.5350428,514,5948.3191,.9727626,.9688716,.9027237,.0544747,.0077821,.0350195,0,.1984436,375,4607.894,.88,.8826666,.3973333,.3653333,.216,.0213333,0,.2853333,574,16138.27,.9181185,.869338,.358885,.2247387,.3275261,.0731707,.0156794,.8397213,860,23196.25,.8918605,.9104651,.3360465,.3837209,.1581395,.1,.022093,.8104651,959,14080.62,.8811262,.9343066,.6725756,.1866528,.0771637,.0354536,.0281543,.3055266,154,2492.3377,.8896104,.9350649,.5194805,.3051948,.1753247,0,0,.1298701,209,10901.263,.9904306,.9617225,.4736842,.2057416,.3110048,.0095694,0,.7799043,258,16849.86,.9418604,.9534883,.6434109,.2906977,.0155039,.0310078,.0193798,.7131783,245,8225.5347,1,.9632653,.9183673,.0571429,.0081633,.0163265,0,.3591837,8907,57.93793,0,40.9,3,25,.6719198,.7352704,.6674234,.3842011,.613497
34033,43220,12471.62,.8918556,.8460898,.4458815,.3214021,.1637668,.0529847,.0159648,.600509,5245,6283.33,.8509056,.8270734,.386082,.398856,.1891325,.020591,.0053384,.6068637,9297,13519.98,.8695278,.748521,.2717006,.4117457,.2246961,.0798107,.0120469,.7914381,14223,17445.37,.9074035,.8590311,.3402236,.373339,.198411,.0632778,.0247486,.8081277,11739,11074.41,.9099582,.9111509,.620155,.2185024,.0984752,.0460005,.0168669,.2869069,3321,5395.345,.8542607,.8452274,.4059018,.3815116,.1957242,.0144535,.0024089,.5495332,5403,11481.602,.9139367,.7810476,.3138997,.4377198,.1845271,.0583009,.0055525,.7717934,7196,13498.223,.9519177,.8668705,.4295442,.3603391,.1402168,.0518344,.0180656,.762507,5278,7611.4312,.9372869,.8912467,.7942402,.1225843,.0384615,.0274725,.0172414,.2427056,2488,6767.596,.8516881,.8147106,.4348875,.3963023,.147508,.0144695,.0068328,.6334405,4165,16735.93,.8710684,.7459784,.2847539,.3937575,.2268908,.0797119,.014886,.8986795,6561,23637.92,.9059595,.8564243,.368389,.3324188,.2040847,.0685871,.0265203,.8815729,4532,15878.92,.9037952,.9150485,.6266549,.2144748,.0962048,.0467785,.015887,.4042365,1508,5465.2082,.8640584,.8289125,.4655173,.3647215,.1545093,.0099469,.005305,.5450928,2289,13610.9,.9169943,.781564,.3058104,.4390564,.1795544,.0633464,.0122324,.873744,3098,17457.201,.9561007,.8599096,.4577146,.3479664,.1375081,.041317,.0154939,.8411878,1862,10379.675,.9108486,.877014,.8195488,.1117078,.0349087,.018797,.0150376,.3512352,54491,57.94262,42.9,51.8,3,34,.6085796,.7162526,.6350278,.3629781,.5916892
47045,2158,13221.57,.7238184,.84152,.405468,.3549583,.1227989,.0857275,.0310473,.589898,145,5786.317,.8275862,.8413793,.3517241,.4896552,.137931,.0206897,0,.6689655,379,13752.41,.7229552,.76781,.1794195,.5224274,.171504,.1266491,0,.817942,720,18175.55,.6611111,.8041667,.2791667,.4180556,.1444445,.0902778,.0680556,.8027778,820,11379.92,.7536585,.9170732,.5658537,.2353659,.0926829,.0841463,.0219512,.3146341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,6496.658,.8552632,.8815789,.3421053,.5394737,.1184211,0,0,.8026316,194,17233.75,.7628866,.7731959,.2319588,.5360824,.1391753,.0927835,0,.9587629,361,27929.74,.7229917,.7977839,.3130194,.3905817,.1357341,.066482,.0941828,.8864266,376,14855.47,.805851,.9148936,.6223404,.1914894,.0930851,.0718085,.0212766,.4494681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3160,57.94304,0,.6,3,47,.6482759,.8205805,.6527778,.4121951,
18016,8771,10395.59,.8931707,.8726485,.5431536,.311253,.1028389,.0201801,.0225744,.5098621,948,6220.27,.8628692,.8280591,.3407173,.5158228,.1371308,.0063291,0,.6698312,1732,10964.94,.8539261,.828522,.3227483,.4844111,.1472286,.0254042,.0202079,.6749423,2867,14332.75,.900593,.9033833,.4241367,.3854203,.1255668,.0247646,.0401116,.7091036,2653,9307.368,.9404448,.9072748,.7915567,.1100641,.0591783,.0211082,.0180927,.2110818,,,,,,,,,,,4,8000,1,,1,0,0,0,0,1,,,,,,,,,,,14,4779.7143,1,.6428571,1,0,0,0,0,0,510,7420.678,.8921568,.8862745,.3294118,.5019608,.1686275,0,0,.7392157,816,15141.96,.8382353,.8198529,.4338235,.4276961,.1139706,.0183824,.0061275,.8357843,1444,20023.92,.9044321,.897507,.4750693,.3704986,.0976454,.0214681,.0353186,.817867,1179,13012.81,.942324,.9194232,.7803223,.1280746,.0500424,.0178117,.0237489,.3138253,,,,,,,,,,,4,8000,1,,1,0,0,0,0,1,,,,,,,,,,,2,3500,1,1,1,0,0,0,0,0,9529,57.94942,0,.8,3,18,.6592827,.6570439,.5357516,.1903505,
37003,10106,10498.9,.6997823,.7876509,.4348902,.3103107,.1678211,.0542252,.0327528,.4249951,1094,13085.68,.6553931,.7129799,.3747715,.3638026,.238574,.0228519,0,.4890311,1978,9316.005,.5894843,.6370071,.2467138,.4534884,.2173913,.0520728,.0303337,.5055612,3088,13493.38,.7260363,.7580959,.2610103,.3779145,.2163212,.0877591,.0569948,.6165803,3294,9483.669,.7483303,.9241045,.6268974,.1967213,.1023072,.0452338,.0288403,.2428658,52,63208.1,.7307692,.25,.5384616,.3076923,.1538462,0,0,0,218,3681.055,.8211009,.4311927,.3715596,.4266055,.1743119,.0275229,0,.1422018,162,8772.5617,.7901235,.5802469,.308642,.2777778,.3209876,.0925926,0,.191358,126,5624.5079,.9444444,.9444444,.7460318,.2063492,0,0,.047619,.0873016,652,19879.94,.6441718,.6840491,.3634969,.3788344,.2392638,.0184049,0,.5567484,1170,11041.83,.6299145,.5581197,.2504274,.4606838,.2145299,.0538462,.0205128,.4820513,1653,17661.73,.7326074,.6866304,.2298851,.3865699,.2105263,.1143376,.0586812,.6485178,1502,12757.02,.7869507,.9201065,.6258322,.195739,.0932091,.0412783,.0439414,.2902796,51,64429.118,.7254902,.2352941,.5294118,.3137255,.1568628,0,0,0,192,3271.5625,.796875,.3645833,.421875,.3489583,.1979167,.03125,0,.09375,130,9605.2769,.7384616,.4769231,.3538462,.2538462,.2923077,.1,0,.2153846,39,6148.6154,1,1,.7948718,.2051282,0,0,0,0,10950,57.98288,27.8,6.4,3,37,.6252285,.7229525,.6819949,.3442623,.4615385
49045,11512,10120.65,.7954308,.8158444,.4450139,.3448575,.1349896,.0451703,.0299687,.3416435,1096,4073.636,.7572992,.7636861,.3795621,.3968978,.1961679,.0145985,.0127737,.3932482,2170,9278.527,.6603687,.6709678,.2981567,.4658986,.1529954,.0612903,.021659,.4714286,3621,13834.49,.7829329,.8102734,.2927368,.428887,.1792323,.0519194,.0472245,.5639326,4024,10313.42,.8866799,.9050696,.6013917,.2360835,.0889662,.0454771,.0280815,.0974155,111,1435.432,.3243243,.4324324,.6126126,.1621622,.2252252,0,0,0,250,3468.352,.196,.232,.448,.372,.156,.024,0,.124,203,14086.207,.2413793,.4187192,.3842365,.3152709,.2758621,.0246305,0,.1231527,105,6721.0286,.7238095,.7904762,.6285715,.3714286,0,0,0,.152381,502,5792.002,.8525897,.8426295,.4322709,.37251,.185259,.0099602,0,.4940239,841,13882.54,.7954816,.8026159,.3198573,.4958383,.0951248,.0677765,.0214031,.7039239,1645,19510.18,.8723404,.8389058,.3021277,.4048632,.2,.0468085,.0462006,.7033435,1664,15071.7,.8978366,.8870192,.6628606,.1947115,.0667067,.0294471,.046274,.140625,,,,,,,,,,,46,4695.4783,.8043478,.6086956,.4130435,.3913043,.1956522,0,0,.4130435,27,17354.667,.3333333,1,.3333333,.6666667,0,0,0,0,,,,,,,,,,,15504,58.06343,33.2,6.6,3,49,.6076642,.6801843,.6600387,.3705269,.3873874
25064,18081,10974.1,.8788231,.8502848,.4541231,.2875394,.1822355,.0528179,.0232841,.5118633,2055,5067.699,.8374696,.806326,.3849148,.3201947,.2520681,.0403893,.0024331,.4973236,3869,11681.04,.8325149,.8051176,.3210132,.3739985,.2165934,.0672008,.0211941,.7089687,5635,14947.56,.8791482,.8528838,.334339,.3183673,.249512,.0638864,.0338953,.7130435,5278,10961.09,.9228874,.9010989,.5846912,.2402425,.1002274,.0477454,.0270936,.2565366,703,4250.411,.916074,.8065434,.4722617,.2802276,.2162162,.0312945,0,.3854907,1343,9026.0082,.8994788,.8548027,.370067,.4058079,.1891288,.0238273,.011169,.7140729,1491,10080.459,.9329309,.8739101,.4761905,.2723005,.167002,.0751174,.0093897,.6619718,1182,6827.2453,.964467,.9069374,.8409476,.071912,.0406091,.0211506,.0253807,.2233503,981,6294.055,.8634047,.8328236,.412844,.2813456,.2477064,.0560652,.0020387,.5637105,1907,15413.25,.8175144,.781332,.3639224,.3628736,.1845831,.0734137,.0152071,.7891977,2786,19824.82,.8815506,.8413496,.3531945,.2832017,.2573582,.0642498,.0419957,.7961234,2329,15661.54,.9046801,.890511,.5981108,.21769,.0978961,.044225,.0420781,.358523,283,5383.2792,.9222615,.7985865,.4982332,.2862191,.1378092,.0777385,0,.4452297,656,10546.983,.8628049,.8064024,.3765244,.4085366,.1814024,.0106707,.0228659,.7301829,690,11681.707,.8927536,.8478261,.4782609,.2724638,.1710145,.0710145,.0072464,.6652174,573,7488.8604,.9668412,.8691099,.8551483,.0750436,.0331588,.0069808,.0296684,.2513089,21254,58.10296,0,35.2,3,25,.6126521,.6577927,.6317657,.3882152,.5277383
43068,5255,11651.44,.8184586,.8312083,.4911513,.3259753,.12255,.0359657,.0243578,.5149382,511,6635.313,.8590998,.8043053,.3424658,.4344423,.2054795,.0039139,.0136986,.6497065,883,13609.02,.6953567,.7667044,.2491506,.4677237,.1925255,.0747452,.015855,.815402,1673,15162.45,.8188882,.7949791,.3413031,.4261805,.1715481,.0370592,.0239091,.7387926,1876,10782.3,.8523454,.9019189,.695629,.1934968,.04371,.0314499,.0357143,.2121535,,,,,,,,,,,18,11939.056,1,.8888889,.1111111,.7777778,.1111111,0,0,.6666667,23,14212.696,.9130435,.9130435,.6956522,.0434783,.2608696,0,0,.4782609,19,9364.4737,1,.8947368,.8947368,0,0,0,.1052632,.4210526,273,7728.791,.8315018,.8754579,.3589744,.4102564,.2307692,0,0,.7179487,450,17063.44,.7355555,.82,.3177778,.46,.1444445,.0777778,0,.8955556,824,20004.66,.8167475,.7669903,.3337379,.4247573,.1492718,.0703883,.0218447,.7864078,839,15324.67,.8283671,.8843862,.6841478,.1918951,.0405244,.0405244,.0429082,.2634088,,,,,,,,,,,3,14612,1,1,0,1,0,0,0,1,11,23849.091,1,1,.5454546,.0909091,.3636364,0,0,.8181818,6,5822.6667,1,.6666667,1,0,0,0,0,0,5217,58.10474,0,3.6,3,43,.6438357,.7349944,.6347878,.2686567,
34100,12642,11536.26,.8240784,.8741497,.4176554,.3262142,.1689606,.0619364,.0252333,.5114697,1293,8015.961,.8546017,.8151585,.2861562,.4887858,.1910286,.0340294,0,.6558391,2185,11854.25,.7656751,.790389,.2018307,.4453089,.2558352,.0851259,.0118993,.7505721,4100,15425.1,.8241463,.8778049,.2953658,.3987805,.2056098,.0609756,.0392683,.7229269,4296,10668.65,.8289106,.9171322,.5844972,.2020484,.1121974,.0705307,.0307263,.2211359,15,7570.933,1,1,.2,.6666667,.1333333,0,0,.2,45,7596.7333,.6444445,.4666667,.3333333,.6666667,0,0,0,.5333334,53,9205.717,.6037736,.9622642,.3207547,.5471698,.1320755,0,0,.4716981,30,3461.3667,.8666667,1,.8666667,.1333333,0,0,0,.1333333,669,10170.61,.8744395,.8071749,.3064275,.5067264,.1584454,.0284006,0,.7264574,1096,15263.18,.7527372,.7864963,.2509124,.4087591,.225365,.0958029,.0191606,.8613139,2018,21050.82,.8587711,.8969277,.3042617,.3974232,.1798811,.0738355,.0445986,.827552,1878,14520.83,.8375932,.9057508,.6144835,.2018104,.0990415,.0447284,.0399361,.3226837,13,8309.2308,1,1,.2307692,.7692308,0,0,0,.2307692,29,7579.4828,.6896552,.2758621,.4137931,.5862069,0,0,0,.3793103,31,9592.7419,.5806451,1,.2580645,.516129,.2258064,0,0,.516129,13,6053,.8461539,1,.8461539,.1538462,0,0,0,.3076923,13970,58.14404,0,1,3,34,.7138438,.78627,.6653659,.3847765,.8
4013,6113,11487.21,.86177,.8485196,.421397,.3752658,.1375757,.0461312,.0196303,.4991003,675,5904.594,.8977778,.8207408,.2444444,.4103704,.3318518,.0133333,0,.5644444,1035,12666.35,.7555556,.7777778,.2028985,.4908212,.1942029,.0859903,.026087,.6975846,2046,16404.7,.8382209,.8211144,.2737048,.4814272,.1358749,.0738025,.0351906,.7057673,1928,10014.12,.9170125,.9419087,.6421162,.2582988,.0715768,.0171162,.0108921,.2271784,128,3421.094,.9453125,.8359375,.46875,.3984375,.125,.0078125,0,.3984375,122,7430.5656,.9672131,.8688524,.3852459,.3442623,.2295082,.0409836,0,.6147541,221,10874.665,.9457014,.8823529,.5972851,.1809955,.0542986,.1040724,.0633484,.5701358,246,6814.6504,.9878049,.9634146,.8414634,.1504065,.0081301,0,0,.1504065,359,6689.59,.91922,.8356546,.2506964,.4791086,.2590529,.0111421,0,.6072423,517,16917.08,.7234042,.7969052,.2398453,.4816248,.1682785,.0812379,.0290135,.8394584,994,24174.12,.8651912,.8128772,.3088531,.4376258,.1448692,.0724346,.0362173,.8430583,887,13776.47,.9131905,.9447576,.6606539,.2784667,.0383315,.011274,.011274,.3089064,59,3953.4746,.9661017,.8305085,.5084746,.4237288,.0677966,0,0,.4237288,63,8881.3175,1,.8888889,.3492064,.3968254,.2222222,.031746,0,.7936508,92,17290.696,.9347826,.8695652,.7065217,.0543478,.0217391,.2065217,.0108696,.7065217,125,7177.552,1,.976,.824,.176,0,0,0,.16,7106,58.14674,0,24.5,3,4,.7555556,.7710145,.6911046,.3469917,.53125
11003,7211,12108.18,.8625711,.8366385,.4457079,.3735959,.1223131,.0336985,.0246845,.567605,1029,7382.862,.8639456,.7473275,.3498542,.3955296,.2108843,.03207,.0116618,.6637512,1447,13331.24,.7995853,.7546648,.3096061,.5183138,.138217,.0179682,.015895,.7394609,2333,14972.82,.8675525,.861123,.2923275,.474925,.147021,.042006,.0437205,.7282469,1945,12928.29,.903856,.907455,.6544987,.2174807,.0627249,.0442159,.0210797,.2843188,152,6661.776,1,.9736842,.3947369,.5197368,.0855263,0,0,.4210526,278,9175.2374,.8920863,.6978417,.4820144,.4100719,.1079137,0,0,.6582734,271,6637.1218,.896679,.8634686,.6309963,.2583026,.0848708,0,.0258303,.4649447,119,8694.8235,.8571429,.8571429,.7983193,.2016807,0,0,0,.487395,516,8534.853,.8333333,.7577519,.4437985,.3042636,.2151163,.0368217,0,.7693799,715,17163.23,.8055944,.7342657,.3496504,.5244755,.0909091,.0265734,.0083916,.8237762,1082,22453.52,.8770795,.8872458,.2874307,.4390019,.1561922,.0628466,.0545286,.8604437,813,20252.9,.9077491,.8769988,.6642066,.1881919,.095941,.0209102,.0307503,.3690037,89,8485.0562,1,.9550562,.5842696,.2696629,.1460674,0,0,.6404495,121,12847.702,.7520661,.5371901,.5371901,.338843,.1239669,0,0,.6033058,81,9625.7284,.9506173,.9382716,.7530864,.2469136,0,0,0,.6049383,54,12388.259,.6851852,.6851852,.7777778,.2222222,0,0,0,.4444444,8361,58.15068,42.1,13,3,11,.6384839,.674499,.663952,.3244216,.6052631
11018,12025,13137.8,.7959251,.7304782,.4486487,.3557588,.1327235,.0388358,.0240333,.498711,1571,7673.809,.837683,.6333545,.3965627,.4436665,.1260344,.0292807,.0044558,.537874,2786,11578.56,.7562814,.5882986,.3693467,.4142139,.1798277,.0319454,.0046662,.5678392,3969,16616.35,.7797934,.7674477,.335349,.4116906,.1730915,.0521542,.0277148,.6492819,2984,15580.34,.7905496,.8354558,.5686997,.2657507,.0703753,.0418901,.0532842,.2791555,647,6112.333,.9443586,.6986089,.4605873,.4513138,.0695518,.007728,.0108192,.4404946,1196,9396.255,.8595318,.59699,.4414716,.3854515,.1429766,.0301003,0,.4816054,1301,10037.194,.9215988,.8501153,.5149885,.3259031,.1160646,.0253651,.0176787,.5488086,708,15149.016,.960452,.8841808,.7867231,.1737288,.019774,0,.019774,.2754237,916,8352.659,.8340611,.5458515,.4454148,.4061135,.1168122,.0240175,.0076419,.4901747,1694,13260.68,.7272727,.4952775,.4220779,.3854782,.1635183,.0253837,.0035419,.540732,2160,21085.92,.7884259,.7064815,.337963,.3851852,.1888889,.0541667,.0337963,.6476852,1304,25610.9,.7223926,.8067484,.5337423,.256135,.0858896,.0437117,.0805215,.3535276,400,6352.71,.9275,.555,.4925,.3925,.085,.0125,.0175,.3375,779,9544.9448,.7920411,.4441592,.4826701,.3786906,.1129653,.0256739,0,.3915276,729,10585.93,.8710563,.7325103,.4965706,.3127572,.1508916,.0301783,.0096022,.478738,283,30281.802,.9045936,.8303887,.7455831,.204947,.0212014,0,.0282686,.2826855,8785,58.1553,28.4,6.6,3,11,.5989816,.6259871,.6369362,.3780161,.5285935
11066,8751,12653.92,.8741858,.8747572,.5014284,.3011084,.1227288,.0476517,.0270826,.5481659,1087,6804.947,.8923643,.8932843,.3597056,.4213431,.1913524,.0220791,.0055198,.575897,1628,14203.71,.8710074,.8396806,.3642506,.4060197,.1375921,.0700246,.022113,.7487715,2850,16652.38,.854386,.8568421,.4007018,.3449123,.1536842,.0582456,.0424561,.7424561,2632,12248.67,.893617,.9034954,.6599544,.1914894,.0775076,.0429331,.0281155,.2841945,632,6819.499,.971519,.9113924,.3212025,.511076,.1471519,.0205696,0,.556962,834,11546.911,.9256595,.8920863,.4100719,.4736211,.059952,.0275779,.028777,.7541966,1221,11393.015,.985258,.9189189,.5511876,.3644554,.0589681,.018837,.006552,.6904177,961,6437.7138,.9604579,.9292403,.9136316,.0561915,.0135276,.0104058,.0062435,.251821,518,8258.601,.8667954,.8996139,.3880309,.4189189,.1640927,.0289575,0,.6621622,781,19086.05,.8732395,.8015365,.3930858,.3649168,.1638924,.0588988,.0192061,.8399488,1338,23265.06,.8565022,.8273543,.3916293,.3295964,.151719,.0881913,.038864,.842302,1071,18267.14,.8767507,.8823529,.6853408,.1549953,.0634921,.0466853,.0494865,.3781513,273,8280.0879,.96337,.8901099,.3736264,.5018315,.0989011,.025641,0,.6336997,367,14744.289,.9400545,.8419619,.4277929,.4686649,.0626703,0,.0408719,.8474115,518,15039.651,.9942085,.8899614,.5810811,.3243243,.0637066,.030888,0,.7934363,381,8320.4121,.9422572,.8923885,.9055118,.0629921,.015748,.015748,0,.3097113,11230,58.15844,24.8,52.5,3,11,.6347746,.6136364,.5568421,.3119301,.6787975
18085,7133,9471.128,.8425627,.8644329,.5415674,.3136128,.1012197,.0193467,.0242535,.5306323,845,5625.931,.7822485,.7609468,.2804734,.6094674,.0923077,.0177515,0,.6887574,1339,11139.38,.8289769,.8132935,.2949963,.5003734,.1530993,.0336072,.0179238,.7864078,2197,12187.9,.805644,.8639053,.4915794,.3309058,.1115157,.0177515,.0482476,.6741011,2330,8981.602,.9180257,.9287553,.7446352,.139485,.0806867,.0167382,.0184549,.2669528,51,5827.451,.9607843,.8431373,.1568628,.8431373,0,0,0,.6078432,32,10636.125,1,.71875,.0625,.40625,.34375,.1875,0,.78125,42,6758.0952,1,1,.4285714,.5714286,0,0,0,.7142857,85,4089.7294,1,.9411765,.9764706,0,.0235294,0,0,.1176471,403,6763.181,.8263027,.8585608,.235732,.6501241,.0967742,.0173697,0,.7295285,673,13803.77,.833581,.7860327,.3521545,.5230312,.1054978,.0044577,.0148588,.8751857,1051,17163.43,.8058991,.85157,.4633682,.3463368,.1236917,.0247383,.0418649,.773549,1040,11882.71,.9298077,.9192308,.789423,.1211538,.0625,.0086538,.0182692,.3432692,30,7246.8667,1,1,0,1,0,0,0,.7666667,17,10432.059,1,.7058824,.1176471,.7647059,.1176471,0,0,.5882353,8,7097,1,1,.25,.75,0,0,0,1,35,5124.2857,1,1,1,0,0,0,0,.2,8381,58.16728,0,4,3,18,.7195266,.6870799,.460173,.2369099,.8431373
