oldcode,hsspend_per_cap68_z1,hsspend_per_cap68_z2,pop60,povrate60,hsspend_per_cap68,socspend_per_cap68,othspend_per_cap68,totspend_per_cap68,hsspend_per_cap72_a,hsspend_per_cap72_b,hsspend_per_cap72_c,socspend_per_cap72,othspend_per_cap72,totspend_per_cap72,hs72cpos,hs68pos,state,pct_urban_1960,pct_black_1960,hsspend_per_kid_68,hsspend_per_kid_72
45023,0,0,18244,15.4812,0,131.1265,2764.476,2895.603,0,0,0,264.789,3343.809,3608.598,0,0,45,51.1,1.2,0,0
18019,0,0,86920,15.48392,0,192.6251,130.7747,323.3997,2.217376,2.217376,2.217376,294.6005,353.9021,650.72,1,0,18,82.9,.9,0,130.4339
5038,1.065765,1.065765,739733,15.50001,1.065765,466.7024,1238.628,1705.33,1.136788,1.136788,1.136788,815.3661,1305.246,2121.749,1,1,5,100,10,62.69203,66.86991
14046,.6790745,.6790745,92039,15.51488,.6790745,196.6107,263.6071,460.2178,.7711054,.7711054,.7711054,413.0286,341.0352,754.8348,1,1,14,49.1,8.7,39.94556,45.35914
42032,.9301926,.9301926,13005,15.52687,.9301926,1460.996,810.4918,2271.488,3.03903,3.799862,3.799862,1859.627,1947.05,3810.476,1,1,42,79.3,0,54.71721,223.5213
39036,.6498422,.6498422,276554,15.56422,.6498422,188.5247,210.9098,399.4345,.7898515,.7898515,.7898515,329.1144,229.5859,559.4901,1,1,39,49.5,1.3,38.22601,46.46185
36045,1.00038,1.00038,91017,15.56817,1.00038,160.9389,463.1191,624.058,1.385727,1.385727,1.385727,291.8875,566.6298,859.903,1,1,36,52.7,1.4,58.84591,81.51336
15030,0,0,26633,15.59014,0,132.9579,135.8873,268.8452,0,0,0,249.8934,198.7301,448.6235,0,0,15,33.9,.2,0,0
24014,.8661587,.8661587,39109,15.59596,.8661587,168.5729,429.6134,598.1863,.8801116,.8801116,.8801116,334.4781,511.2695,846.6277,1,1,24,64.1,0,50.95051,51.77127
14084,.3291288,.3291288,148129,15.60087,.3291288,1237.694,433.0951,1670.789,1.102117,1.102117,1.102117,1149.43,664.8696,1815.402,1,1,14,76,4,19.36052,64.83039
17089,1.929089,1.929089,141864,15.60994,1.929089,444.4204,606.7418,1051.162,.4622655,2.254285,2.254285,580.3171,1008.042,1590.613,1,1,17,84.6,6.7,113.4758,132.605
33036,1.162111,1.162111,183676,15.61399,1.162111,230.677,972.691,1203.368,.9237696,.9237696,.9237696,413.3273,857.1964,1271.447,1,1,33,50.7,5.2,68.35946,54.33939
33042,.7248705,.7248705,142905,15.65891,.7248705,247.8561,526.312,774.168,.0590125,.0590125,.0590125,491.5547,546.2138,1037.828,1,1,33,64.6,1.7,42.63944,3.471325
36017,0,0,46969,15.66164,0,175.0516,636.7366,811.7882,0,0,0,314.2221,384.756,698.978,0,0,36,65.1,.7,0,0
31021,1.806738,1.806738,63274,15.67636,1.806738,194.0511,574.9193,768.9703,2.774943,2.774943,2.774943,392.662,575.4656,970.9025,1,1,31,50.8,.9,106.2787,163.2319
39010,0,0,115336,15.69088,0,191.1925,253.3451,444.5376,0,0,0,344.2709,244.7673,589.0381,0,0,39,29.3,.4,0,0
22010,0,0,3682,15.69966,0,173.2962,605.7419,779.0381,0,0,0,531.778,575.1802,1106.958,0,0,22,78.8,3,0,0
27027,0,0,12598,15.70413,0,127.8852,3255.658,3383.544,0,0,0,226.0261,1568.859,1794.885,0,0,27,22.6,0,0,0
36032,1.476061,1.476061,54217,15.71793,1.476061,157.5428,207.0995,364.6423,4.475881,4.475881,4.475881,305.4834,276.3002,586.2595,1,1,36,62,.5,86.8271,263.2871
42058,0,0,4256,15.71898,0,148.4127,801.8844,950.2971,0,0,0,355.6288,1469.845,1825.474,0,0,42,64.8,0,0,0
33008,1.641471,1.641471,99081,15.72368,1.641471,251.1266,528.9519,780.0785,1.281996,4.600983,4.600983,548.222,612.1796,1165.003,1,1,33,74.8,2.6,96.55709,270.646
15027,.2919421,.2919421,76048,15.72877,.2919421,153.8591,289.8331,443.6922,.33244,.33244,.33244,299.1749,357.2974,656.8047,1,1,15,63.4,4.2,17.17307,19.55529
36062,0,0,35182,15.72918,0,198.2876,452.8664,651.1539,0,0,0,340.665,349.1544,689.8194,0,0,36,27.7,.9,0,0
36003,0,0,38941,15.73239,0,112.6827,148.6352,261.3179,0,0,0,343.5453,171.0581,514.6034,0,0,36,51.7,.4,0,0
37074,1.514535,1.514535,42203,15.74745,1.514535,219.9754,339.5764,559.5518,1.694302,1.694302,1.694302,393.883,257.8887,653.4659,1,1,37,75.3,3.2,89.0903,99.66482
33007,.3574896,.3574896,145594,15.75469,.3574896,301.7719,435.6776,737.4495,.7658939,.7658939,.7658939,467.4871,580.9766,1049.229,1,1,33,57.1,.9,21.0288,45.05258
14102,0,0,25399,15.75556,0,170.95,222.4561,393.406,0,0,0,312.7927,370.2081,683.0009,0,0,14,10.3,0,0,0
33055,3.0189,3.0189,66314,15.75976,3.0189,256.8186,603.6552,860.4739,4.419022,4.419022,4.419022,476.5161,772.8622,1253.797,1,1,33,47.7,1.9,177.5824,259.9425
24036,0,0,18117,15.79562,0,209.8879,244.3745,454.2625,0,0,0,376.2215,335.5239,711.7454,0,0,24,37.3,0,0,0
33056,1.004595,1.004595,118851,15.79737,1.004595,221.1639,406.7016,627.8655,.1869146,.1869146,.1869146,451.7738,599.1602,1051.121,1,1,33,42,3.4,59.09383,10.99497
50020,1.028061,1.028061,74629,15.80423,1.028061,233.056,160.349,393.405,1.288919,1.288919,1.288919,365.1115,199.5907,565.9911,1,1,50,58,.1,60.47415,75.81876
48036,.4135053,.4135053,42342,15.81597,.4135053,286.8529,738.2727,1025.126,.853566,.853566,.853566,485.088,881.3543,1367.296,1,1,48,67.7,.9,24.32384,50.20976
38025,0,0,4820,15.82899,0,191.7492,1658.49,1850.24,0,0,0,374.1209,1835.118,2209.239,0,0,38,0,0,0,0
44251,0,0,8217,15.82936,0,124.7821,676.6108,801.3929,0,0,0,209.0714,945.2138,1154.285,0,0,44,53.6,1,0,0
48020,3.451969,3.451969,14084,15.8359,3.451969,244.7718,1450.559,1695.331,0,0,0,515.1895,1585.273,2100.462,0,1,48,18.8,0,203.057,0
39037,.3351836,.3351836,114334,15.85352,.3351836,216.5673,187.0841,403.6514,.4885727,.4885727,.4885727,377.8136,233.6535,611.9557,1,1,39,52.6,2.5,19.71668,28.73957
14054,0,0,33859,15.86318,0,202.0598,326.3707,528.4304,.5367047,.5367047,.5367047,355.1061,560.4663,916.1092,1,0,14,50.2,1.6,0,31.57086
29014,0,0,3281,15.8867,0,250.5206,1369.071,1619.592,0,0,0,381.8165,1210.154,1591.97,0,0,29,0,.4,0,0
27026,0,0,2500,15.8871,0,135.1632,2597.702,2732.866,0,0,0,225.7906,2557.622,2783.412,0,0,27,0,0,0,0
36020,4.471028,4.471028,31553,15.91926,4.471028,160.4041,309.7253,470.1294,3.150288,3.150288,3.150288,266.8059,205.9057,475.8619,1,1,36,56.1,.1,263.0016,185.3111
44165,.8017361,.8017361,68058,15.92846,.8017361,205.5524,194.3941,399.9465,1.36017,1.36017,1.36017,247.6685,313.0095,562.0381,1,1,44,93.4,9.3,47.16095,80.00999
39022,.6568707,.6568707,221285,15.92946,.6568707,478.881,566.2023,1045.083,.6348455,.6348455,.6348455,1072.335,458.3665,1531.336,1,1,39,76.9,9.6,38.63945,37.34385
15017,.1621429,.1621429,28389,15.93288,.1621429,80.8065,231.8789,312.6854,.4864286,.4864286,.4864286,300.4585,237.6626,538.6075,1,1,15,37.9,.1,9.537817,28.61345
15003,1.269159,1.269159,48713,15.9379,1.269159,317.9287,547.21,865.1387,1.455579,1.455579,1.455579,457.0027,483.4097,941.868,1,1,15,43.3,.7,74.65643,85.62227
38014,0,0,13706,15.94417,0,235.4872,614.5363,850.0235,0,0,0,441.8579,396.7195,838.5774,0,0,38,27.3,.1,0,0
18059,1.018155,1.018155,121490,15.95138,1.018155,192.0395,258.8202,450.8597,0,0,0,337.8961,631.5341,969.4302,0,1,18,84.2,3.2,59.89148,0
50032,.1920018,.1920018,71927,15.95706,.1920018,238.8586,287.3255,526.1841,0,0,0,439.5701,428.7184,868.2885,0,1,50,70,0,11.29422,0
29007,0,0,5891,15.95875,0,216.9898,510.9349,727.9247,0,0,0,427.0306,657.7286,1084.759,0,0,29,60.5,1.4,0,0
36031,.8858377,.8858377,864524,15.99183,.8858377,289.4737,941.1635,1230.637,1.35506,1.35506,1.35506,442.3323,647.9047,1091.592,1,1,36,94.6,14.3,52.1081,79.70943
32013,.6786536,.6786536,54351,15.99675,.6786536,166.2405,239.5726,405.813,.5040966,.5040966,.5040966,275.2268,351.6527,627.3837,1,1,32,79.6,4.9,39.9208,29.65274
23058,.5451599,.5451599,101041,16.00823,.5451599,144.6201,155.5286,300.1487,.5823817,.5823817,.5823817,283.8636,218.1348,502.5808,1,1,23,27.7,1.9,32.06823,34.25774
6047,0,0,1804,16.01996,0,157.222,357.794,515.016,0,0,0,315.5011,441.071,756.5721,0,0,6,0,0,0,0
17049,0,0,4665,16.03711,0,217.818,776.5582,994.3762,0,0,0,387.226,1030.729,1417.955,0,0,17,0,0,0,0
23073,.2853788,.2853788,190351,16.07014,.2853788,206.1199,213.3331,419.453,.3458586,.3458586,.3458586,393.8213,224.4304,618.5975,1,1,23,69.2,9.8,16.78699,20.34462
24016,6.643295,6.643295,3229,16.09267,6.643295,194.1192,693.3509,887.47,7.928718,7.928718,7.928718,512.2553,731.3701,1251.554,1,1,24,0,.4,390.7821,466.3951
51015,0,0,16947,16.11489,0,177.6566,693.4537,871.1103,0,0,0,314.8468,714.3956,1029.242,0,0,51,56.8,0,0,0
5055,0,0,14599,16.14149,0,299.6089,352.1309,651.7398,0,0,0,505.7287,750.1935,1255.922,0,0,5,18.9,.6,0,0
51009,26.771,26.771,6414,16.15721,26.771,304.1034,470.9612,775.0646,36.42165,36.42165,36.42165,527.4293,552.7807,1116.632,1,1,51,62.1,.2,1574.765,2142.45
6018,0,0,4846,16.1595,0,132.6585,283.6244,416.2829,0,0,0,263.3365,405.6786,669.0151,0,0,6,0,0,0,0
38015,1.677086,1.677086,74890,16.19604,1.677086,227.0019,356.139,583.1409,2.661293,2.661293,2.661293,441.344,536.5356,980.5409,1,1,38,45.4,0,98.65214,156.5466
15092,0,0,21176,16.19748,0,159.7645,205.2909,365.0554,0,0,0,312.0637,251.037,563.1006,0,0,15,22.9,0,0,0
26050,.7554538,.7554538,66370,16.20752,.7554538,137.815,115.2718,253.0868,1.829203,1.829203,1.829203,225.5454,147.083,374.4576,1,1,26,24.9,1.3,44.43846,107.6002
36083,0,0,65162,16.21613,0,120.6684,124.3742,245.0426,0,0,0,241.4029,217.8912,459.2941,0,0,36,32.6,1.4,0,0
17047,0,0,3130,16.22751,0,136.6853,1346.387,1483.072,0,0,0,253.6561,1477.929,1731.585,0,0,17,0,0,0,0
39025,1.539025,1.539025,251384,16.23413,1.539025,209.6582,217.8146,427.4729,1.699045,1.699045,1.699045,382.1509,306.7906,690.6406,1,1,39,77.1,2.8,90.53086,99.94382
21014,2.974754,2.974754,36514,16.24535,2.974754,70.26667,556.3622,626.6288,5.761819,5.761819,5.761819,454.5851,2916.204,3376.551,1,1,21,15.9,11.2,174.9855,338.9305
42051,.9937825,.9937825,58273,16.27631,.9937825,225.1302,1418.133,1643.264,1.280561,1.280561,1.280561,419.4067,2202.895,2623.582,1,1,42,72.9,1,58.45779,75.3271
48014,.9005424,.9005424,54939,16.2777,.9005424,264.2208,343.7917,608.0125,.2797508,.2797508,.2797508,470.6438,422.8454,893.7689,1,1,48,54.2,.1,52.97308,16.45593
16017,2.103172,2.103172,50443,16.28235,2.103172,256.8957,588.2106,845.1063,3.268471,3.268471,3.268471,415.8101,476.8756,895.9542,1,1,16,73.8,.4,123.716,192.263
33050,0,0,32238,16.29602,0,207.218,752.7122,959.9302,0,0,0,377.0986,945.6375,1322.736,0,0,33,39.2,1,0,0
6033,0,0,7060,16.31571,0,131.5516,595.3876,726.9391,0,0,0,176.7701,329.9034,506.6735,0,0,6,56.4,0,0,0
33022,.2238552,.2238552,66651,16.35439,.2238552,272.3985,396.1421,668.5406,0,0,0,394.5802,528.1194,922.6996,0,1,33,59.2,.1,13.16795,0
17040,0,0,25981,16.35713,0,219.9218,2002.041,2221.963,0,0,.808856,372.7067,478.1209,851.6364,1,0,17,57.5,1.8,0,47.57976
6016,2.769071,2.769071,492947,16.36505,2.769071,416.1754,1239.852,1656.028,5.330109,5.364888,5.719654,695.2574,1677.118,2378.095,1,1,6,100,6.1,162.8865,336.4502
50064,2.829896,2.829896,52812,16.36624,2.829896,1353.485,982.275,2335.76,3.835554,3.835554,3.835554,1936.62,1284.485,3224.941,1,1,50,0,0,166.4645,225.6208
27034,0,0,13399,16.37132,0,216.9581,401.5263,618.4844,0,0,0,378.321,571.7308,950.0518,0,0,27,62.5,.1,0,0
42040,0,0,17549,16.38087,0,259.8676,203.5828,463.4504,0,0,0,402.5938,572.3566,974.9504,0,0,42,75.8,0,0,0
5048,1.01141,1.01141,133953,16.38098,1.01141,255.2356,2300.887,2556.123,2.228774,2.228774,2.228774,480.9792,2272.356,2755.564,1,1,5,79.1,9.5,59.4947,131.1043
13002,0,0,3031,16.38248,0,112.7459,452.7529,565.4988,0,0,0,369.7671,655.3563,1025.123,0,0,13,0,0,0,0
48013,.6797832,.6797832,47293,16.3869,.6797832,329.0963,674.2322,1003.328,3.249445,3.249445,3.249445,385.0536,1010.224,1398.526,1,1,48,45.4,1.8,39.98724,191.1438
36041,1.101224,1.101224,99927,16.40522,1.101224,204.8547,165.1258,369.9806,1.101951,1.101951,1.101951,371.3814,218.0074,590.4908,1,1,36,55.5,5.4,64.77785,64.82066
17008,0,0,38213,16.41571,0,138.2617,259.001,397.2627,1.340473,1.340473,1.340473,346.8219,347.0593,695.2217,1,0,17,49.4,.5,0,78.85134
48029,2.108589,2.108589,52055,16.41869,2.108589,271.662,394.3384,666.0005,2.260362,2.260362,2.260362,509.5206,446.5354,958.3163,1,1,48,44.8,.1,124.0346,132.9624
15090,0,0,21584,16.47218,0,156.4091,186.1937,342.6028,0,0,0,306.4825,254.6048,561.0873,0,0,15,29.4,0,0,0
16064,0,0,38239,16.48826,0,205.7082,291.5547,497.2629,0,0,0,328.2693,409.8018,738.0711,0,0,16,59.5,.7,0,0
23082,.9803128,.9803128,2664438,16.49335,.9803128,335.4701,295.554,631.0241,1.003581,1.114952,1.151247,597.1201,320.3628,918.6342,1,1,23,97.5,19.9,57.66545,67.72044
38022,.773841,.773841,59501,16.49702,.773841,198.7065,389.2892,587.9957,.8343299,.8343299,.8343299,385.626,454.6343,841.0947,1,1,38,37.6,0,45.52006,49.07823
44006,0,0,1983,16.51139,0,300.2322,1248.332,1548.565,0,0,0,389.5092,1241.53,1631.04,0,0,44,0,.2,0,0
6038,.6365373,.6365373,20370,16.51254,.6365373,196.5892,587.5642,784.1534,.8004456,.8004456,.8004456,347.1801,497.9684,845.949,1,1,6,53,0,37.44337,47.08503
27020,0,0,3050,16.53961,0,176.9054,4010.522,4187.428,0,0,0,330.738,873.6135,1204.351,0,0,27,0,0,0,0
48027,1.042146,1.042146,322396,16.56083,1.042146,262.9218,1096.18,1359.102,2.258392,2.280069,2.351062,392.2078,1181.178,1575.737,1,1,48,72.7,3.3,61.30268,138.2978
36085,.8282543,.8282543,75641,16.58249,.8282543,141.3419,174.2199,315.5618,1.170759,1.170759,1.170759,255.6027,174.1479,430.9214,1,1,36,38.4,1.4,48.72084,68.86816
16085,.9182422,.9182422,49537,16.58405,.9182422,215.5961,678.5724,894.1685,1.142825,1.142825,1.142825,319.7504,744.8221,1065.715,1,1,16,63.3,.3,54.01425,67.22501
5003,0,0,10322,16.58463,0,173.932,228.7345,402.6664,0,0,0,635.3481,312.0988,947.4469,0,0,5,0,1.8,0,0
36006,2.198591,2.198591,36103,16.58726,2.198591,102.6594,417.8553,520.5148,0,0,0,316.9033,439.543,756.4463,0,1,36,40.1,.2,129.3289,0
14010,.2833153,.2833153,132868,16.61126,.2833153,226.3946,1076.373,1302.767,.7490767,.7490767,1.453139,303.8291,1158.144,1463.426,1,1,14,75.6,5.1,16.6656,85.47877
16023,1.396324,1.396324,55817,16.61262,1.396324,236.6553,251.4677,488.123,0,0,0,344.3893,310.714,655.1033,0,1,16,66.9,.6,82.13672,0
38032,0,0,6790,16.63712,0,221.7753,816.2206,1037.996,0,0,0,411.1397,859.8848,1271.025,0,0,38,0,.2,0,0
33003,.0147177,.0147177,1431884,16.63942,.0147177,126.6661,480.2227,606.8888,0,0,.0553645,402.4295,574.5045,976.9893,1,1,33,100,11.5,.8657449,3.256736
22003,1.118093,1.118093,400769,16.65288,1.118093,193.208,296.4737,489.6816,1.431597,1.431597,1.431597,473.4254,253.8592,728.7162,1,1,22,84.2,1.2,65.7702,84.21159
17105,3.657845,3.657845,187302,16.65832,3.657845,268.433,454.0517,722.4847,.3478819,.3478819,.3478819,471.0936,445.3784,916.8199,1,1,17,88.5,16.7,215.1673,20.46364
45025,.9248345,.9248345,107433,16.67482,.9248345,154.6261,186.3532,340.9793,1.175386,1.175386,1.175386,273.8296,295.6936,570.6986,1,1,45,84.3,0,54.40203,69.14037
15057,0,0,28340,16.69649,0,170.1561,188.465,358.6212,0,0,0,322.2494,215.1845,537.4339,0,0,15,33.2,0,0,0
14078,0,0,4504,16.71847,0,193.2554,619.1912,812.4466,0,0,0,374.0304,394.0583,768.0887,0,0,14,0,.3,0,0
6021,.8485752,.8485752,143734,16.72442,.8485752,135.5349,1563.975,1699.51,.8941315,.8941315,.8941315,322.0062,2244.104,2567.005,1,1,6,76,3.5,49.91619,52.59597
15009,0,0,40965,16.7329,0,163.7362,182.9217,346.6578,0,0,0,338.2925,246.7152,585.0077,0,0,15,51.6,.8,0,0
47127,.5712177,.5712177,15674,16.73721,.5712177,94.91046,553.3674,648.2779,0,0,0,281.0117,1204.192,1485.204,0,1,47,60.8,15.2,33.60104,0
44087,0,0,1177,16.73747,0,86.52814,1328.996,1415.524,0,0,0,434.1039,1532.866,1966.97,0,0,44,0,1.2,0,0
36004,.6243065,.6243065,93278,16.73923,.6243065,93.92928,207.3354,301.2647,.6209473,.6209473,.6209473,317.0889,204.0601,521.7699,1,1,36,52.8,2.3,36.72391,36.52631
6040,0,0,412,16.74757,0,142.0992,407.6718,549.771,0,0,0,172.3155,1122.316,1294.631,0,0,6,0,0,0,0
26048,2.430816,2.430816,626289,16.75953,2.430816,287.0585,911.3894,1198.448,2.110279,2.110279,2.110279,452.6049,983.6073,1438.323,1,1,26,94.4,13.5,142.9892,124.1341
48005,.8518838,.8518838,29961,16.76352,.8518838,228.3161,391.432,619.748,2.06845,2.06845,2.06845,530.4092,440.239,972.7167,1,1,48,42.1,.1,50.11081,121.6735
36051,.6621964,.6621964,60752,16.76583,.6621964,217.1959,318.3678,535.5638,.6638959,.6638959,.6638959,375.6466,372.5215,748.832,1,1,36,61.6,2.5,38.95273,39.0527
19044,0,0,32391,16.76732,0,123.9093,302.733,426.6424,0,0,0,300.2595,391.3713,691.6307,0,0,19,66,7.3,0,0
27039,0,0,7139,16.78583,0,164.7327,416.2583,580.991,0,0,0,284.8168,1018.027,1302.844,0,0,27,66.9,.2,0,0
40004,.9068333,.9068333,568668,16.78977,.9068333,316.5222,336.159,652.6812,1.263207,1.275254,1.314839,568.8807,310.4647,880.6603,1,1,40,91.8,2.3,53.34314,77.34349
16031,.605569,.605569,79676,16.79335,.605569,173.6415,236.731,410.3725,1.462327,1.462327,1.462327,327.4445,365.1114,694.0182,1,1,16,75.1,.1,35.62171,86.01924
15085,0,0,32735,16.79679,0,164.8457,248.9413,413.787,0,0,0,294.4629,244.8364,539.2994,0,0,15,52.1,.2,0,0
42049,.2222479,.2222479,87137,16.81625,.2222479,229.8575,347.0755,576.933,.3982817,.3982817,.844668,523.9469,489.4117,1014.203,1,1,42,76.9,.2,13.07341,49.68636
14057,.4149863,.4149863,83572,16.84013,.4149863,207.2195,523.2194,730.439,.4215004,.4215004,.4215004,320.4566,452.4143,773.2924,1,1,14,59.2,1.5,24.41096,24.79414
16078,0,0,84192,16.85828,0,195.7724,691.7127,887.4852,0,0,0,304.2032,729.0765,1033.28,0,0,16,72.9,.7,0,0
5036,1.372458,1.372458,504041,16.86885,1.372458,320.3058,698.1343,1018.44,1.59413,1.59413,1.59413,548.7427,758.9871,1309.324,1,1,5,74.4,3.4,80.73282,93.77238
38001,0,0,17704,16.88179,0,242.5886,622.281,864.8696,0,0,0,446.924,701.0189,1147.943,0,0,38,57.7,.2,0,0
23046,.5071744,.5071744,78085,16.88506,.5071744,186.1472,257.0757,443.2229,.5163646,.5163646,.5163646,350.1154,238.9255,589.5573,1,1,23,41.9,.5,29.83379,30.37439
45001,0,0,4451,16.91028,0,197.2263,401.1289,598.3553,0,0,0,410.4763,839.1763,1249.653,0,0,45,0,0,0,0
28025,0,0,3240,16.91358,0,350.9937,3018.723,3369.717,0,0,0,463.6768,1370.063,1833.739,0,0,28,0,0,0,0
36039,0,0,46737,16.93142,0,162.7243,168.1392,330.8635,0,0,0,314.403,324.0418,638.4448,0,0,36,47.9,1.1,0,0
38004,1.315281,1.315281,27785,16.93206,1.315281,374.0551,307.6082,681.6633,1.635233,1.635233,1.635233,418.6988,409.3341,829.6681,1,1,38,55.2,.3,77.36948,96.1902
23019,0,0,38017,16.94095,0,113.4381,169.1609,282.599,0,0,0,237.1985,335.0103,572.2088,0,0,23,21.8,.1,0,0
11033,.3555005,.3555005,115128,16.95365,.3555005,165.0601,4079.985,4245.045,.3799932,.3799932,.3799932,282.4327,3433.074,3715.886,1,1,11,48.5,7,20.91179,22.35254
39065,.9756855,.9756855,354924,16.96769,.9756855,188.8056,213.0773,401.8829,1.245493,1.245493,1.245493,388.1376,185.6708,575.0539,1,1,39,60.7,2,57.39326,73.26431
33012,2.799712,2.799712,41461,16.9684,2.799712,228.8149,404.3182,633.1331,0,0,0,461.2411,519.6407,980.8818,0,1,33,55.5,.2,164.689,0
13035,6.681262,6.681262,27530,16.98259,6.681262,261.4153,378.3079,639.7231,3.680208,3.680208,3.680208,450.4424,631.9222,1086.045,1,1,13,82.7,0,393.0154,216.4828
33059,1.87119,1.87119,67887,17.00628,1.87119,229.3665,365.5168,594.8834,1.559493,1.559493,1.559493,373.5469,576.2265,951.3329,1,1,33,34.9,2.2,110.07,91.73489
27015,.2217435,.2217435,33363,17.01123,.2217435,224.6389,367.2511,591.89,.2610238,.2610238,.2610238,366.4263,480.778,847.4653,1,1,27,39.8,.1,13.04374,15.35434
17080,0,0,14153,17.02342,0,256.1209,510.6559,766.7768,0,0,0,441.082,600.6055,1041.688,0,0,17,33,.7,0,0
20003,1.251766,1.251766,184006,17.0252,1.251766,179.5308,366.4484,545.9792,0,0,.3609864,506.237,454.7088,961.3068,1,1,20,67.9,.4,73.63329,21.2345
23003,.8244837,.8244837,58452,17.02766,.8244837,174.3198,143.8662,318.1859,1.383102,1.383102,1.383102,393.6997,251.6134,646.6962,1,1,23,25.5,1.3,48.49904,81.35893
17039,0,0,9658,17.05644,0,343.9436,942.762,1286.706,0,0,0,449.6747,1111.094,1560.769,0,0,17,28.8,.3,0,0
15035,0,0,33756,17.05816,0,196.282,1038.783,1235.065,0,0,0,323.9142,972.1041,1296.018,0,0,15,47.9,0,0,0
33026,0,0,43675,17.07237,0,177.9534,502.3214,680.2748,2.964786,2.964786,2.964786,316.0606,626.2762,945.3015,1,0,33,33.5,1.9,0,174.3992
36086,0,0,30291,17.11006,0,156.3765,259.7594,416.1359,0,0,0,272.1919,279.9139,552.1058,0,0,36,38.3,0,0,0
15018,.5407873,.5407873,110863,17.11174,.5407873,134.8039,219.4087,354.2125,.9518724,.9518724,.9518724,298.1109,226.004,525.0668,1,1,15,69.9,5.2,31.81102,55.9925
48011,7.166099,7.166099,23103,17.1209,7.166099,268.2802,1647.215,1915.495,15.16618,15.16618,15.16618,504.6436,2905.73,3425.54,1,1,48,74.6,5.3,421.5352,892.128
51017,.5377549,.5377549,19003,17.13211,.5377549,249.3642,736.0582,985.4224,0,0,0,435.2061,938.0322,1373.238,0,1,51,61.4,.2,31.63264,0
38030,1.338067,1.338067,44681,17.149,1.338067,239.6429,958.5399,1198.183,1.529283,1.529283,1.529283,466.5886,986.5828,1454.701,1,1,38,51.7,.6,78.70985,89.95785
5032,1.357308,1.357308,11813,17.15406,1.357308,290.4826,633.3322,923.8148,0,0,0,575.4976,865.753,1441.25,0,1,5,23.4,2,79.84162,0
33054,1.808957,1.808957,37861,17.16911,1.808957,175.9755,981.976,1157.952,2.627223,2.627223,2.627223,331.0892,1652.851,1986.567,1,1,33,30.1,.5,106.4092,154.5425
33024,.2366169,.2366169,2642661,17.18403,.2366169,231.5146,453.4035,684.9181,0,.0046157,.0046157,402.5744,533.5765,936.1556,1,1,33,100,14.1,13.91864,.2715093
6048,0,0,4882,17.18686,0,273.3914,1273.028,1546.42,0,0,0,502.6095,1230.637,1733.246,0,0,6,0,0,0,0
50014,0,0,62685,17.19859,0,151.0769,158.396,309.4729,0,0,0,288.6479,184.1971,472.8451,0,0,50,46.8,.4,0,0
33046,.1838444,.1838444,89643,17.21275,.1838444,196.8814,342.9909,539.8723,.1601755,.1601755,.1601755,346.5849,524.5245,871.2695,1,1,33,48.2,.9,10.81437,9.422091
23075,0,0,42346,17.22728,0,197.9638,159.4221,357.3858,0,0,0,459.5092,241.399,700.9081,0,0,23,37.8,1.5,0,0
47110,13.26219,13.26219,89197,17.24076,13.26219,372.547,192.7015,565.2485,15.95253,15.95253,15.95253,796.2998,151.7139,963.9662,1,1,47,100,6.5,780.1285,938.3843
23008,.3602683,.3602683,31850,17.2578,.3602683,102.9904,166.8498,269.8402,.217209,.217209,.217209,389.2415,213.2332,602.6919,1,1,23,20.1,.1,21.19225,12.777
22013,2.715366,2.715366,797515,17.27095,2.715366,648.9196,826.0515,1474.971,3.981733,4.070907,4.586733,1171.864,744.7957,1921.246,1,1,22,100,8,159.7274,269.8078
15054,0,0,32446,17.27187,0,171.4324,205.1241,376.5564,0,0,0,364.6195,299.0837,663.7032,0,0,15,44.3,.6,0,0
51022,0,0,9010,17.28771,0,193.3492,691.5801,884.9293,0,0,0,340.4466,879.3196,1219.766,0,0,51,65.4,.4,0,0
16050,0,0,35153,17.34293,0,193.7321,439.5729,633.305,0,0,0,366.2013,391.8625,758.0638,0,0,16,43.6,.1,0,0
16094,1.289496,1.289496,47619,17.35229,1.289496,217.7866,475.1239,692.9105,0,0,0,364.8251,566.9922,931.8173,0,1,16,59.4,.7,75.8527,0
23047,.3483304,.3483304,37981,17.35256,.3483304,129.3763,101.8378,231.2141,.4422813,.4422813,.4422813,301.1147,142.4383,443.9953,1,1,23,12.7,.6,20.49002,26.01655
33037,2.604477,2.604477,34391,17.36371,2.604477,244.1598,401.2073,645.3671,2.305321,2.305321,2.305321,429.4575,532.1177,963.8804,1,1,33,34.7,4.3,153.2045,135.6071
31015,1.54214,1.54214,108166,17.36638,1.54214,251.1257,252.1996,503.3252,1.459203,2.763947,2.763947,642.5932,458.0327,1103.39,1,1,31,35.7,3.1,90.71414,162.5851
33061,0,0,34645,17.37491,0,188.6343,425.0483,613.6826,0,0,0,343.7248,552.3376,896.0624,0,0,33,31.7,2.3,0,0
38013,0,0,6742,17.38931,0,369.7741,687.9196,1057.694,0,0,0,297.5454,562.499,860.0444,0,0,38,52.2,.1,0,0
36012,.6667727,.6667727,130833,17.40034,.6667727,212.4766,426.1631,638.6396,.7383127,.7383127,.7383127,351.2961,421.7665,773.8009,1,1,36,71.7,9.3,39.22192,43.43016
