oldcode,total_pop_80,pop16_19_80,pop18_24_80,pop25plus_80,pop18plus_80,hsplus_25plus_80,somecollege_25plus_80,collegeplus_25plus_80,hsplus_18plus_80,somecollege_18plus_80,collegeplus_18plus_80,hsplus_18_24_80,somecollege_18_24_80,collegeplus_18_24_80,inschool_16_19_80,pctinschool_16_19_80,pcthsplus_18_24_80,pctsomecollege_18_24_80,pctcollegeplus_18_24_80,pcthsplus_25plus_80,pctsomecollege_25plus_80,pctcollegeplus_25plus_80,povrate60
32030,7491,498,767,4312,5079,2517,830,409,3039,925,426,522,95,17,270,.5421687,.6805736,.1238592,.0221643,.5837198,.1924861,.0948516,47.96822
32031,4725,395,421,2890,3311,1798,603,308,2103,668,334,305,65,26,258,.6531646,.7244655,.1543943,.0617577,.6221454,.2086505,.1065744,32.93464
32032,61115,4872,7861,31136,38997,20014,7702,3184,25570,8902,3333,5556,1200,149,2152,.4417077,.7067803,.1526523,.0189543,.6427929,.2473664,.1022611,30.9514
33001,285909,22979,42875,173637,216512,124484,65450,38743,161425,86321,43392,36941,20871,4649,18594,.8091736,.8615977,.4867872,.1084315,.7169209,.3769358,.2231264,14.16631
33002,51742,6514,10198,26867,37065,18272,8021,3660,27420,12371,4002,9148,4350,342,5536,.8498619,.8970386,.4265542,.033536,.6800908,.2985447,.1362266,24.40256
33003,1168972,88398,144963,682675,827638,346913,135036,61785,436194,177303,69430,89281,42267,7645,61198,.6923007,.6158882,.291571,.0527376,.5081671,.1978042,.0905043,16.63942
33004,213648,17656,30104,127747,157851,88622,38951,19907,113860,51466,21927,25238,12515,2020,13624,.7716357,.8383604,.4157255,.0671007,.6937306,.3049074,.1558314,11.16212
33005,85697,6679,11114,48963,60077,31706,11971,5231,40334,15340,5641,8628,3369,410,4940,.7396317,.7763181,.3031312,.0368904,.6475502,.2444907,.1068358,18.961
33006,79894,6019,9458,47072,56530,29305,11806,5136,36392,14570,5511,7087,2764,375,4292,.7130753,.7493128,.2922394,.039649,.6225569,.2508073,.1091094,18.16378
33007,146925,11547,19062,87429,106491,57538,23082,10348,72973,29573,11199,15435,6491,851,8724,.7555209,.8097262,.3405204,.0446438,.6581112,.2640085,.1183589,15.75469
33008,97656,7891,12302,57694,69996,40120,15904,7689,48765,18861,8120,8645,2957,431,5497,.6966164,.7027313,.2403674,.035035,.6953929,.2756613,.1332721,15.72368
33009,49344,3772,5186,28721,33907,18520,7264,3433,22429,8373,3672,3909,1109,239,2682,.7110286,.7537601,.213845,.0460856,.6448243,.252916,.1195293,18.89773
33010,80750,8092,15757,42065,57822,26812,12593,5930,39619,18121,6448,12807,5528,518,5950,.7352941,.8127816,.3508282,.0328743,.6373945,.29937,.1409723,23.45935
33011,59487,3984,5636,37572,43208,23657,10670,5167,27762,12233,5464,4105,1563,297,2900,.7279117,.7283534,.2773243,.0526969,.6296444,.2839881,.1375226,18.02617
33012,48820,5277,9336,25930,35266,17169,7712,3907,25199,12035,4303,8030,4323,396,4322,.8190259,.8601114,.4630463,.0424165,.6621288,.2974161,.1506749,16.9684
33013,46824,4468,6080,27980,34060,18021,7469,3290,22886,9058,3504,4865,1589,214,3731,.8350492,.8001645,.2613487,.0351974,.6440672,.2669407,.117584,23.2275
33014,245055,19314,30519,146169,176688,103147,52259,27621,127314,64083,29660,24167,11824,2039,14612,.7565497,.7918674,.3874308,.0668108,.7056695,.3575245,.1889662,12.31299
33015,1015472,76995,131969,613302,745271,400798,183913,92701,508990,234985,102997,108192,51072,10296,58304,.757244,.8198289,.387,.0780183,.6535084,.2998735,.1511507,12.45706
33016,36176,2641,3629,22045,25674,14360,6413,3112,16954,7305,3321,2594,892,209,1986,.7519879,.7147974,.2457977,.0575916,.6513949,.290905,.1411658,25.79885
33017,44929,4157,6004,25258,31262,15097,6291,2925,19670,7747,3088,4573,1456,163,3092,.7438056,.7616589,.242505,.0271486,.5977116,.2490696,.1158049,30.50274
33018,55153,3900,5675,33578,39253,19988,7434,3127,24168,8781,3364,4180,1347,237,2725,.698718,.7365639,.2373568,.0417621,.5952707,.221395,.0931265,18.05222
33019,59400,4565,6829,34633,41462,23973,9302,4085,29238,10980,4345,5265,1678,260,3424,.7500548,.7709767,.2457168,.0380729,.6922011,.2685878,.1179511,13.76668
33020,40861,3100,4304,25603,29907,16062,5648,2511,19082,6656,2664,3020,1008,153,2053,.6622581,.7016729,.2342007,.0355483,.6273484,.2205991,.0980744,19.3742
33021,5034,353,428,3261,3689,2195,909,364,2512,1004,381,317,95,17,268,.7592068,.7406542,.2219626,.0397196,.6731064,.2787488,.1116222,23.13222
33022,66714,5144,7499,40006,47505,25141,9795,4166,30734,11899,4446,5593,2104,280,3980,.7737169,.7458328,.2805707,.0373383,.6284307,.2448383,.1041344,16.35439
33023,88151,6768,10146,50975,61121,32622,12488,5275,39911,14309,5595,7289,1821,320,4712,.6962175,.7184112,.1794796,.0315395,.6399608,.2449828,.1034821,20.27407
33024,2230936,153777,266284,1333366,1599650,732615,302920,154408,912189,390138,173911,179574,87218,19503,109085,.7093714,.6743702,.3275375,.0732414,.5494478,.2271844,.1158032,17.18403
33025,25035,1984,2885,13775,16660,8597,2935,1339,10896,3413,1426,2299,478,87,1412,.7116935,.7968804,.1656846,.030156,.6241016,.2130671,.0972051,26.54767
33026,57006,5699,9854,31074,40928,20915,9141,4594,29335,13344,5114,8420,4203,520,4620,.8106685,.8544753,.4265273,.0527704,.6730707,.2941688,.1478406,17.07237
