oldcode,_type_,_freq_,death_rate,tb_rate,other_infectious_rate,diabetes_rate,nutrition_rate,anemias_rate,meningitis_rate,circulatory_rate,respiratory_rate,injury_rate,neop_rate,age1_5_rate,age1_5_tb_rate,age1_5_other_inf_rate,age1_5_diabetes_rate,age1_5_nutrition_rate,age1_5_anemias_rate,age1_5_meningitis_rate,age1_5_circ_rate,age1_5_resp_rate,age1_5_injury_rate,age1_5_neop_rate,age5_9_rate,age5_9_tb_rate,age5_9_other_inf_rate,age5_9_diabetes_rate,age5_9_nutrition_rate,age5_9_anemias_rate,age5_9_meningitis_rate,age5_9_circ_rate,age5_9_resp_rate,age5_9_injury_rate,age5_9_neop_rate,age1_9_rate,age1_9_tb_rate,age1_9_other_inf_rate,age1_9_diabetes_rate,age1_9_nutrition_rate,age1_9_anemias_rate,age1_9_meningitis_rate,age1_9_circ_rate,age1_9_resp_rate,age1_9_injury_rate,age1_9_neop_rate,age10_14_rate,age10_14_tb_rate,age10_14_other_inf_rate,age10_14_diabetes_rate,age10_14_nutrition_rate,age10_14_anemias_rate,age10_14_meningitis_rate,age10_14_circ_rate,age10_14_resp_rate,age10_14_injury_rate,age10_14_neop_rate,age15_19_rate,age15_19_tb_rate,age15_19_other_inf_rate,age15_19_diabetes_rate,age15_19_nutrition_rate,age15_19_anemias_rate,age15_19_meningitis_rate,age15_19_circ_rate,age15_19_resp_rate,age15_19_injury_rate,age15_19_neop_rate,age20_24_rate,age20_24_tb_rate,age20_24_other_inf_rate,age20_24_diabetes_rate,age20_24_nutrition_rate,age20_24_anemias_rate,age20_24_meningitis_rate,age20_24_circ_rate,age20_24_resp_rate,age20_24_injury_rate,age20_24_neop_rate,age25plus_rate,age25plus_tb_rate,age25plus_other_inf_rate,age25plus_diabetes_rate,age25plus_nutrition_rate,age25plus_anemias_rate,age25plus_meningitis_rate,age25plus_circ_rate,age25plus_resp_rate,age25plus_injury_rate,age25plus_neop_rate,black_age1_5_rate,black_age1_5_tb_rate,black_age1_5_other_inf_rate,black_age1_5_diabetes_rate,black_age1_5_nutrition_rate,black_age1_5_anemias_rate,black_age1_5_meningitis_rate,black_age1_5_circ_rate,black_age1_5_resp_rate,black_age1_5_injury_rate,black_age1_5_neop_rate,black_age1_9_rate,black_age1_9_tb_rate,black_age1_9_other_inf_rate,black_age1_9_diabetes_rate,black_age1_9_nutrition_rate,black_age1_9_anemias_rate,black_age1_9_meningitis_rate,black_age1_9_circ_rate,black_age1_9_resp_rate,black_age1_9_injury_rate,black_age1_9_neop_rate,black_age5_9_rate,black_age5_9_tb_rate,black_age5_9_other_inf_rate,black_age5_9_diabetes_rate,black_age5_9_nutrition_rate,black_age5_9_anemias_rate,black_age5_9_meningitis_rate,black_age5_9_circ_rate,black_age5_9_resp_rate,black_age5_9_injury_rate,black_age5_9_neop_rate,povrate60,pop60,pct_urban_1960,pct_black_1960,_merge,state,age5_9_sum2,age25plus_sum2,age5_9_sum2_black
13001,0,11,670.0037,.1710502,2.223653,7.640243,.9122678,1.539452,.5131506,314.6183,36.83281,72.52529,134.8446,75.27287,0,0,1.636367,0,0,2.45455,4.090917,2.45455,40.90916,7.36365,41.07816,0,0,0,0,0,.6846361,1.369272,0,25.33154,6.846361,56.65617,0,0,.7454759,0,0,1.490952,2.609166,1.118214,32.4282,7.082021,35.54432,0,.6582282,.6582282,0,.6582282,0,1.316456,1.974685,22.37976,1.974685,103.9218,0,0,0,0,.6336694,0,1.267339,.6336694,86.81271,6.970363,111.0894,0,.5909013,0,.5909013,0,0,3.545408,.5909013,84.49889,7.681717,1109.546,.3075522,2.76797,13.42978,1.537761,2.562935,.4100697,563.5383,64.79101,87.95995,237.7379,156.0062,0,0,0,0,0,0,0,0,156.0062,0,158.1028,0,0,0,0,0,0,0,0,79.05138,79.05138,160.2564,0,0,0,0,0,0,0,0,0,160.2564,15.20851,94443,70.2,.3,3,13,.6846361,85.80708,0
23061,0,11,868.9034,.9845604,3.069512,21.89199,.7528991,1.911205,.9845604,452.3765,40.59864,61.33232,182.2016,66.17773,0,.9065443,0,0,0,.9065443,3.626177,2.719633,29.00942,9.971988,42.84993,0,.691128,0,0,0,.691128,2.073384,.691128,22.80722,4.837896,52.94118,0,.7843137,0,0,0,.7843137,2.745098,1.568627,25.4902,7.058824,38.17522,0,0,0,0,0,0,1.192976,0,26.84196,2.982439,92.91206,0,.5665369,0,0,1.133074,1.133074,6.798443,2.266148,65.15175,5.66537,138.8802,0,.6978903,.6978903,0,.6978903,0,6.978903,2.093671,94.91308,12.56203,1468.467,1.777046,4.913008,39.4086,1.358917,3.135963,.4181284,812.2144,69.61838,70.97729,323.3178,86.61289,0,0,0,0,0,5.413306,10.82661,5.413306,37.89314,10.82661,69.74339,0,0,0,0,0,2.404945,7.214834,2.404945,36.07417,7.214834,56.25757,0,0,0,0,0,0,4.327506,0,34.62004,4.327506,15.21178,150265,67,8.4,3,23,2.073384,120.63,0
36072,0,11,881.5677,.5750605,2.300242,22.71489,1.006356,2.300242,.8625907,494.552,31.05327,64.40678,169.7866,74.74799,0,0,0,0,0,2.135657,0,6.406971,29.8992,10.67828,31.4455,0,0,0,0,0,1.655026,1.655026,1.655026,16.55026,3.310053,50.35153,0,0,0,0,0,1.864871,.9324357,3.729743,22.37846,6.52705,23.95461,0,0,0,0,0,0,2.994326,1.497163,13.47447,2.994326,108.9597,0,0,0,0,0,0,1.472429,2.944858,88.34573,7.362144,142.7552,0,0,0,0,1.740917,0,6.963667,3.481833,114.9005,5.22275,1497.715,1.040261,3.380847,41.0903,1.820456,3.900978,.2600652,892.2836,52.01303,73.33838,302.7159,157.2327,0,0,0,0,0,0,0,0,0,78.61636,102.3192,0,0,0,0,0,0,0,34.10641,0,34.10641,60.24096,0,0,0,0,0,0,0,60.24096,0,0,15.21751,57401,51.2,1.4,3,36,3.310053,103.5059,60.24096
48001,0,11,683.3776,0,2.75001,14.43755,.6875026,2.062508,0,319.0012,44.00016,77.68779,140.2505,69.20415,0,0,0,0,0,0,17.30104,17.30104,25.95156,0,53.5291,0,0,0,0,0,0,0,0,22.94104,7.647014,60.88404,0,0,0,0,0,0,8.117871,8.117871,24.35361,4.058936,27.40289,0,0,0,0,0,0,0,0,6.850723,6.850723,114.4165,0,0,0,0,0,0,0,0,114.4165,0,96.9368,0,0,0,0,0,0,9.69368,0,67.85576,19.38736,1146.066,0,5.082334,26.68225,1.270584,3.81175,0,584.4684,78.77618,100.3761,254.1167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.22545,9732,26.9,.5,3,48,0,115.6231,0
36035,0,11,925.5177,.638949,1.916847,13.09846,.9584236,.638949,.638949,511.7982,48.8796,76.99336,167.7241,95.50186,0,0,0,0,0,4.775093,0,0,47.75093,4.775093,41.73781,0,0,0,0,0,0,0,0,26.56042,0,65.54327,0,0,0,0,0,2.114299,0,0,35.94308,2.114299,37.21497,0,0,0,0,0,0,0,3.383179,33.83179,0,140.1776,0,0,0,0,0,0,0,0,116.8146,10.01268,166.3696,0,0,0,0,0,0,7.922361,0,146.5637,0,1547.931,1.137766,2.844416,23.32421,1.70665,1.137766,.5688832,909.0754,85.90137,80.21253,296.3882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.24112,25280,26.5,0,3,36,0,116.6211,0
36025,0,11,764.7771,.7907146,5.441365,15.64783,1.466984,.967585,.4785904,367.4014,36.57055,44.34244,163.0849,58.82253,0,.1709957,0,0,.3419914,.8549786,3.59091,1.880953,18.63853,5.471863,30.00243,.1363747,.2727493,0,0,0,.1363747,1.363747,.5454987,12.68284,4.500364,42.78938,.0758677,.2276031,0,0,.1517354,.4552062,2.351899,1.138016,15.32528,4.9314,29.14771,0,.1261806,.1261806,0,0,.2523611,2.397431,.6309029,10.85153,6.182848,79.65389,.1070617,.1070617,.1070617,0,.2141234,0,2.141234,1.070617,42.39643,5.888392,91.92078,0,.5401809,.4501508,0,.2700905,0,3.241086,1.800603,46.90571,6.21208,1295.593,1.394833,8.595188,28.2171,2.601175,1.621022,.4900765,662.3761,64.52046,56.94312,290.8416,97.05566,0,.9332275,0,0,.9332275,2.799683,6.532593,3.73291,34.52942,4.666138,67.33531,.4156501,.8313001,0,0,.4156501,1.24695,4.1565,2.07825,27.01725,5.40345,43.46783,.7494454,.7494454,0,0,0,0,2.248336,.7494454,20.98447,5.995564,15.25831,684189,92.2,11.8,3,36,1.090997,107.4399,2.248336
49005,0,11,882.6359,.2978859,5.06406,15.49007,2.085201,1.489429,0,480.49,49.74694,50.6406,186.4766,53.36749,0,0,0,0,0,0,5.336749,0,21.347,10.6735,15.38639,0,0,0,0,0,0,3.846598,0,3.846598,0,31.29541,0,0,0,0,0,0,4.470772,0,11.17693,4.470772,17.85332,0,0,0,0,0,0,0,0,10.71199,3.570663,83.96567,0,0,0,0,0,0,0,6.219679,62.19679,9.329518,89.01605,0,0,0,0,0,0,3.179145,6.35829,66.76204,9.537435,1448.525,.5127522,8.716786,26.66311,3.589265,2.563761,0,825.5309,79.47659,61.53026,315.8553,653.5948,0,0,0,0,0,0,0,0,653.5948,0,313.4796,0,0,0,0,0,0,0,0,313.4796,0,0,0,0,0,0,0,0,0,0,0,0,15.27611,29026,54.4,1.4,3,49,0,121.5223,0
23078,0,11,729.2732,.5223085,1.044617,17.88906,.3917313,.6528856,.1305771,386.5082,39.82602,58.10682,150.0331,56.96383,0,1.898794,0,0,0,0,1.898794,3.797589,22.78553,7.595177,31.80574,0,0,0,0,0,0,1.382858,0,20.74287,2.765716,42.40712,0,.8001344,0,0,0,0,1.600269,1.600269,21.60363,4.800807,46.83148,0,0,0,0,0,0,1.232407,1.232407,33.275,7.394444,108.5535,0,0,0,0,0,0,1.307873,2.615747,87.62752,9.155114,132.5349,0,0,0,0,0,0,1.636233,0,109.6276,9.817396,1267.803,.9761717,1.7083,33.43388,.7321287,1.220215,0,720.4147,71.01649,61.74286,274.3042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.28166,53369,43.2,.1,3,23,0,109.0872,0
36013,0,11,659.7874,1.063806,1.975639,14.13342,.7598611,.683875,.6078889,309.7954,40.72855,62.61255,145.6654,60.74298,0,2.131333,0,0,0,2.131333,2.131333,3.196999,28.77299,6.393998,27.15848,0,0,0,0,0,0,.8229843,.8229843,16.45969,4.937906,41.79301,0,.9287336,0,0,0,.9287336,1.3931,1.857467,21.82524,5.572402,44.79198,0,0,0,0,.7591861,.7591861,.7591861,0,23.53477,6.073489,102.5007,0,0,.7824481,.7824481,0,0,2.347344,0,86.06929,2.347344,138.7695,0,0,0,0,0,0,9.848159,2.685862,105.6439,8.057585,1126.089,1.982801,2.266058,26.20129,.9914003,.9914003,.1416286,574.0208,72.08897,71.80571,266.6867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.30284,80418,14.2,1.2,3,36,.8229843,104.6636,0
14058,0,11,934.6843,.7713073,1.893209,18.37114,1.121902,2.173684,.7011885,512.8493,47.40034,53.00985,187.4277,76.35784,0,2.213271,0,0,1.106635,0,2.213271,6.639812,34.3057,6.639812,29.69769,0,0,0,0,1.746923,0,0,0,16.59577,2.620385,50.28045,0,.9763194,0,0,1.464479,0,.9763194,2.928958,24.40798,4.393437,30.31391,0,0,0,0,0,0,.7977344,.7977344,14.35922,6.381876,92.73329,0,0,0,0,.7792714,0,0,1.558543,66.23807,5.4549,98.11681,0,0,0,0,0,0,4.947066,.8245111,76.67953,5.771577,1521.825,1.334296,2.304693,31.7805,1.940794,3.275089,.4851984,885.1232,79.45124,60.8924,320.1096,76.27236,0,0,0,0,6.933851,0,0,6.933851,48.53696,6.933851,72.48889,0,0,0,0,6.303382,0,0,3.151691,44.12367,6.303382,69.33611,0,0,0,0,5.778009,0,0,0,40.44606,5.778009,15.32366,118687,75.7,5.1,3,14,1.746923,120.5718,5.778009
17005,0,11,962.0228,.8635753,4.030018,22.1651,.2878584,1.727151,.2878584,507.2065,46.63306,80.02464,197.4709,102.9577,0,4.679895,0,0,0,4.679895,4.679895,9.359791,42.11906,9.359791,31.54325,0,0,0,0,3.942907,0,0,7.885813,7.885813,7.885813,64.19859,0,2.139953,0,0,2.139953,2.139953,2.139953,8.559812,23.53948,8.559812,30.34697,0,0,3.371885,0,0,0,3.371885,0,13.48754,6.743771,141.5341,0,0,0,0,0,0,9.230485,3.076828,126.15,0,182.803,0,0,0,0,0,0,6.770481,3.38524,135.4096,20.31144,1544.842,1.475964,5.411868,37.39109,.491988,2.45994,0,862.4549,75.27416,88.55784,331.5999,392.1569,0,0,0,0,0,0,0,0,0,0,373.1343,0,0,0,0,186.5672,0,0,0,0,0,355.8719,0,0,0,0,355.8719,0,0,0,0,0,15.32741,32825,73.1,1.8,3,17,11.82872,122.505,355.8719
38029,0,11,1079.455,1.367553,3.190956,7.749465,1.367553,1.367553,2.279254,553.8588,61.53986,87.97921,223.3669,73.21835,0,0,0,0,0,24.40612,0,0,32.54149,8.135372,46.35762,0,0,0,0,0,0,0,0,26.49007,13.24503,58.41122,0,0,0,0,0,10.9521,0,0,29.20561,10.9521,22.67702,0,0,0,0,0,0,0,0,22.67702,0,103.6926,0,0,0,0,0,0,5.760701,0,80.64981,11.5214,283.7483,0,0,0,0,0,0,7.093708,7.093708,248.2798,7.093708,1608.086,2.148889,3.581482,12.17704,2.148889,2.148889,1.432593,868.1513,94.55113,93.11854,346.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.34879,18941,22.4,.1,3,38,0,118.1889,0
39043,0,11,992.0889,.852188,5.184144,24.14533,1.420313,2.13047,.4971097,533.7537,51.91245,63.34597,195.6482,47.03922,0,1.343978,0,0,0,1.343978,1.343978,5.375911,18.81569,2.687955,27.66607,0,0,0,0,0,0,.9880739,3.952296,13.83304,1.976148,35.87434,0,.5694339,0,0,0,.5694339,1.138868,4.555471,15.94415,2.277736,29.90257,0,0,0,0,0,0,1.661254,0,18.27379,4.153134,84.23884,0,.7078894,0,0,.7078894,0,3.539447,1.415779,68.66528,4.955226,116.2069,0,1.591875,1.591875,0,1.591875,0,5.571563,1.591875,85.96125,6.3675,1616.011,1.45053,7.977913,40.85659,2.417549,3.263692,.4835099,906.3393,85.21862,76.03193,329.8746,69.68641,0,0,0,0,0,0,0,0,46.45761,0,49.7661,0,0,0,0,0,0,0,0,29.85966,0,34.83107,0,0,0,0,0,0,0,0,17.41553,0,15.36965,127976,53.8,3.9,3,39,3.952296,141.6684,0
5056,0,11,591.5324,.6955759,1.574198,8.987573,.7321852,.98845,.6955759,270.6888,33.18629,60.35036,132.3425,62.26128,0,0,0,.2791986,.2791986,2.233589,.8375958,4.746376,27.08226,5.304773,28.38716,0,.2150542,.2150542,.2150542,0,0,.4301085,.8602169,13.33336,7.096789,43.12612,0,.121482,.121482,.2429641,.121482,.9718562,.6074101,2.551123,19.31564,6.317066,28.55193,.3781712,.1890856,.1890856,0,.3781712,0,1.512685,.945428,14.74868,5.294397,93.49857,.1873719,0,0,0,.1873719,.3747438,2.248463,1.686347,74.57401,6.183272,129.5484,.2144841,0,0,0,0,.2144841,2.573809,1.072421,103.3813,7.506944,985.8871,1.126009,2.152664,16.19466,1.258481,1.622778,.4305329,488.158,57.32711,71.23663,234.3423,111.2223,0,0,0,0,0,0,11.12223,0,44.48893,11.12223,60.15641,0,0,0,0,0,0,5.013034,0,25.06517,5.013034,18.25317,0,0,0,0,0,0,0,0,9.126586,0,15.37834,199705,61.9,1.8,3,5,1.50538,80.11223,0
17085,0,11,824.0084,.555886,2.77943,10.93242,1.852953,.7411813,.7411813,434.7029,42.98852,54.10624,171.7688,54.66306,0,3.036837,0,0,0,6.073674,0,0,27.33153,0,24.0535,0,0,0,0,0,0,2.405349,2.405349,14.4321,2.405349,37.58238,0,1.342228,0,0,0,2.684456,1.342228,1.342228,20.13342,1.342228,29.59018,0,0,0,0,0,0,2.113584,2.113584,14.79509,6.340752,81.69314,0,1.89984,0,0,0,0,0,0,66.49442,1.89984,93.9445,0,0,0,0,0,0,5.871531,1.957177,74.37273,3.914354,1378.569,.9807222,3.595982,19.28754,3.269074,1.30763,.6538149,764.6365,74.53489,63.42004,300.4279,77.70008,0,0,0,0,0,0,0,0,77.70008,0,32.34153,0,0,0,0,0,0,0,0,32.34153,0,0,0,0,0,0,0,0,0,0,0,0,15.38182,54977,79,0,3,17,2.405349,103.6297,0
24009,0,11,919.6569,0,.9283212,14.85314,0,.6188808,0,496.3424,51.36711,68.07689,185.6642,46.0358,0,0,0,0,0,0,0,0,35.80563,0,33.31359,0,0,0,0,0,0,3.70151,0,22.20906,3.70151,38.65481,0,0,0,0,0,0,2.14749,0,27.91736,2.14749,18.87089,0,0,0,0,0,0,0,0,15.72574,0,132.3418,0,0,0,0,0,0,6.301991,0,107.1339,9.452987,203.399,0,0,0,0,0,0,13.55993,9.039957,144.6393,18.07991,1507.373,0,1.612738,25.80382,0,1.075159,0,859.052,86.01272,72.57323,318.2471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38405,28482,32.3,0,3,24,0,114.5044,0
6023,0,11,669.4522,.4186693,3.768024,10.46673,1.674677,1.256008,.4186693,265.855,51.49632,115.5527,116.8087,83.58516,0,0,0,0,0,6.429628,0,6.429628,57.86665,0,34.06961,0,0,0,0,0,0,5.678269,0,17.03481,5.678269,57.29104,0,0,0,0,0,3.015318,3.015318,3.015318,36.18382,3.015318,45.85286,0,0,0,0,0,0,0,0,40.7581,5.094763,173.5776,0,0,0,0,0,0,0,0,154.2912,9.643202,153.8253,0,0,0,0,0,0,0,0,149.301,4.524273,1050.199,.7198077,6.478269,17.99519,2.879231,2.159423,0,455.6382,87.09673,136.7635,197.2273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.41251,12219,30.3,.1,3,6,0,117.3287,0
50071,0,11,825.1484,.2086518,1.947417,17.94406,.7650567,2.086518,.9737085,444.7761,35.74901,50.91105,170.399,63.60757,0,1.272151,0,0,1.272151,6.360757,2.544303,2.544303,15.26582,6.360757,25.61378,0,0,0,0,0,0,1.897317,.9486586,6.64061,9.486586,41.84351,0,.5434222,0,0,.5434222,2.717111,2.173689,1.630266,10.32502,8.151332,25.23772,0,.8141201,0,.8141201,.8141201,0,.8141201,0,15.46828,3.25648,88.72175,0,0,0,0,.6621026,0,0,1.324205,76.8039,4.634718,76.99514,0,0,0,0,0,0,1.283252,.6416261,64.80424,3.849757,1400.974,.3728639,3.1072,32.0663,1.118592,3.355776,.8700159,793.2059,62.51686,58.78822,300.4041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.42452,58768,72.1,0,3,50,.9486586,103.4076,0
51004,0,11,792.9952,.9440419,4.72021,16.04871,1.888084,1.416063,.9440419,312.0059,45.31401,145.3825,133.1099,69.2281,0,0,0,0,0,5.769009,0,0,34.61405,17.30703,44.37296,0,0,0,0,0,0,5.546619,0,33.27972,0,56.55629,0,0,0,0,0,2.827814,2.827814,0,33.93377,8.483443,65.35236,0,0,0,0,0,0,0,0,54.4603,0,287.3563,0,0,0,0,0,0,16.90331,5.634438,247.9153,5.634438,252.1048,0,0,4.756695,0,0,0,0,0,228.3214,9.513391,1281.28,1.744424,6.977697,28.783,3.488849,1.744424,0,572.1712,81.11573,165.7203,240.7306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.45315,15293,60,.7,3,51,0,123.8541,0
5045,0,11,855.0569,1.039478,1.905709,9.788414,1.472593,.9528545,.5197388,375.9444,57.43114,93.37974,195.6817,75.62614,0,0,0,0,0,1.482865,1.482865,1.482865,40.03737,5.931462,37.14334,0,0,0,0,0,0,0,0,13.50667,12.38111,53.74899,0,0,0,0,0,.639869,.639869,.639869,24.95489,9.598034,38.54939,0,0,0,0,0,0,0,0,28.91204,2.891204,132.2776,0,0,0,0,0,0,.9448403,1.889681,107.7118,10.39324,163.3892,0,0,0,0,0,0,1.167065,2.334131,142.382,7.002392,1355.768,1.749942,2.91657,16.47862,2.479084,1.604114,.7291425,632.0208,95.6635,111.5588,324.1768,0,0,0,0,0,0,0,0,0,0,0,73.6377,0,0,0,0,0,0,0,0,0,73.6377,143.6782,0,0,0,0,0,0,0,0,0,143.6782,15.45531,60270,50,.7,3,5,0,121.621,0
30004,0,11,1119.301,1.043637,3.130911,26.87366,2.609093,2.348183,.5218185,557.824,60.27004,72.01096,244.7329,55.94927,0,0,0,0,0,0,4.662439,4.662439,23.3122,9.324879,17.15678,0,0,0,0,0,0,0,0,17.15678,0,33.60281,0,0,0,0,0,0,1.976636,1.976636,19.76636,3.953272,41.81476,0,0,0,0,0,0,2.986769,0,20.90738,5.973537,140.8967,0,0,0,0,0,0,2.817933,2.817933,118.3532,11.27173,150.5484,0,0,3.584486,0,0,0,0,7.168972,118.288,3.584486,1777.521,1.73459,5.203771,44.23205,4.336476,3.902828,.4336476,924.5366,97.57071,78.49021,402.8586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.47264,36852,48,0,3,30,0,157.4141,0
13032,0,11,909.9833,0,5.306025,13.26506,2.653013,0,0,432.441,53.06025,82.24339,220.2,96.64948,0,0,0,0,0,0,0,32.2165,32.2165,32.2165,64.80882,0,0,0,0,0,0,0,32.40441,32.40441,0,80.77544,0,0,0,0,0,0,0,32.31018,32.31018,16.15509,29.67359,0,0,0,0,0,0,0,0,0,0,59.18911,0,0,0,0,0,0,0,0,59.18911,0,194.7041,0,0,0,0,0,0,0,0,155.7632,0,1501.837,0,9.299298,23.24825,4.649649,0,0,753.2431,83.69368,106.9419,376.6216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.47486,3627,0,0,3,13,32.40441,120.8909,
50018,0,11,787.6058,.2369096,2.369096,8.291835,1.658367,.4738191,0,428.9248,44.77591,51.17247,164.2968,54.35846,0,0,0,0,0,0,0,4.348677,21.74339,6.523015,27.01197,0,0,0,0,0,0,0,0,16.88248,3.376496,38.9645,0,0,0,0,0,0,0,1.900707,19.00707,4.751768,48.59972,0,0,0,0,0,0,3.037483,1.518741,28.85608,9.112448,59.17882,0,0,0,0,0,0,.9393464,0,47.90667,3.757385,65.45292,0,0,0,0,0,0,2.583668,.8612226,49.08969,6.889781,1434.528,.4559121,4.559122,15.95693,3.191385,.9118243,0,823.8333,84.79966,64.05566,310.9321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.47518,58836,63.9,0,3,50,0,109.8748,0
45023,0,11,569.7167,.7271432,2.545001,18.90572,1.090715,1.817858,.7271432,246.138,25.81358,81.8036,102.8908,49.70749,0,3.823653,0,0,0,0,7.647306,7.647306,11.47096,0,19.84521,0,0,0,0,0,0,0,0,9.922604,6.615069,33.69571,0,1.773458,0,0,0,0,3.546917,3.546917,10.64075,3.546917,30.52917,0,0,0,0,0,0,0,0,13.56852,10.17639,188.4253,0,0,0,0,0,0,0,0,165.3528,15.38166,196.5265,0,0,4.570384,0,0,0,9.140768,0,169.1042,0,1023.876,1.483878,4.451633,37.83888,2.225816,3.709694,1.483878,497.841,49.7099,97.93593,202.5493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.4812,18244,51.1,1.2,3,45,0,100.9037,0
18019,0,11,1068.144,1.399927,2.476794,33.49055,1.6153,2.58448,.5384334,569.8779,45.44378,63.21208,232.0648,55.14864,1.723395,1.723395,0,0,0,1.723395,3.44679,3.44679,8.616976,8.616976,33.00809,0,0,0,0,0,1.320324,0,2.640647,21.12518,5.281295,42.61236,.7475853,.7475853,0,0,0,1.495171,1.495171,2.990341,15.69929,6.728268,20.84443,0,0,0,0,0,0,1.158024,0,11.58024,3.474072,95.21068,0,0,1.107101,0,1.107101,0,1.107101,1.107101,77.49706,6.642606,104.6236,0,0,1.260525,1.260525,0,0,2.521051,1.260525,78.15257,11.34473,1808.44,2.289648,3.81608,58.95844,2.671256,4.388492,.190804,1007.636,77.27563,80.32849,405.8401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.48392,86920,82.9,.9,3,18,3.960971,149.5903,0
5038,0,11,1153.395,1.924237,5.996765,15.20938,1.845158,1.818799,.8566808,541.2904,66.06985,101.6814,253.5775,59.92809,0,1.033243,0,0,.6888286,1.377657,3.444143,3.444143,25.83107,5.510629,38.40013,0,.5774456,0,0,.5774456,0,2.02106,2.309782,18.18954,9.239129,48.2173,0,.785298,0,0,.6282384,.6282384,2.670013,2.827073,21.67422,7.53886,27.12225,.251132,0,0,.251132,.251132,.251132,1.757924,1.004528,13.30999,4.520376,87.96483,0,.8318188,0,0,.4159094,.6238641,3.327275,2.287502,66.5455,5.822731,131.3633,.1362689,.4088068,.5450757,0,.6813446,0,4.633143,2.044034,102.883,7.085984,1611.865,2.744184,8.080098,21.91536,2.610786,2.305877,.9718986,780.6633,93.22604,122.383,363.7569,109.9459,0,3.38295,0,0,1.691475,3.38295,5.074425,3.38295,62.58458,5.074425,77.24406,0,1.514589,0,0,1.514589,1.514589,3.786473,3.029179,43.16579,7.572947,50.73428,0,0,0,0,1.371197,0,2.742393,2.742393,27.42393,9.598376,15.50001,739733,100,10,3,5,3.464674,131.8542,4.11359
14046,0,11,865.3479,.6276485,3.31757,19.36744,.8069766,1.524289,.8069766,457.8247,36.31395,64.55813,174.9346,78.17965,0,0,0,0,0,2.743145,4.114718,2.743145,32.91775,6.857864,42.99734,0,1.074934,0,0,2.149867,0,0,1.074934,26.87334,1.074934,58.45557,0,.6026347,0,0,1.205269,1.205269,1.807904,1.807904,29.5291,3.615808,32.88933,0,.9673331,0,0,0,0,.9673331,1.934666,20.314,5.803999,89.6546,0,0,.9242742,0,0,0,7.394194,2.772823,61.0021,4.621371,121.9576,0,1.051359,0,0,0,0,5.256794,4.205436,86.21143,6.308153,1438.141,1.122045,4.648471,34.46281,1.442629,2.24409,0,814.6046,60.59042,78.86372,308.7226,159.1205,0,0,0,0,0,0,0,7.23275,57.862,7.23275,104.6572,0,0,0,0,6.541078,0,0,6.541078,45.78754,3.270539,59.70149,0,0,0,0,11.9403,0,0,5.970149,35.8209,0,15.51488,92039,49.1,8.7,3,14,4.299735,104.5105,17.91045
42032,0,11,758.4838,0,1.309989,18.33985,1.309989,3.929968,1.309989,369.417,39.29968,72.04942,149.3388,46.86036,0,9.372071,0,0,0,0,28.11621,0,0,9.372071,46.31416,0,0,0,0,0,0,0,0,46.31416,0,46.56085,0,4.232804,0,0,0,0,12.69841,0,25.39683,4.232804,19.6528,0,0,0,0,0,0,0,0,6.550933,0,124.1561,0,0,0,0,0,0,0,0,116.3964,7.759758,174.9125,0,0,8.329168,0,0,0,0,8.329168,141.5959,16.65834,1230.394,0,1.161845,31.36982,2.32369,6.97107,0,650.6332,68.54886,82.491,259.0914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.52687,13005,79.3,0,3,42,0,110.3753,0
