oldcode,ecls_pop,ecls_center,ecls_headstrt,ecls_hs_fullday,ecls_hs_partday,ecls_c1reading,ecls_c1math,ecls_c1general,propvoter68,propvoter70,propvoter72,propvoter74,propvoter76,propvoter78,propvoter80,voter_missing,age5_9_rate,age5_9_tb_rate,age5_9_other_inf_rate,age5_9_diabetes_rate,age5_9_nutrition_rate,age5_9_anemias_rate,age5_9_meningitis_rate,age5_9_circ_rate,age5_9_resp_rate,age5_9_injury_rate,infant_rate,infant_tb_rate,infant_other_inf_rate,infant_diabetes_rate,infant_nutrition_rate,infant_anemias_rate,infant_meningitis_rate,infant_resp_rate,infant_injury_rate,postneonate_rate,postneonate_tb_rate,postneonate_other_inf_rate,postneonate_diabetes_rate,postneonate_nutrition_rate,postneonate_anemias_rate,postneonate_meningitis_rate,postneonate_resp_rate,postneonate_injury_rate,infant_sum1,infant_sum2,postneonate_sum1,postneonate_sum2,age5_9_sum1,age5_9_sum2,age5_9_sum3,age5_9_sum3b,age5_9_sum4,age5_9_sum1_count,age5_9_sum2_count,age5_9_sum3_count,age5_9_sum3b_count,age5_9_sum4_count,black_age5_9_sum1,black_age5_9_sum2,black_age5_9_sum3,black_age5_9_sum3b,black_age5_9_sum4,white_age5_9_sum1,white_age5_9_sum2,white_age5_9_sum3,white_age5_9_sum3b,white_age5_9_sum4,age25plus_sum1,age25plus_sum2,age25plus_sum3,age25plus_sum3b,age25plus_sum4,pop60,povrate60,hsspend_per_cap68,socspend_per_cap68,othspend_per_cap68,totspend_per_cap68,hsspend_per_cap72_a,hsspend_per_cap72_b,hsspend_per_cap72_c,socspend_per_cap72,othspend_per_cap72,totspend_per_cap72,hs72cpos,hs68pos,state,pct_urban_1960,pct_black_1960
26087,,,,,,,,,,,,.5220248,.6079341,.6517259,.6568779,0,55.78801,0,0,0,0,0,0,0,0,41.841,1137.98,0,0,0,0,0,71.12376,71.12376,0,142.2475,0,0,0,0,0,71.12376,71.12376,0,71.12376,142.2475,71.12376,142.2475,0,0,0,41.841,41.841,0,0,0,3,3,0,0,0,613.4969,613.4969,0,0,0,28.58776,28.58776,47.24492,171.4816,1093.632,251.9729,1174.124,8053,28.11375,19.80294,235.0618,634.3611,869.423,0,0,0,364.2465,785.3799,1149.626,0,1,26,1.1,2.6
47106,,,,,,,,,,,,,,,,1,17.51927,0,0,0,0,0,0,0,0,0,1020.956,0,0,0,0,0,53.73455,0,161.2037,376.1418,0,0,0,0,0,53.73455,0,161.2037,53.73455,53.73455,53.73455,53.73455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.32239,82.37373,561.1711,147.5863,626.3836,46537,28.12083,0,203.3473,1957.922,2161.27,0,0,0,216.2139,2270.309,2486.523,0,0,47,100,3
17019,,,,,,,,,,,.5284016,.5154557,.4861559,.5539498,.6076618,0,35.43307,0,0,0,0,0,0,7.874016,0,19.68504,994.109,0,18.40943,0,0,0,18.40943,36.81885,18.40943,331.3697,0,0,0,0,0,18.40943,18.40943,18.40943,36.81885,73.6377,18.40943,36.81885,0,0,7.874016,19.68504,27.55906,0,0,2,5,7,0,0,0,0,0,0,0,8.061915,20.15479,28.21671,54.93674,158.8388,1412.83,246.0211,1500.012,37271,28.15963,0,300.3358,259.5609,559.8967,14.45178,14.45178,14.45178,540.8582,485.3252,1040.635,1,0,17,50.4,1.3
16076,,,,,,,,,,,,,.4837772,.5536177,.5481185,0,31.50268,0,0,0,0,0,0,0,0,21.00179,776.583,0,0,0,0,0,0,0,59.73716,179.2115,0,0,0,0,0,0,0,59.73716,0,0,0,0,0,0,0,21.00179,21.00179,0,0,0,2,2,,,,,,0,0,0,21.03713,21.03713,32.98613,260.083,1360.044,346.3544,1446.315,14748,28.17487,0,280.9262,852.8156,1133.742,0,0,0,397.7822,1050.405,1448.187,0,0,16,0,0
37052,,,,,,,,,.5489396,.5661655,.5850841,.6189386,.5377875,.5391815,.5287265,0,57.96429,0,0,0,0,0,0,0,0,23.18572,1322.751,0,52.91005,0,0,0,0,0,105.8201,476.1905,0,0,0,0,0,0,0,105.8201,52.91005,52.91005,0,0,0,0,0,23.18572,23.18572,0,0,0,2,2,0,0,0,0,0,0,0,0,26.36436,26.36436,46.71276,108.1067,1167.819,214.8787,1274.591,10434,28.18533,0,281.7027,601.9825,883.6852,0,0,0,485.9733,685.4764,1171.45,0,0,37,50.2,2.2
45007,,,,,,,,,.4281408,.4229347,.4982874,,.6688588,.6415948,.8235375,0,29.7442,0,0,0,0,0,0,5.94884,0,17.84652,1215.738,0,22.10433,0,0,0,66.313,22.10433,44.20866,419.9823,0,0,0,0,0,44.20866,0,44.20866,88.41733,110.5217,44.20866,44.20866,0,0,5.94884,17.84652,23.79536,0,0,1,3,4,,,,,,0,0,6.118079,18.35424,24.47231,45.85995,118.6033,670.5042,245.1136,797.0143,7018,28.19004,0,153.8485,1435.628,1589.477,0,0,0,407.29,902.2579,1309.548,0,0,45,0,0
42013,,,,,,,,,.3948773,.4259847,.5336996,.4758957,.546158,.6015631,.6974387,0,12.0279,0,0,0,0,0,0,0,0,0,1141.77,0,47.57374,0,0,0,47.57374,0,95.14748,380.5899,0,47.57374,0,0,0,47.57374,0,95.14748,95.14748,95.14748,95.14748,95.14748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.35077,131.3608,994.5892,192.3498,1055.578,10933,28.2046,3.190436,314.834,392.1435,706.9775,7.1454,7.1454,7.1454,470.3614,501.9059,979.4127,1,1,42,56.4,.1
37057,,,,,,,,,.5176471,.503563,.5109244,.5460504,.4796639,.5066218,.4769076,0,49.3486,0,0,0,0,0,0,3.289907,3.289907,29.60916,991.21,0,37.40415,0,0,0,0,18.70208,37.40415,392.7436,0,0,0,0,0,0,0,37.40415,37.40415,56.10623,0,0,0,3.289907,6.579813,32.89907,36.18897,0,1,2,10,11,0,0,0,36.7242,36.7242,0,4.377134,8.754268,35.01707,39.3942,35.43875,98.57675,855.8254,171.491,928.7396,32294,28.22269,2.54353,258.2776,298.9566,557.2343,0,0,.554958,556.4998,1315.252,1872.307,1,1,37,39.8,2.1
24045,,,,,,,,,,,,.3421899,.4722052,.4709035,.5898928,0,58.16852,0,0,0,0,0,0,0,0,49.85873,859.8452,0,0,0,0,0,0,42.99226,0,171.969,0,0,0,0,0,0,42.99226,0,0,42.99226,0,42.99226,0,0,0,49.85873,49.85873,0,0,0,6,6,,,,,,0,0,0,50.10857,50.10857,26.53576,100.1122,1188.078,194.1935,1282.16,14317,28.22694,0,252.4028,862.5743,1114.977,0,0,0,432.5222,1317.897,1750.42,0,0,24,0,0
18030,,,,,,,,,.3500742,.3754246,.4609869,.3757894,,.4385175,.5086305,0,39.80432,0,0,1.28401,0,0,0,0,2.56802,23.11218,1193.565,0,32.43383,0,0,0,6.486767,64.86767,19.4603,356.7722,0,6.486767,0,0,0,6.486767,51.89413,19.4603,38.9206,103.7883,12.97353,64.86767,1.28401,3.852031,3.852031,26.96421,26.96421,1,3,3,21,21,0,0,0,26.19172,26.19172,1.356871,4.070611,4.070611,27.13741,27.13741,52.11809,130.5837,984.0896,214.2419,1067.748,71217,28.24276,1.791007,198.1796,313.9731,512.1527,1.582669,1.582669,1.582669,401.6229,300.5869,703.7925,1,1,18,60.2,4.4
14100,,,,,,,,,.6387874,.585443,.632382,.7045144,.7513922,.7057791,.7233431,0,20.4918,0,0,0,0,0,0,0,0,11.38434,1343.284,0,24.87562,0,0,0,0,37.31343,24.87562,348.2587,0,12.43781,0,0,0,0,24.87562,24.87562,24.87562,62.18906,12.43781,37.31343,0,0,0,11.38434,11.38434,0,0,0,5,5,0,0,0,0,0,0,0,0,11.65284,11.65284,65.28985,152.7835,1136.889,249.5288,1233.635,45997,28.2451,0,269.0877,812.9059,1081.994,0,0,0,607.6563,646.077,1253.733,0,0,14,59.2,1.5
42063,,,,,,,,,.5608213,.5445401,.6346573,.6066577,.7084932,.6990563,.7269522,0,40.46126,0,0,0,0,0,0,0,0,40.46126,975.6097,0,48.78049,0,0,48.78049,0,0,97.56097,292.6829,0,48.78049,0,0,48.78049,0,0,97.56097,97.56097,97.56097,97.56097,97.56097,0,0,0,40.46126,40.46126,0,0,0,4,4,0,0,0,0,0,0,0,0,41.07198,41.07198,23.4556,148.0634,1128.801,225.7601,1206.497,10652,28.2623,0,228.4455,493.0115,721.457,0,0,0,472.6237,813.0405,1285.664,0,0,42,7.2,.1
26080,,,,,,,,,,,,.4939801,.5497261,.5842048,.564373,0,35.98805,0,0,0,0,0,0,0,7.19761,14.39522,1255.082,0,35.35443,0,17.67721,0,17.67721,70.70885,0,335.8671,0,0,0,17.67721,0,17.67721,70.70885,0,70.70885,141.4177,35.35443,106.0633,0,7.19761,7.19761,21.59283,21.59283,0,2,2,6,6,0,0,0,0,0,0,7.573462,7.573462,22.72039,22.72039,55.93382,153.9232,1256.618,245.6042,1348.299,35420,28.26674,1.266075,245.6089,285.0125,530.6213,0,0,0,419.5691,547.7072,967.2762,0,1,26,68,5
17103,,,,,,,,,,,.5301759,.3933021,.4638155,.5077317,.5037554,0,34.03676,0,0,0,0,0,0,0,0,22.69117,1023.891,0,0,0,0,0,0,170.6485,56.88282,568.8282,0,0,0,0,0,0,170.6485,56.88282,0,170.6485,0,170.6485,0,0,0,22.69117,22.69117,0,0,0,2,2,0,0,0,0,0,0,0,0,22.91476,22.91476,67.14769,236.8482,1434.519,343.0636,1540.734,12944,28.27554,0,290.1776,419.461,709.6386,0,0,0,503.4037,545.3839,1048.788,0,0,17,52.2,.4
10043,,,,,,,,,.4476904,.4912074,.6408775,.846763,.9951846,1.112467,1.382665,0,59.45808,0,0,0,0,0,0,0,2.831337,39.63872,1366.837,0,27.61287,0,0,0,0,69.03217,96.64503,524.6445,0,27.61287,0,0,0,0,69.03217,82.8386,27.61287,96.64503,27.61287,96.64503,0,2.831337,2.831337,42.47006,42.47006,0,1,1,15,15,0,0,0,36.42987,36.42987,0,3.372681,3.372681,43.84486,43.84486,42.3097,116.1801,1041.505,204.9162,1130.241,16876,28.2779,0,257.2292,195.3626,452.5918,0,0,0,696.666,252.3535,949.0195,0,0,10,28.3,20
43033,211.2958,1,0,0,0,,,,.4366022,.4033929,.4800854,.4585857,.5506694,.5094243,.6174539,0,33.67807,0,0,0,0,0,.4263047,2.131524,0,18.75741,1401.489,0,23.53646,0,2.139678,0,8.558713,40.65388,53.49195,397.9801,0,12.83807,0,2.139678,0,6.419034,19.2571,49.2126,34.23485,74.88873,21.39678,40.65388,.4263047,.4263047,2.557828,19.18371,21.31524,1,1,6,45,50,0,0,3.548679,26.61509,30.16377,.56486,.56486,2.25944,16.9458,18.64038,38.36951,114.9427,915.3947,214.4048,1014.857,238124,28.28711,3.233964,247.6792,581.09,828.7692,4.093323,4.093323,4.093323,423.1211,867.3597,1294.574,1,1,43,79.2,19.9
28078,,,,,,,,,.462099,.5035844,.5789752,.5513574,.5964273,.6030673,.6444941,0,25.65418,0,0,0,0,0,0,0,0,25.65418,1085.85,0,0,0,0,0,33.93281,33.93281,33.93281,373.261,0,0,0,0,0,33.93281,33.93281,33.93281,33.93281,67.86562,33.93281,67.86562,0,0,0,25.65418,25.65418,0,0,0,4,4,0,0,0,0,0,0,0,0,25.77154,25.77154,43.43287,122.7814,1073.293,213.8233,1164.335,17739,28.30092,0,212.1759,594.1615,806.3374,0,0,0,348.6597,691.6711,1040.331,0,0,28,20.9,0
17068,,,,,,,,,,,.5067835,.5483198,.6023794,.5840117,.6320184,0,30.3306,0,0,0,0,0,0,0,0,0,1164.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,53.2765,181.7669,1219.092,291.4538,1328.779,5546,28.32003,0,226.4058,1002.465,1228.871,0,0,0,383.4106,1261.325,1644.736,0,0,17,0,0
37075,,,,,,,,,.5744996,.5369409,.5228564,.5301046,.4870274,.5249979,.5101721,0,44.48795,0,8.897589,0,0,0,0,0,0,26.69277,1175.994,0,81.103,0,0,0,0,0,81.103,648.824,0,40.5515,0,0,0,0,0,81.103,81.103,81.103,40.5515,40.5515,8.897589,8.897589,8.897589,35.59035,35.59035,1,1,1,4,4,0,0,0,0,0,9.195402,9.195402,9.195402,36.78161,36.78161,40.02293,113.5786,1183.381,217.4219,1287.224,18486,28.33391,1.223128,274.5944,2375.654,2650.248,0,0,0,453.4207,4310.167,4763.587,0,1,37,19.8,1.2
14097,,,,,,,,,.6905037,.6905037,.6931608,.7220425,.7690619,.7364833,.6656077,0,24.37439,0,0,0,0,0,0,8.124797,0,16.24959,1983.122,0,0,0,0,0,0,295.3586,0,675.1055,0,0,0,0,0,0,295.3586,0,0,295.3586,0,295.3586,0,0,8.124797,16.24959,24.37439,0,0,1,2,3,0,0,0,0,0,0,0,8.160601,16.3212,24.4818,65.10986,179.4491,1395.098,285.8481,1501.497,19379,28.36274,13.01698,301.4874,321.4002,622.8876,13.51664,13.51664,13.51664,562.5115,1079.09,1655.118,1,1,14,31.8,.3
5054,22478.93,.6534665,.2656213,.0879306,.2960429,19.24198,15.12103,17.37772,.3704028,.3469377,.4043341,,.3875065,.4151188,.4969998,0,40.59745,0,.4461258,.4461258,0,.4461258,0,.8922517,3.569007,21.41404,1159.922,0,11.6575,0,0,0,11.6575,40.80126,68.0021,408.0126,0,7.771668,0,0,0,3.885834,34.97251,62.17335,23.315,64.11626,11.6575,46.63001,1.338377,4.907384,5.799635,26.32142,27.21367,3,11,13,59,61,0,0,0,47.99616,47.99616,.944876,4.72438,5.669255,25.51165,26.45653,31.47443,127.9769,828.1575,234.5168,934.6973,170118,28.36994,3.193626,312.5851,284.7342,597.3194,3.215662,3.215662,3.215662,570.7997,352.1602,926.1755,1,1,5,44,1.8
16033,202.2828,1,1,1,0,18.415,30.695,29.784,,,,,.4571715,.541899,.5274742,0,22.87283,0,0,4.574565,0,0,0,0,0,13.7237,1029.412,0,0,0,0,0,0,24.5098,24.5098,245.098,0,0,0,0,0,0,0,24.5098,0,24.5098,0,0,4.574565,4.574565,4.574565,18.29826,18.29826,1,1,1,4,4,0,0,0,0,0,4.595799,4.595799,4.595799,18.3832,18.3832,56.29321,161.537,1204.797,231.9036,1275.164,28779,28.36997,0,207.173,419.9848,627.1578,0,0,0,363.3092,571.705,935.0141,0,0,16,37.9,.1
23002,,,,,,,,,.4765406,.4656863,.5381653,.5838002,.6653828,.6744865,.6628152,0,26.03828,0,0,0,0,0,0,0,0,13.01914,1941.098,0,0,0,0,0,0,133.8688,66.9344,401.6064,0,0,0,0,0,0,133.8688,66.9344,0,133.8688,0,133.8688,0,0,0,13.01914,13.01914,0,0,0,1,1,0,0,0,0,0,0,0,0,13.50986,13.50986,57.53642,140.4566,1243.802,231.838,1335.183,9223,28.37469,0,173.4746,298.6321,472.1067,0,0,0,474.5086,866.1765,1340.685,0,0,23,45.7,0
17102,,,,,,,,,,,.3274282,.3805742,.4270006,.4386072,.4996946,0,0,0,0,0,0,0,0,0,0,0,1490.515,0,135.5014,0,0,0,0,135.5014,0,135.5014,0,0,0,0,0,0,135.5014,0,135.5014,271.0027,0,135.5014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.65604,76.6401,730.6356,178.8269,832.8224,2775,28.43243,0,115.8797,1543.247,1659.126,0,0,0,205.956,1793.931,1999.887,0,0,17,0,0
16061,,,,,,,,,,,,,.5523447,.6299533,.6463056,0,9.00171,0,0,0,0,0,0,0,0,0,1214.361,0,0,0,0,0,0,0,52.79831,369.5882,0,0,0,0,0,0,0,52.79831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,30.83455,162.4743,1235.754,230.0732,1303.353,12356,28.43555,0,241.6422,472.7314,714.3736,0,0,0,417.9443,601.0002,1018.944,0,0,16,29.6,0
36044,,,,,,,,,.4450482,.4432721,.5122037,.5010023,.5076493,.5693184,.6593691,0,37.87487,0,0,0,0,0,0,0,1.721585,15.49427,1326.503,0,0,0,0,0,0,173.8176,36.59317,475.7113,0,0,0,0,0,0,100.6312,36.59317,0,173.8176,0,100.6312,0,1.721585,1.721585,17.21585,17.21585,0,1,1,10,10,0,0,0,71.17438,71.17438,0,1.769849,1.769849,15.92864,15.92864,60.85914,127.8553,1084.213,198.1758,1154.534,55722,28.4486,3.528171,206.9208,128.2134,335.1342,0,0,0,403.979,225.485,629.4641,0,1,36,44.9,3.2
14039,,,,,,,,,.502127,.3658377,.5635544,.6969532,.7473277,.6115111,.6172193,0,37.46421,0,0,0,0,0,2.676015,0,2.676015,16.05609,1426.134,0,0,0,0,0,0,36.56753,36.56753,463.1887,0,0,0,0,0,0,36.56753,36.56753,0,36.56753,0,36.56753,2.676015,5.35203,5.35203,21.40812,21.40812,1,2,2,8,8,20.13288,40.26575,40.26575,40.26575,40.26575,0,0,0,18.79758,18.79758,31.03692,110.2127,992.548,191.6055,1073.941,42406,28.46034,1.686482,288.5158,286.4751,574.9909,2.166049,2.166049,2.581443,489.7937,283.0581,775.4332,1,1,14,55.4,6.9
24040,,,,,,,,,,,,.4323551,.6495875,.6734952,.7205138,0,18.61591,0,0,0,0,0,0,4.653977,0,0,1024.141,0,0,0,0,0,0,0,0,243.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.653977,0,4.653977,0,0,1,0,1,0,0,0,0,0,0,0,4.692633,0,4.692633,46.4813,126.2626,1032.995,195.6377,1102.37,20223,28.46054,0,233.6335,365.7993,599.4328,0,0,0,440.3408,497.8999,938.2407,0,0,24,21.2,0
4060,,,,,,,,,.3575102,.3793843,.4691475,.48599,.4753107,.4855061,.4960566,0,34.01723,0,.6670046,0,0,.3335023,.6670046,1.667512,.3335023,19.34313,1439.756,0,25.20684,0,1.482756,0,20.75858,56.34471,47.44818,455.206,0,7.413778,0,1.482756,0,11.86204,47.44818,45.96542,47.44818,103.7929,20.75858,68.20676,1.667512,2.001014,3.668526,21.34415,23.01166,5,6,11,64,69,2.155381,2.155381,5.388453,33.40841,36.64148,1.464872,1.953163,2.929745,16.1136,17.09018,40.63456,100.4455,806.0886,192.9292,898.5723,246472,28.47532,2.923998,477.3709,624.2841,1101.655,2.942452,4.112832,4.112832,665.1158,970.705,1639.934,1,1,4,82.1,21.4
32005,,,,,,,,,.3610598,.3219627,.3634891,,.35238,.3887694,.4324215,0,37.10661,0,0,0,0,0,0,0,0,23.19163,1491.97,0,0,0,0,0,9.502994,85.52694,28.50898,437.1377,0,0,0,0,0,0,66.52095,19.00599,9.502994,95.02993,0,66.52095,0,0,0,23.19163,23.19163,0,0,0,10,10,0,0,0,54.18586,54.18586,0,0,0,20.65796,20.65796,28.35223,106.2151,735.0421,221.3166,850.1437,33454,28.47754,.6404839,174.3118,1455.072,1629.383,0,0,0,374.8493,1782.943,2157.792,0,1,32,72.5,5.5
16065,,,,,,,,,,,,,.4244356,.5103395,.5149922,0,17.56697,0,0,0,0,0,0,0,0,8.783487,1197.605,0,0,0,0,0,0,46.06172,0,276.3703,0,0,0,0,0,0,46.06172,0,0,46.06172,0,46.06172,0,0,0,8.783487,8.783487,0,0,0,1,1,0,0,0,0,0,0,0,0,8.81601,8.81601,31.75051,135.2337,1016.016,222.2536,1103.036,13196,28.47826,0,230.38,653.8273,884.2073,0,0,0,409.3055,749.0126,1158.318,0,0,16,36.7,.1
28048,,,,,,,,,.5118819,.5564392,.6084707,.5795324,.6076083,.6229398,.6362591,0,73.64855,0,0,0,0,0,14.72971,0,14.72971,14.72971,967.519,0,0,0,0,0,0,0,0,276.434,0,0,0,0,0,0,0,0,0,0,0,0,14.72971,29.45942,29.45942,44.18913,44.18913,1,2,2,3,3,,,,,,14.78197,29.56393,29.56393,44.3459,44.3459,47.2049,163.0715,1287.406,244.6072,1368.942,11680,28.48521,5.249137,376.9126,824.0916,1201.004,9.089689,9.089689,9.089689,474.8486,900.4082,1384.346,1,1,28,48,0
34080,12371.2,.6875705,.0579493,.0244266,0,22.25383,19.25372,23.4019,.3914033,.3991004,.4635086,.4588549,.4960738,.4371633,.4954185,0,35.63227,0,1.319714,0,0,1.319714,0,0,0,21.11542,1193.317,0,14.91647,0,0,0,0,29.83294,22.3747,275.9547,0,0,0,0,0,0,22.3747,14.91647,14.91647,44.7494,0,22.3747,2.639428,2.639428,2.639428,23.75485,23.75485,2,2,2,18,18,6.951202,6.951202,6.951202,6.951202,6.951202,1.638565,1.638565,1.638565,27.85561,27.85561,45.97652,114.5569,920.1454,198.514,1004.102,82863,28.50047,2.272339,173.6931,253.6147,427.3078,2.825457,2.825457,3.919142,303.187,368.0875,675.1937,1,1,34,47.2,16.8
24084,,,,,,,,,,,,.3871552,.5490468,.5773778,.5580999,0,68.04572,0,0,0,0,0,0,13.60915,0,40.82743,1030.169,0,0,0,0,0,0,73.58352,0,73.58352,0,0,0,0,0,0,73.58352,0,0,73.58352,0,73.58352,0,0,13.60915,40.82743,54.43658,0,0,1,3,4,,,,,,0,0,13.72872,41.18616,54.91488,20.59385,146.0291,1024.076,228.4045,1106.451,10429,28.50536,0,190.7647,814.7545,1005.519,0,0,0,350.1065,1034.189,1384.295,0,0,24,40.7,0
28065,,,,,,,,,.5339006,.5463263,.619665,.6524851,.6468126,.6253377,.6447866,0,0,0,0,0,0,0,0,0,0,0,656.6604,0,0,0,0,0,0,0,0,93.80863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,66.40933,151.4963,1261.777,228.2821,1338.563,8510,28.50566,0,291.013,1036.283,1327.296,0,0,0,407.6445,1075.19,1482.835,0,0,28,35.7,0
46009,,,,,,,,,.496549,.5075809,.6138266,.6159199,.651618,.6595383,.7308214,0,20.76628,0,0,0,0,0,0,0,0,15.57471,1151.484,0,0,0,0,0,0,25.58854,51.17707,383.828,0,0,0,0,0,0,25.58854,51.17707,0,25.58854,0,25.58854,0,0,0,15.57471,15.57471,0,0,0,3,3,0,0,0,0,0,0,0,0,15.6953,15.6953,28.69694,119.9385,905.7931,216.3308,1002.185,15846,28.51904,0,187.2013,334.5186,521.7198,0,0,0,427.629,1041.671,1469.3,0,0,46,0,.1
50006,,,,,,,,,,,,,,,,1,16.27737,0,0,0,0,0,0,0,0,8.138683,990.9521,0,0,0,0,0,0,0,43.08488,517.0186,0,0,0,0,0,0,0,43.08488,0,0,0,0,0,0,0,8.138683,8.138683,0,0,0,1,1,0,0,0,0,0,0,0,0,8.217602,8.217602,30.63725,154.2805,1052.609,240.7213,1139.049,14379,28.53444,1.635742,258.7157,308.298,567.0137,0,0,0,477.2968,480.7662,958.063,0,1,50,0,0
37060,,,,,,,,,.4143799,.444269,.541359,.5813361,.4415644,.5064753,.5178466,0,23.94445,0,0,0,0,0,2.660494,0,0,15.96297,1452.625,0,11.00473,0,0,0,11.00473,44.01893,55.02366,352.1514,0,11.00473,0,0,0,11.00473,44.01893,55.02366,22.00946,66.0284,22.00946,66.0284,2.660494,2.660494,2.660494,18.62346,18.62346,1,1,1,7,7,0,0,0,0,0,2.909853,2.909853,2.909853,20.36897,20.36897,28.54539,107.0452,912.4792,185.2206,990.6547,44454,28.54744,1.748134,220.5468,376.1904,596.7373,2.34019,2.34019,2.34019,578.3196,488.5529,1069.213,1,1,37,74,2.3
17067,,,,,,,,,,,.4800659,.4735807,.5131299,.5243993,.5510844,0,33.25131,0,0,0,0,0,0,0,0,6.650263,897.4359,0,0,0,0,0,0,32.05128,32.05128,224.359,0,0,0,0,0,0,0,0,0,32.05128,0,0,0,0,0,6.650263,6.650263,0,0,0,1,1,0,0,0,0,0,0,0,0,6.788866,6.788866,58.49002,191.8473,1309.397,283.8716,1401.421,19763,28.55608,.700085,245.9356,344.1511,590.0867,.5039337,.5039337,.5039337,400.8925,459.3052,860.7017,1,1,17,55.8,3.6
17024,,,,,,,,,,,.4723859,.611002,.6507313,.6459289,.6046715,0,64.12312,0,0,0,0,0,0,32.06156,32.06156,0,1023.392,0,0,0,0,0,0,0,0,292.3977,0,0,0,0,0,0,0,0,0,0,0,0,0,32.06156,64.12312,32.06156,64.12312,0,1,2,1,2,,,,,,0,32.37294,64.74587,32.37294,64.74587,109.2405,170.2866,1352.654,285.9529,1468.32,5088,28.58272,0,374.9094,885.3111,1260.22,0,0,0,420.9954,1081.733,1502.729,0,0,17,0,.3
20005,,,,,,,,,.5958369,.593582,.6846198,.7129806,.7836947,.7973114,.8630529,0,43.77462,0,0,0,0,0,0,3.126759,0,18.76055,1254.276,0,0,0,0,0,16.2893,0,32.57859,260.6288,0,0,0,0,0,16.2893,0,32.57859,16.2893,16.2893,16.2893,16.2893,0,0,3.126759,18.76055,21.88731,0,0,1,6,7,0,0,0,0,0,0,0,3.143764,18.86259,22.00635,35.47215,135.6718,1064.896,218.6839,1147.908,32322,28.59038,.8863834,270.1529,356.8367,626.9896,2.069673,2.069673,2.069673,530.3787,669.0457,1201.494,1,1,20,13.8,0
15061,,,,,,,,,.6886302,.6267123,.670274,.6554794,.6431507,.6184247,.6314384,0,28.97291,0,0,0,0,0,7.243227,0,7.243227,14.48645,1072.865,0,89.40546,0,0,0,0,44.70273,44.70273,357.6218,0,0,0,0,0,0,44.70273,44.70273,89.40546,134.1082,0,44.70273,7.243227,14.48645,14.48645,28.97291,28.97291,1,2,2,4,4,0,0,0,0,0,7.272727,14.54545,14.54545,29.09091,29.09091,21.55839,105.9173,1240.076,191.2135,1325.372,14929,28.59218,0,226.5795,366.2973,592.8767,12.87534,12.87534,12.87534,450.0247,383.4945,846.3945,1,0,15,18.6,.2
47074,70.82924,1,0,0,0,20.043,17.639,24.157,,,,.3189951,.329265,.3206513,,0,25.32828,0,0,0,0,.5628507,.5628507,1.125701,.5628507,10.69416,1149.659,0,14.55265,0,0,0,20.37371,11.64212,34.92636,314.3373,0,8.731591,0,0,0,17.46318,5.821061,32.01583,34.92636,46.56849,26.19477,32.01583,1.125701,1.688552,2.814254,12.38272,13.50842,2,3,5,22,24,6.985191,13.97038,13.97038,34.92596,34.92596,.6235114,.6235114,1.870534,10.59969,11.84672,18.96134,45.99881,320.0019,103.8192,377.8222,20073,28.59533,0,123.9353,1041.125,1165.06,0,0,0,341.9807,1275.422,1617.403,0,0,47,23.6,7.9
14023,,,,,,,,,.6725025,.6715761,.6715761,.7631884,.7923208,.6738919,.6869529,0,28.53393,0,0,0,0,0,0,0,5.706785,11.41357,1048.035,0,29.11208,0,0,0,0,29.11208,87.33624,407.5692,0,0,0,0,0,0,29.11208,87.33624,29.11208,58.22416,0,29.11208,0,5.706785,5.706785,17.12036,17.12036,0,1,1,3,3,0,0,0,0,0,0,5.732959,5.732959,17.19888,17.19888,37.79953,151.8731,1370.233,240.972,1459.332,22744,28.61994,0,231.8077,594.0901,825.8978,0,0,0,437.8482,510.2394,948.0876,0,0,14,43.6,.4
44223,,,,,,,,,,,,,.5739481,.4745715,.5377532,0,47.74572,0,6.820817,0,0,0,0,0,0,34.10408,2025.837,0,117.4398,0,0,0,29.35995,146.7998,88.07986,675.2789,0,0,0,0,0,29.35995,88.07986,88.07986,146.7998,293.5995,29.35995,117.4398,6.820817,6.820817,6.820817,40.9249,40.9249,1,1,1,6,6,138.3126,138.3126,138.3126,138.3126,138.3126,0,0,0,36.08024,36.08024,25.83282,102.157,805.5142,227.7985,931.1556,16724,28.63639,0,157.1335,1116.215,1273.348,0,0,0,301.5229,1176.415,1477.937,0,0,44,63.2,3.7
2014,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6097,28.65109,0,0,0,0,0,0,0,320.4133,2345.637,2666.05,0,0,2,,
