oldcode,ecls_pop,ecls_center,ecls_headstrt,ecls_hs_fullday,ecls_hs_partday,ecls_c1reading,ecls_c1math,ecls_c1general,propvoter68,propvoter70,propvoter72,propvoter74,propvoter76,propvoter78,propvoter80,voter_missing,age5_9_rate,age5_9_tb_rate,age5_9_other_inf_rate,age5_9_diabetes_rate,age5_9_nutrition_rate,age5_9_anemias_rate,age5_9_meningitis_rate,age5_9_circ_rate,age5_9_resp_rate,age5_9_injury_rate,infant_rate,infant_tb_rate,infant_other_inf_rate,infant_diabetes_rate,infant_nutrition_rate,infant_anemias_rate,infant_meningitis_rate,infant_resp_rate,infant_injury_rate,postneonate_rate,postneonate_tb_rate,postneonate_other_inf_rate,postneonate_diabetes_rate,postneonate_nutrition_rate,postneonate_anemias_rate,postneonate_meningitis_rate,postneonate_resp_rate,postneonate_injury_rate,infant_sum1,infant_sum2,postneonate_sum1,postneonate_sum2,age5_9_sum1,age5_9_sum2,age5_9_sum3,age5_9_sum3b,age5_9_sum4,age5_9_sum1_count,age5_9_sum2_count,age5_9_sum3_count,age5_9_sum3b_count,age5_9_sum4_count,black_age5_9_sum1,black_age5_9_sum2,black_age5_9_sum3,black_age5_9_sum3b,black_age5_9_sum4,white_age5_9_sum1,white_age5_9_sum2,white_age5_9_sum3,white_age5_9_sum3b,white_age5_9_sum4,age25plus_sum1,age25plus_sum2,age25plus_sum3,age25plus_sum3b,age25plus_sum4,pop60,povrate60,hsspend_per_cap68,socspend_per_cap68,othspend_per_cap68,totspend_per_cap68,hsspend_per_cap72_a,hsspend_per_cap72_b,hsspend_per_cap72_c,socspend_per_cap72,othspend_per_cap72,totspend_per_cap72,hs72cpos,hs68pos,state,pct_urban_1960,pct_black_1960
23033,11427.56,.7346324,.2879224,0,.4836846,21.82616,18.74582,21.37359,.4168036,.413149,.593486,.6200376,.69798,.6845529,.7206739,0,30.97879,0,0,0,0,.911141,.4555705,1.366711,0,16.85611,1267.802,0,8.452014,0,0,2.113003,6.33901,16.90403,31.69505,363.4366,0,4.226007,0,0,2.113003,0,16.90403,31.69505,16.90403,33.80806,6.33901,23.24304,1.366711,1.366711,2.733423,18.22282,19.58953,3,3,6,40,43,0,0,0,30.06098,30.06098,1.568144,1.568144,3.136287,16.20415,17.77229,40.9878,102.1981,689.9388,170.6016,758.3423,211656,12.9151,2.966262,427.8662,436.7155,864.5818,2.873632,3.164776,3.452396,863.3207,730.3353,1597.108,1,1,23,82.1,3.5
15029,1117.335,.8951084,0,0,0,33.08839,26.76699,34.29749,.5213269,.53376,.5833272,.5804849,.7009096,.6845155,.7928556,0,31.85052,0,0,0,0,0,0,1.327105,2.65421,14.59815,961.621,0,34.34361,0,8.585902,0,8.585902,34.34361,34.34361,343.4361,0,17.1718,0,8.585902,0,8.585902,25.75771,25.75771,51.51541,85.85902,34.34361,60.10131,0,2.65421,3.981314,17.25236,18.57947,0,2,3,13,14,0,655.7377,655.7377,655.7377,655.7377,0,0,1.340734,14.74808,16.08881,30.11179,83.17593,647.9299,146.5581,711.3121,40216,12.9209,0,125.8091,525.2439,651.053,0,0,0,215.0169,193.1666,408.1834,0,0,15,27.6,.8
15046,,,,,,,,,.5419491,.4681419,.5314119,.4802928,.5096732,.4916368,.5049742,0,36.91967,0,0,0,0,1.025546,0,3.076639,2.051093,16.40874,1595.511,0,38.51233,5.50176,0,5.50176,11.00352,49.51585,49.51585,412.632,0,11.00352,5.50176,0,5.50176,5.50176,38.51233,49.51585,60.51937,110.0352,27.5088,66.02113,1.025546,3.076639,6.153278,19.48538,22.56202,1,3,6,19,22,10.36914,10.36914,10.36914,51.84571,51.84571,0,2.29208,5.730199,16.04456,19.48268,43.71062,98.93172,938.03,175.2796,1014.378,95832,12.94596,2.638264,200.4956,255.8259,456.3215,2.611494,2.611494,2.611494,340.5085,288.5815,631.7015,1,1,15,60.8,5.1
38020,,,,,,,,,.4453173,.4416755,.5866103,,.7151314,.748015,.7778195,0,36.23482,.4767739,0,0,0,0,.4767739,1.907096,.4767739,20.02451,1089.628,0,18.90895,0,2.363619,0,7.090858,16.54533,37.81791,375.8155,0,9.454476,0,2.363619,0,7.090858,4.727238,35.45429,28.36343,44.90876,18.90895,23.63619,.9535479,1.430322,3.337418,21.45483,23.36192,2,3,7,45,49,0,0,0,0,0,.9821109,1.473166,3.437388,20.62433,22.58855,23.25945,95.26479,677.4316,171.6622,753.829,164785,12.98424,.8123436,251.8004,309.1915,560.9919,.7625681,3.653953,3.653953,539.9676,423.1642,966.7858,1,1,38,61.1,.2
48022,,,,,,,,,.6277685,.5899498,.6890932,,.6882574,.6789595,.6960928,0,52.25343,0,0,0,0,0,0,0,0,39.19007,1038.062,0,0,0,0,0,0,0,0,207.6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.19007,39.19007,0,0,0,3,3,0,0,0,0,0,0,0,0,40.5515,40.5515,44.88398,145.1248,1075.719,228.9083,1159.503,10934,13.00202,0,237.1218,1684.197,1921.318,0,0,0,439.0504,2397.721,2836.772,0,0,48,0,.1
5019,182328.9,.7016914,.16659,.0223103,.2606014,23.87444,18.72001,20.69978,.4452401,.443126,.5138526,,.4462707,.4395243,.464007,0,30.60688,.0166704,.1833745,.1166929,.0333408,.3500786,.2667266,2.000449,.8668614,14.71997,1246.29,0,17.09164,0,.8103793,.7367085,12.08202,38.89821,36.46707,398.0436,0,7.588098,0,.8103793,.5156959,8.69316,27.47923,32.26783,30.72074,69.61895,17.60733,45.08656,.9668839,1.833745,3.834195,16.55372,18.55417,58,110,230,993,1113,1.792034,3.248062,6.160118,28.78455,31.69661,.8718331,1.658609,3.529861,14.86369,16.73494,27.99033,87.58718,785.2869,178.103,875.8026,6045401,13.01469,1.252757,249.548,881.2747,1130.823,1.500984,1.908643,1.958216,479.3311,950.1788,1431.468,1,1,5,98.8,7.6
45018,30050.23,.7194872,.2048864,.0380536,.3186385,21.8457,19.704,22.79827,.5343856,.4826638,.6082048,,.6755828,.2248287,.7293325,0,30.58041,0,.157631,0,0,.315262,.157631,1.103417,.315262,16.70889,1036.381,0,11.72796,0,0,1.234522,16.04879,16.04879,32.09758,373.443,0,3.703567,0,0,1.234522,12.96248,12.34522,30.24579,29.01127,45.06006,17.90057,30.24579,.630524,.945786,2.049203,17.65467,18.75809,4,6,13,112,119,22.30649,22.30649,44.61298,22.30649,44.61298,.4877596,.8129327,1.788452,17.39676,18.37228,33.42194,92.36554,616.5932,178.9602,703.1878,382976,13.0156,.697678,259.2704,471.3033,730.5737,1.125343,1.140584,1.46474,482.3748,687.4944,1171.334,1,1,45,90.4,.4
39006,1298.439,1,0,0,0,28.78018,28.37153,25.92949,.4341559,.4210715,.443421,.4307988,.4417272,.4326275,.4426382,0,29.08693,0,0,0,0,0,0,.8554978,1.283247,15.82671,1156.7,0,9.481144,0,0,0,18.96229,40.29486,42.66515,310.5075,0,0,0,0,0,11.85143,16.592,35.55429,28.44343,68.7383,11.85143,28.44343,0,1.283247,2.138745,17.10996,17.96546,0,3,5,40,42,0,0,0,37.26245,37.26245,0,1.339238,2.232063,16.51727,17.41009,46.01455,111.8239,1006.556,179.1449,1073.877,276018,13.04932,1.289687,209.1837,189.9998,399.1834,1.204527,1.204527,1.204527,365.8811,254.8024,621.888,1,1,39,64.3,1.7
14032,,,,,,,,,.5162992,.5464481,.5631053,.6397211,.6997927,.7304315,.6769927,0,46.43189,0,0,0,0,0,0,0,0,25.00179,1326.511,0,37.90032,0,0,0,0,18.95016,0,341.1029,0,18.95016,0,0,0,0,18.95016,0,37.90032,56.85048,18.95016,37.90032,0,0,0,25.00179,25.00179,0,0,0,7,7,0,0,0,0,0,0,0,0,25.18982,25.18982,41.4023,111.3023,874.2876,179.0515,942.0368,22414,13.05361,0,155.6669,234.73,390.3968,0,0,0,285.0763,421.1784,706.2548,0,0,14,48.3,.1
23041,38911.64,.6588951,.1019365,.0085684,.1054977,21.19576,18.548,24.02927,.4525574,.4427385,.5527291,.567983,.64397,.633122,.777671,0,31.87709,0,.2591634,0,0,0,.7774901,1.036654,.2591634,17.36395,1248.337,0,21.77332,0,2.419257,1.209629,9.67703,22.98294,32.65997,389.5004,0,14.51554,0,2.419257,1.209629,2.419257,14.51554,30.24072,35.07923,58.06218,20.56369,35.07923,1.036654,1.295817,2.33247,18.65976,19.69641,4,5,9,72,76,5.303633,5.303633,7.95545,39.77725,42.42906,.5838581,.8757871,1.751574,16.63996,17.51574,34.4233,100.144,862.7936,167.3514,930.001,363472,13.06391,.8432431,241.6047,231.3496,472.9543,.5814463,.5814463,.5814463,419.994,300.7435,721.3189,1,1,23,81.5,4
44103,,,,,,,,,,,,,.7580877,.7322071,.8511862,0,56.41749,0,0,0,0,0,0,28.20874,0,0,1256.733,0,0,0,0,0,0,179.5332,0,538.5997,0,0,0,0,0,0,179.5332,0,0,179.5332,0,179.5332,0,0,28.20874,0,28.20874,0,0,1,0,1,0,0,0,0,0,0,0,28.40909,0,28.40909,24.27185,133.4951,728.1554,218.4466,813.1069,2244,13.08074,0,69.32063,1450.453,1519.774,0,0,0,230.1222,2162.534,2392.656,0,0,44,30.7,.1
36029,,,,,,,,,.3629865,.3616831,.416626,.3957795,.4311474,.4514101,.5441759,0,29.67877,0,0,0,0,.872905,0,.872905,0,16.5852,1362.845,0,49.73887,0,0,0,4.973887,29.84332,29.84332,392.9371,0,14.92166,0,0,0,4.973887,24.86944,19.89555,54.71276,84.55608,19.89555,44.76498,.872905,.872905,1.74581,17.4581,18.33101,1,1,2,20,21,0,0,0,17.89869,17.89869,.9295581,.9295581,1.859116,17.6616,18.59116,27.81623,73.82999,598.9589,130.8923,656.0211,94498,13.08076,0,161.6982,143.7279,305.4261,.4352415,.4352415,1.149076,298.6644,319.4545,619.2679,1,0,36,67.2,6.9
27051,,,,,,,,,.5579723,.5223497,.5828053,,.6129474,.5567734,.6417195,0,20.83768,0,0,0,0,0,0,0,0,20.83768,963.3911,0,0,0,0,0,0,96.33911,96.33911,385.3564,0,0,0,0,0,0,96.33911,96.33911,0,96.33911,0,96.33911,0,0,0,20.83768,20.83768,0,0,0,1,1,,,,,,0,0,0,21.26755,21.26755,16.76633,114.5699,860.6718,237.5231,983.6249,7913,13.1137,0,203.5657,901.2811,1104.847,0,0,0,332.8447,1551.723,1884.568,0,0,27,50.8,0
33047,,,,,,,,,.4725213,.4448655,.5170488,.4614391,.4978413,.4425236,.4862125,0,25.67966,0,0,.8559885,0,0,0,.8559885,0,12.83983,1206.716,0,4.769627,0,0,0,4.769627,9.539254,19.07851,271.8687,0,4.769627,0,0,0,0,4.769627,14.30888,9.539254,19.07851,4.769627,9.539254,.8559885,.8559885,1.711977,13.69582,14.5518,1,1,2,16,17,0,0,0,20.2061,20.2061,.9050674,.9050674,1.810135,13.57601,14.48108,47.45396,145.5319,1062.527,202.8801,1119.875,152725,13.1257,.8724119,271.1544,1874.417,2145.572,1.015598,1.015598,1.015598,487.6521,2765.562,3254.229,1,1,33,86.4,1.4
39004,26045.55,.7530617,.193938,.0806205,.1898516,21.4919,20.30957,24.23987,.4547448,.4427305,.4572686,.4426681,.4682897,.4644129,.4646432,0,30.98757,0,0,0,0,0,0,0,.6197515,12.39503,1289.984,0,13.98357,0,0,0,10.48768,62.92606,31.46303,286.6632,0,6.991785,0,0,0,10.48768,45.4466,20.97535,24.47124,87.39731,17.47946,62.92606,0,.6197515,.6197515,13.01478,13.01478,0,1,1,21,21,0,8.34446,8.34446,58.41122,58.41122,0,0,0,9.406769,9.406769,44.99458,106.733,975.2021,170.3155,1038.785,209343,13.14478,.1464365,116.3511,160.7273,277.0784,.6258577,.6258577,.6258577,359.0414,180.6752,540.3424,1,1,39,70.9,5.4
48018,,,,,,,,,.483948,.4640919,.5662132,,.6616895,.6245724,.7398459,0,31.78421,0,0,0,0,0,.8590328,1.718066,.8590328,14.60356,1332.168,0,12.48907,0,0,0,4.163024,54.11931,29.14117,437.1175,0,4.163024,0,0,0,4.163024,45.79326,29.14117,16.6521,70.77141,8.326048,54.11931,.8590328,1.718066,3.436131,16.32162,18.03969,1,2,4,19,21,0,0,0,84.35259,84.35259,.9330447,1.866089,3.732179,15.86176,17.72785,26.54471,98.57793,741.3809,167.6877,810.4907,85377,13.15075,.9340227,196.1799,1678.811,1874.99,.9928046,.9928046,.9928046,354.9035,2113.847,2469.743,1,1,48,47.9,1.5
23081,,,,,,,,,.3980043,.4190421,.6093343,.6500856,.706847,.7381793,.7543731,0,24.85218,0,0,0,0,1.553261,0,0,.5177538,11.90834,1157.923,0,17.13628,2.44804,0,0,22.03236,24.4804,31.82452,330.4854,0,7.344121,0,0,0,12.2402,17.13628,29.37648,41.61669,66.09709,19.58432,36.7206,1.553261,2.071015,2.071015,13.97935,13.97935,3,4,4,27,27,3.782434,3.782434,3.782434,22.69461,22.69461,.6177492,1.235498,1.235498,12.35498,12.35498,30.15248,80.38394,543.6295,147.9037,611.1493,172868,13.15553,.9557759,304.243,624.3713,928.6144,.5424963,2.59074,3.192313,547.5562,509.3277,1060.076,1,1,23,70.5,6.8
36009,,,,,,,,,.3790511,.3747099,.4296551,.4456538,.4715018,.4895914,.59736,0,33.21972,0,.4550647,0,0,.4550647,.9101293,1.365194,.4550647,12.28675,1307.795,0,23.73493,0,2.373493,0,11.86746,47.46986,40.34938,332.289,0,18.98794,0,2.373493,0,11.86746,37.97588,30.85541,37.97588,85.44574,33.2289,71.20478,1.820259,2.275323,3.640517,14.56207,15.92726,4,5,8,32,35,15.9821,15.9821,15.9821,39.95525,39.95525,.9710577,1.456586,2.913173,12.62375,14.08034,36.14133,103.8729,804.0778,178.498,878.703,199259,13.15817,.800992,230.0576,183.6202,413.6779,.9785285,.9785285,.9785285,308.583,200.2599,509.8214,1,1,36,76.4,5.2
36078,,,,,,,,,.4216933,.415016,.462617,.4682882,.4816944,.5267329,.5770684,0,33.18114,0,0,0,0,0,.4673399,.9346799,1.40202,16.82424,1299.039,0,20.78462,0,0,0,10.39231,25.98077,28.57885,337.7501,0,0,0,0,0,7.794232,23.3827,25.98077,31.17693,57.1577,7.794232,31.17693,.4673399,1.86936,2.804039,18.6936,19.62828,1,4,6,40,42,6.466632,6.466632,6.466632,51.73306,51.73306,0,1.519865,2.533108,16.21189,17.22513,39.00517,97.31725,891.8357,165.7394,960.2578,209609,13.19107,.2886331,161.974,250.0389,412.0128,.3248789,.3248789,.3248789,272.2132,177.7911,450.3292,1,1,36,67,5.6
36057,,,,,,,,,.3951725,.3987178,.3980431,.4011545,.4275078,.4522542,.52586,0,32.98341,0,0,0,0,.2036013,.2036013,1.018006,.4072026,14.45569,1492.288,0,18.75782,0,0,1.042101,11.46311,50.02084,21.88412,456.4402,0,11.46311,0,0,0,7.294706,42.72614,21.88412,31.26303,81.28387,18.75782,61.48395,.4072026,.8144052,1.832412,15.2701,16.2881,2,4,9,75,80,0,1.041005,4.164021,21.86111,24.98413,.5112331,.7668496,1.278083,13.80329,14.31453,36.50457,97.82788,816.8887,171.8472,890.9081,527451,13.20113,1.768957,222.6745,1062.811,1285.485,2.103117,2.137135,2.137135,383.1357,1276.101,1661.374,1,1,36,90.2,11.7
5042,,,,,,,,,.4138519,.4303885,.5558292,,.5655748,.5748135,.6355723,0,29.93102,0,0,.4676722,0,0,0,3.741377,.4676722,15.43318,1043.146,2.21946,19.97514,0,2.21946,0,15.53622,44.38921,33.2919,350.6747,2.21946,6.658381,0,2.21946,0,11.0973,28.85298,33.2919,39.95028,84.33949,22.1946,51.04758,.4676722,.9353443,4.676722,16.36853,20.1099,1,2,10,35,43,0,0,0,13.33156,13.33156,.5056839,1.011368,5.056839,17.19325,21.23872,26.55895,96.38327,749.0051,176.4885,829.1104,170529,13.20701,.4656028,213.7752,961.4705,1175.246,.6847656,.6847656,.6847656,395.0568,1072.22,1467.962,1,1,5,67.9,1.6
13003,,,,,,,,,.543295,.5432567,.5618199,,.7871647,.7807088,.7358812,0,27.28338,0,0,0,0,0,1.604905,0,0,16.04905,1129.802,0,18.83003,0,0,0,0,50.21341,25.1067,401.7072,0,6.276676,0,0,0,0,25.1067,18.83003,18.83003,69.04343,6.276676,31.38338,1.604905,1.604905,1.604905,17.65395,17.65395,1,1,1,11,11,0,0,0,0,0,1.668669,1.668669,1.668669,16.68669,16.68669,34.48811,110.6494,707.0063,215.8381,812.195,49733,13.21138,3.221839,193.7808,470.7083,664.4891,2.202107,6.691954,6.691954,367.5527,380.8123,755.0569,1,1,13,79.4,1
13031,,,,,,,,,.5686579,.5546936,.5319369,,.674166,.716059,.6930437,0,28.44141,0,0,0,0,0,0,0,0,0,1813.785,0,0,0,0,0,0,120.919,0,725.5139,0,0,0,0,0,0,120.919,0,0,120.919,0,120.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.69583,185.6528,891.1332,300.7574,1006.238,4533,13.21596,0,243.3954,760.6129,1004.008,0,0,0,492.5886,987.3132,1479.902,0,0,13,0,0
36028,,,,,,,,,,,.447322,.4621846,.5056767,.550185,.6345332,0,31.36718,0,0,0,0,1.425781,0,0,0,9.980467,1023.949,0,16.92477,0,8.462384,0,8.462384,25.38715,8.462384,270.7963,0,0,0,8.462384,0,8.462384,25.38715,8.462384,33.84954,59.23669,16.92477,42.31192,1.425781,1.425781,1.425781,11.40625,11.40625,1,1,1,8,8,0,0,0,0,0,1.450916,1.450916,1.450916,11.60732,11.60732,26.53375,75.02647,643.6723,130.6101,699.2559,48114,13.24989,0,83.95081,116.556,200.5069,0,0,0,156.255,223.2723,379.5273,0,0,36,9.3,2.2
7008,,,,,,,,,.4826954,.4747915,.5515944,.5403538,.5679584,.5425309,.5861918,0,39.8446,0,0,0,0,0,0,1.245144,0,21.16745,1298.149,0,14.18742,0,0,0,7.093708,28.37483,49.65596,368.8728,0,7.093708,0,0,0,7.093708,14.18742,42.56225,21.28112,49.65596,14.18742,28.37483,0,0,1.245144,21.16745,22.41259,0,0,1,17,18,0,0,0,0,0,0,0,1.265246,21.50919,22.77443,40.34221,133.025,942.3036,202.4066,1011.685,68500,13.25563,1.014258,202.4257,148.9514,351.3772,1.327575,1.327575,1.327575,529.2538,163.2433,693.8248,1,1,7,41.2,.4
27056,,,,,,,,,.463825,.4764156,.5807112,,.7102453,.6340953,.7745373,0,28.87114,0,0,0,0,0,0,2.138603,1.069301,12.83162,1243.581,0,25.1737,0,0,0,25.1737,60.41688,20.13896,382.6402,0,10.06948,0,0,0,15.10422,50.3474,15.10422,50.3474,110.7643,25.1737,75.5211,0,1.069301,3.207904,13.90092,16.03952,0,1,3,13,15,0,0,0,0,0,0,1.111247,3.333741,14.44621,16.6687,27.45367,96.24208,664.2863,182.459,750.5032,80219,13.2699,1.256081,306.6337,443.0492,749.6829,3.870683,3.870683,3.870683,387.2767,548.0963,939.2437,1,1,27,0,0
27056,,,,,,,,,.463825,.4764156,.5807112,,.7102453,.6340953,.7745373,0,28.87114,0,0,0,0,0,0,2.138603,1.069301,12.83162,1243.581,0,25.1737,0,0,0,25.1737,60.41688,20.13896,382.6402,0,10.06948,0,0,0,15.10422,50.3474,15.10422,50.3474,110.7643,25.1737,75.5211,0,1.069301,3.207904,13.90092,16.03952,0,1,3,13,15,0,0,0,0,0,0,1.111247,3.333741,14.44621,16.6687,27.45367,96.24208,664.2863,182.459,750.5032,80219,13.2699,1.256081,306.6337,443.0492,749.6829,3.870683,3.870683,3.870683,387.2767,548.0963,939.2437,1,1,27,82.7,.3
15041,2342.879,.8001917,.2000479,.0800192,.2400575,26.21927,23.69253,25.35327,.5260558,.4589453,.5340214,.5376689,.5943603,.6461121,.6303281,0,24.95667,0,0,0,0,0,0,0,0,11.09185,1022.81,0,16.23508,0,0,0,40.58771,40.58771,32.47017,292.2315,0,16.23508,0,0,0,24.35263,32.47017,32.47017,56.8228,97.41051,40.58771,73.05788,0,0,0,11.09185,11.09185,0,0,0,8,8,0,0,0,0,0,0,0,0,11.1657,11.1657,40.46222,101.7207,789.3523,170.8907,858.5223,44202,13.3531,0,164.6076,133.1862,297.7939,0,0,0,275.3253,192.935,468.2603,0,0,15,54.2,.8
30009,,,,,,,,,.5245275,.5360849,.545754,.5228664,.6153541,.6609163,.7433658,0,32.31117,0,0,0,0,0,0,1.538627,3.077255,18.46353,1399.969,7.821054,15.64211,0,0,0,15.64211,31.28422,31.28422,406.6948,7.821054,7.821054,0,0,0,7.821054,23.46316,31.28422,39.10527,70.38949,23.46316,46.92633,0,3.077255,4.615882,21.54078,23.07941,0,2,3,14,15,0,0,0,0,0,0,3.110178,4.665267,21.77125,23.32634,42.85473,113.9408,858.9226,170.8096,915.7914,59377,13.39541,1.073107,226.918,211.1009,438.0189,.6918828,.6918828,.6918828,399.0777,308.8951,708.6647,1,1,30,80.7,.1
48031,13595.01,.7902068,.0278724,0,.0557447,26.55225,22.97921,26.4581,.4194981,.4103289,.5351347,,.556199,.5475237,.6391214,0,23.4375,0,0,.3551136,0,.3551136,0,0,.7102273,12.78409,1123.323,0,20.52584,0,0,0,5.597955,18.65985,29.85576,417.9806,0,14.92788,0,0,0,3.73197,11.19591,26.12379,26.12379,44.78364,18.65985,29.85576,.7102273,1.420455,1.420455,14.20455,14.20455,2,4,4,40,40,0,0,0,0,0,.7424676,1.484935,1.484935,14.47812,14.47812,27.10629,94.33601,665.4058,166.3132,737.3829,172802,13.39963,.677736,289.7138,251.8453,541.5591,.6948906,.6948906,.6948906,351.0092,386.7879,738.492,1,1,48,56,.3
36047,37080.22,.7893708,.3054448,.0376071,.4711064,21.35282,18.00284,21.57323,.3846085,.386306,.4437302,.4248471,.4428464,.4851797,.5862375,0,25.75582,0,.7575241,.3787621,0,0,.7575241,0,.3787621,14.39296,1587.601,0,27.22798,0,2.09446,0,16.75568,20.9446,48.17258,402.1364,0,10.4723,0,2.09446,0,8.377841,8.377841,39.79474,46.07813,67.02273,20.9446,29.32244,1.89381,2.272572,2.272572,16.66553,16.66553,5,6,6,44,44,4.374453,4.374453,4.374453,30.62117,30.62117,1.670425,2.088032,2.088032,15.45143,15.45143,40.92703,96.48859,744.748,164.5763,812.8357,217313,13.44151,.0454363,149.3194,169.1073,318.4267,1.724789,1.724789,1.724789,276.5974,215.7101,494.0322,1,1,36,78.9,5.6
2002,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9864,13.45054,0,0,0,0,0,0,0,47.20864,9481.524,9528.732,0,0,2,,
16029,,,,,,,,,,,,,.4859521,.522647,.5253927,0,15.36964,0,0,0,0,0,0,0,0,12.80803,1070.807,0,13.38509,0,0,0,26.77018,26.77018,13.38509,321.2421,0,0,0,0,0,26.77018,26.77018,13.38509,40.15527,66.92545,26.77018,53.54036,0,0,0,12.80803,12.80803,0,0,0,5,5,0,0,0,0,0,0,0,0,13.37041,13.37041,54.93719,171.1377,1085.093,236.3964,1150.351,45085,13.48825,4.450215,259.8612,2418.457,2678.318,4.720318,4.720318,4.720318,375.1494,1549.852,1929.722,1,1,16,78.4,1.1
15079,238.9481,1,0,0,0,56.938,39.36,41.81,.5508512,.4813491,.5974784,.5978807,.578727,.5409406,.5757739,0,25.61535,0,0,0,0,0,0,0,1.164334,13.97201,1157.609,0,16.30435,0,0,0,5.434783,32.6087,38.04348,407.6087,0,5.434783,0,0,0,5.434783,27.17391,38.04348,21.73913,54.34782,10.86957,38.04348,0,1.164334,1.164334,15.13634,15.13634,0,1,1,13,13,0,0,0,0,0,0,1.200913,1.200913,15.61187,15.61187,37.29774,103.359,783.0947,170.3685,850.1042,89682,13.49443,0,224.2915,472.2538,696.5453,.7314085,.7314085,.7314085,323.7601,424.1603,748.6519,1,0,15,61.7,.7
38006,,,,,,,,,.4364328,.4349288,.5167832,,.5974697,.6500575,.6423782,0,39.68704,0,0,0,0,0,0,1.889859,0,32.1276,1271.83,0,18.98254,0,9.491268,0,47.45634,28.4738,9.491268,616.9324,0,9.491268,0,9.491268,0,9.491268,18.98254,9.491268,75.93015,104.4039,28.4738,47.45634,0,0,1.889859,32.1276,34.01746,0,0,1,17,18,0,0,0,0,0,0,0,1.962131,31.39409,33.35622,32.83165,124.3623,810.5936,228.3293,914.5605,55699,13.50988,.3568964,207.5771,394.4301,602.0073,.4600548,.4600548,.4600548,383.5576,398.1173,782.135,1,1,38,47.3,.1
28077,,,,,,,,,.2561856,.29118,.3085594,.3349818,.4071841,.4234803,.527961,0,17.00102,0,1.062564,0,0,0,0,0,1.062564,9.563074,1182.033,0,23.06406,0,0,0,5.766015,23.06406,34.59609,334.4289,0,0,0,0,0,5.766015,11.53203,34.59609,28.83007,51.89413,5.766015,17.29805,1.062564,2.125128,2.125128,11.6882,11.6882,1,2,2,11,11,0,0,0,0,0,1.130736,2.261471,2.261471,12.43809,12.43809,13.28545,41.62773,330.1434,83.69831,372.214,31510,13.51081,0,136.989,1643.901,1780.891,0,0,0,257.379,2626.161,2883.54,0,0,28,46.1,1.4
36067,249.8482,1,0,0,0,35.847,22.766,26.591,.3397925,.3471414,.4431786,.4127022,.4396749,.4679982,.5426399,0,29.80829,0,0,0,0,.8516654,0,.8516654,.8516654,11.92332,1175.199,0,23.50397,0,0,0,37.60635,32.90556,14.10238,333.7564,0,9.401588,0,0,0,32.90556,9.401588,14.10238,61.11033,94.01588,42.30715,51.70874,.8516654,1.703331,2.554996,13.62665,14.47831,1,2,3,16,17,0,0,0,0,0,.8787578,1.757516,2.636273,13.18137,14.06012,29.69406,71.23911,711.1926,136.0867,776.0402,92494,13.51594,.1774081,119.7898,272.507,392.2968,.2077573,.2077573,.2077573,242.1325,233.3791,475.7193,1,1,36,43.4,2.7
31008,,,,,,,,,.4486886,.4413456,.5051511,.5049253,.5648218,.5603454,.5962729,0,36.50364,0,0,0,0,.5703693,.5703693,1.140739,1.140739,20.53329,1340.587,0,22.66693,3.238132,3.238132,0,22.66693,64.76264,29.14319,385.3377,0,9.714396,3.238132,3.238132,0,12.95253,51.81012,22.66693,51.81012,116.5728,29.14319,80.95331,1.140739,2.281477,3.422216,22.81477,23.95551,2,4,6,40,42,6.302786,6.302786,6.302786,37.81672,37.81672,.6326951,1.898085,3.163476,21.51163,22.77703,46.5473,101.6339,823.3681,163.083,884.8173,135336,13.58724,0,194.8116,170.1107,364.9224,0,.0492237,.0492237,327.4575,230.3791,557.8858,1,0,31,68.1,9.1
38018,3814.908,.5263158,.0526316,0,.1052632,27.72132,22.274,26.59763,.4326783,.4204634,.5114252,,.6460887,.6916895,.7021851,0,58.16997,0,0,0,0,0,0,1.938999,1.938999,31.02398,1596.63,0,19.59056,0,0,0,19.59056,58.77167,48.97639,607.3073,0,9.795279,0,0,0,9.795279,39.18111,39.18111,39.18111,97.95279,19.59056,58.77167,0,1.938999,3.877998,32.96298,34.90198,0,1,2,17,18,0,0,0,0,0,0,2.076627,4.153255,35.30267,37.3793,31.11885,115.2238,787.5032,230.728,903.0074,47558,13.5947,0,173.8536,724.0705,897.9241,0,0,0,328.6568,607.3509,936.0077,0,0,38,58.5,1
