oldcode,total_pop_00,pop18_24_00,pop25_34_00,pop35_44_00,pop45_64_00,pop65plus_00,hsplus_18_24_00,somecollege_18_24_00,collegeplus_18_24_00,hsplus_25_34_00,somecollege_25_34_00,collegeplus_25_34_00,hsplus_35_44_00,somecollege_35_44_00,collegeplus_35_44_00,hsplus_45_64_00,somecollege_45_64_00,collegeplus_45_64_00,hsplus_65plus_00,somecollege_65plus_00,collegeplus_65plus_00,pcthsplus_18_24_00,pctsomecollege_18_24_00,pctcollegeplus_18_24_00,pcthsplus_25_34_00,pctsomecollege_25_34_00,pctcollegeplus_25_34_00,pcthsplus_35_44_00,pctsomecollege_35_44_00,pctcollegeplus_35_44_00,pcthsplus_45_64_00,pctsomecollege_45_64_00,pctcollegeplus_45_64_00,pcthsplus_65plus_00,pctsomecollege_65plus_00,pctcollegeplus_65plus_00,povrate60
1001,43671,3856,5703,7601,9843,4442,2441,1342,133,4751,2974,1155,6413,3886,1653,7885,4431,1690,2668,1094,474,.6330394,.348029,.0344917,.8330703,.5214799,.202525,.8437048,.5112485,.2174714,.8010769,.4501676,.1716956,.6006303,.2462855,.1067087,52.95928
1002,140415,10748,17282,22203,34851,21674,6775,3665,445,14593,9478,3883,18918,12263,5445,29573,19413,8499,15668,9170,4319,.6303498,.3409937,.0414031,.8444046,.5484319,.2246846,.852047,.5523127,.2452371,.8485553,.5570285,.2438667,.7228938,.4230876,.199271,41.67101
1003,29038,3006,3989,4621,6371,3915,1488,647,60,2787,1407,359,3442,1588,524,4359,2290,884,1629,808,301,.49501,.2152362,.0199601,.6986713,.35272,.0899975,.7448604,.3436486,.1133954,.684194,.3594412,.1387537,.4160919,.2063857,.0768838,65.64565
1004,20826,2126,3095,3252,4779,2414,1320,497,40,2243,1157,326,2166,876,208,3155,1267,262,992,418,166,.6208843,.2337723,.0188147,.7247173,.3738288,.1053312,.6660517,.2693727,.0639606,.66018,.2651182,.0548232,.4109362,.1731566,.0687655,56.27055
1005,51024,4570,7151,7779,12310,6462,2751,1596,174,5573,3168,739,6139,3252,831,9091,4166,1336,2939,1020,329,.6019694,.3492341,.0380744,.7793316,.4430149,.1033422,.789176,.4180486,.1068261,.7385053,.3384241,.1085296,.4548128,.1578459,.050913,45.62446
1006,11714,1233,1718,1871,2468,1513,561,213,23,1177,447,85,1215,514,108,1591,711,259,595,239,134,.4549878,.1727494,.0186537,.6850989,.2601863,.0494761,.6493853,.2747194,.0577231,.6446515,.2880875,.1049433,.3932584,.1579643,.0885658,71.88475
1007,21399,2006,2180,3206,4865,3516,1159,529,39,1612,827,223,2635,1250,394,3493,1701,485,1588,801,331,.5777667,.2637089,.0194417,.7394496,.3793578,.1022936,.8218964,.3898939,.1228946,.7179856,.3496403,.0996917,.4516496,.2278157,.0941411,63.27154
1008,112249,12467,13965,17171,27054,15825,8901,5697,537,11284,6784,2415,13822,7750,2733,21289,12369,4685,8302,3938,1432,.7139649,.4569664,.0430737,.8080201,.4857859,.1729323,.8049619,.4513424,.1591637,.7869077,.4571967,.1731722,.524613,.2488468,.0904897,34.06308
1009,36583,3369,4773,5238,8597,5889,2021,911,68,3815,1970,491,3671,1921,486,5665,2853,964,2568,1112,398,.5998813,.2704067,.020184,.7992877,.4127383,.1028703,.70084,.366743,.0927835,.6589508,.3318599,.1121321,.4360673,.1888266,.0675836,42.77838
1010,23988,1985,3110,3560,6320,3835,1143,509,123,2212,1085,343,2471,991,306,4209,1956,633,1795,790,354,.5758187,.2564232,.0619647,.711254,.3488746,.1102894,.6941011,.2783708,.0859551,.665981,.3094937,.1001582,.4680574,.2059974,.0923077,47.20592
1011,39593,3775,5547,5976,9298,5081,2231,963,106,4010,2055,664,4440,1978,564,6419,2789,1001,2276,1059,345,.5909934,.2550993,.0280795,.7229133,.3704705,.1197043,.7429719,.3309906,.0943775,.6903635,.299957,.1076576,.4479433,.2084235,.0679,52.22901
1012,15922,1317,1940,2331,4004,2294,831,427,12,1536,795,213,1764,863,224,2665,1173,419,900,364,157,.6309795,.3242217,.0091116,.7917526,.4097938,.1097938,.7567568,.3702274,.0960961,.6655844,.292957,.1046454,.3923278,.1586748,.0684394,62.10922
1013,27867,2541,3509,4296,6155,3742,1622,658,63,2960,1605,478,3429,1479,494,4502,2118,842,1646,668,323,.6383314,.2589532,.0247934,.8435452,.4573953,.1362211,.7981843,.3442737,.1149907,.7314379,.3441105,.1367994,.4398717,.1785142,.0863175,58.46618
1014,14254,1166,1804,2057,3528,2378,706,335,42,1445,696,154,1526,613,191,2350,1027,296,1124,419,122,.6054888,.287307,.0360206,.8009978,.3858093,.0853659,.7418571,.2980068,.0928537,.6660998,.2910998,.0839002,.4726661,.1761985,.0513036,49.76548
1015,14123,1301,1902,2111,3573,1947,790,407,51,1467,689,244,1397,574,140,2368,1035,360,765,282,135,.6072252,.3128363,.0392006,.7712934,.3622503,.128286,.6617717,.2719091,.0663193,.6627484,.2896726,.1007557,.3929122,.1448382,.0693374,52.19971
1016,43615,4273,5614,6658,10384,6229,2785,1523,335,4616,3149,1224,5289,3572,1486,8097,5177,2100,3128,1661,764,.6517669,.3564241,.0783992,.8222302,.5609191,.2180264,.7943827,.5364975,.2231901,.7797573,.4985555,.2022342,.5021673,.266656,.1226521,50.68407
1017,54984,4782,6893,8312,13701,8478,3037,1703,83,5475,3430,995,6797,3872,1410,10321,5481,2053,4819,1964,815,.6350899,.3561271,.0173568,.794284,.4976063,.1443493,.8177334,.4658325,.1696343,.7533027,.4000438,.1498431,.5684124,.2316584,.0961312,35.32662
1018,14089,1286,1562,2005,3434,2229,784,357,8,1243,702,224,1480,705,193,2498,897,253,1025,424,181,.6096423,.277605,.0062208,.7957746,.4494238,.1434059,.7381546,.3516209,.0962593,.7274316,.2612114,.073675,.4598475,.1902198,.0812023,62.96134
1019,12202,1137,1591,1941,2989,1734,685,274,10,1187,513,130,1378,546,145,2085,885,256,774,316,132,.6024626,.2409851,.0087951,.7460716,.3224387,.0817096,.7099434,.2812983,.0747038,.6975577,.2960857,.0856474,.4463668,.1822376,.0761246,51.69877
1020,37631,3302,4186,5583,9216,6720,2129,1175,69,3317,1856,525,4488,2383,802,6713,3581,1270,3072,1297,545,.6447607,.3558449,.0208964,.7924032,.4433827,.1254181,.8038689,.4268315,.1436504,.7284071,.3885634,.1378038,.4571429,.1930059,.0811012,46.30926
1021,13665,1087,1602,1979,3321,2366,678,351,48,1224,641,191,1332,629,189,2010,1082,399,1002,527,260,.6237351,.3229071,.0441582,.7640449,.4001248,.119226,.6730672,.3178373,.0955028,.6052394,.3258055,.1201445,.4234996,.2227388,.1098901,64.90812
1022,77483,7560,10207,11669,18590,11321,4903,2906,308,8263,5169,1441,9539,5373,1447,13792,7137,2514,4871,2202,760,.648545,.3843915,.0407407,.8095425,.5064172,.1411776,.8174651,.4604508,.1240038,.7419043,.3839161,.135234,.4302624,.1945058,.0671319,48.08134
1023,49129,5000,7297,7707,10620,5766,3441,1724,209,6285,4497,1222,6414,4198,1083,8439,4926,1531,3276,1634,562,.6882,.3448,.0418,.8613129,.6162807,.1674661,.8322304,.5446996,.1405216,.7946328,.4638418,.144162,.5681581,.2833854,.0974679,40.67883
1024,46365,4736,5183,6838,10287,6434,2753,1428,111,4172,2220,578,5354,2900,932,7386,3841,1702,3306,1611,792,.5812922,.3015203,.0234375,.8049392,.4283234,.1115184,.7829775,.4241006,.1362972,.7179936,.3733839,.1654515,.5138327,.2503886,.123096,58.20935
1025,64452,6196,9254,9804,14799,8883,3564,1695,162,6503,3323,741,7318,3251,885,10048,4617,1454,3402,1531,448,.5752098,.2735636,.0261459,.7027231,.359088,.0800735,.74643,.3315994,.0902693,.6789648,.3119805,.0982499,.3829787,.1723517,.0504334,49.62872
1026,65874,6352,9776,11278,14955,7168,3681,1783,172,7603,4594,1562,9438,5438,1996,12229,7003,2953,4228,1887,662,.5795025,.280699,.0270781,.7777209,.4699264,.1597791,.8368505,.4821777,.1769817,.8177198,.4682715,.197459,.5898438,.2632534,.0923549,47.93242
1027,38440,3967,5214,6071,9063,5162,2107,1080,70,3752,2085,428,4598,2379,732,6600,3152,1095,2530,1004,438,.5311319,.272246,.0176456,.7196011,.3998849,.0820867,.7573711,.391863,.1205732,.7282357,.3477877,.1208209,.4901201,.1944983,.0848508,47.24581
1028,103459,9601,13373,14974,24895,16587,6016,3434,335,10667,6815,2013,12550,7009,1979,19902,11364,3885,8595,3995,1495,.6266014,.3576711,.0348922,.797652,.5096089,.1505272,.8381194,.468078,.1321624,.7994376,.4564772,.1560554,.5181769,.2408513,.0901308,35.82675
1029,18495,1598,2227,2734,4625,2993,1077,591,44,1704,970,180,2022,1063,353,3186,1384,439,1402,493,185,.6739675,.3698373,.0275344,.7651549,.4355635,.0808262,.7395757,.3888076,.1291149,.6888649,.2992432,.0949189,.4684263,.1647177,.0618109,52.51355
1030,31223,3102,4438,4452,7328,4642,1721,968,84,3047,1797,425,3290,1676,433,4682,2420,918,1937,700,245,.5548034,.3120568,.0270793,.6865705,.4049121,.0957639,.7389937,.37646,.0972597,.6389192,.3302402,.1252729,.417277,.1507971,.052779,49.874
1031,25764,2119,3101,3770,6522,4195,1350,553,26,2460,1361,326,2764,1510,353,4511,2420,651,1807,625,196,.6370929,.2609721,.0122699,.7932925,.4388907,.1051274,.7331565,.4005305,.0936339,.691659,.3710518,.099816,.4307509,.1489869,.0467223,53.8095
1032,9974,916,1091,1477,2137,1499,491,194,28,935,441,88,1192,532,169,1352,585,250,543,299,145,.5360262,.2117904,.0305677,.8570119,.4042163,.0806599,.8070413,.3601896,.1144211,.6326626,.2737482,.1169864,.3622415,.1994663,.0967312,77.78582
1033,17185,1643,2054,2585,3619,2333,860,436,17,1700,769,156,2013,879,208,2289,1103,328,906,354,166,.5234327,.2653682,.0103469,.8276533,.3743914,.0759494,.7787234,.3400387,.0804642,.6324952,.3047803,.0906328,.3883412,.151736,.071153,70.75676
1034,16310,1489,1888,2206,4228,2645,869,467,39,1515,862,279,1653,960,359,2965,1751,685,1180,548,222,.5836132,.3136333,.0261921,.8024364,.4565678,.1477754,.74932,.4351768,.162738,.7012772,.4141438,.1620151,.4461248,.2071834,.0839319,64.05679
1035,88787,7621,11663,14234,20668,12106,4825,2561,372,9792,6412,2375,11760,7331,2751,16493,9956,4379,6855,3392,1312,.633119,.3360451,.0488125,.8395782,.5497728,.2036354,.8261908,.5150344,.1932696,.7979969,.4817109,.2118734,.5662481,.2801916,.108376,46.03269
1036,53926,4774,7525,8017,13720,7173,3130,1399,131,5697,2997,832,6100,2864,1010,9665,4601,1458,2967,1260,498,.6556347,.2930457,.0274403,.7570764,.3982724,.1105648,.7608832,.3572409,.1259823,.7044461,.3353499,.1062682,.4136344,.1756587,.069427,52.10014
1037,662047,68166,92237,104876,146326,90719,47439,30461,6427,80842,59869,29123,91363,62491,27851,124334,80505,37765,54669,27110,12094,.6959335,.446865,.0942845,.8764595,.6490779,.315741,.8711526,.5958561,.2655612,.8497055,.5501756,.2580881,.6026191,.2988349,.1333128,30.84088
1038,15904,1515,2013,2450,3772,2523,1001,487,55,1591,736,174,1800,806,215,2565,1011,300,1043,410,149,.6607261,.3214521,.0363036,.7903627,.3656234,.0864381,.7346939,.3289796,.0877551,.6800106,.2680276,.0795334,.4133967,.162505,.0590567,46.94554
1039,87966,9510,11378,13387,20856,13273,6824,4870,440,9594,5899,2272,11163,6405,2704,16687,8923,4057,7535,3647,1848,.7175605,.5120925,.0462671,.8432062,.5184567,.1996836,.8338687,.4784493,.201987,.8001055,.4278385,.1945244,.5676938,.2747683,.13923,35.30011
1040,34803,3270,4879,5568,8249,4198,2036,996,77,3739,1678,443,4097,1702,447,5461,2032,629,1725,581,204,.6226299,.3045872,.0235474,.7663456,.3439229,.0907973,.7358118,.3056753,.0802802,.6620196,.2463329,.0762517,.41091,.1383992,.0485946,56.77119
1041,115092,28528,16460,15886,20461,9363,23865,20113,1958,14377,10509,4815,13853,9286,4274,16732,10837,6155,5651,3405,2107,.8365465,.7050266,.0686343,.8734508,.6384569,.2925273,.8720257,.5845398,.2690419,.8177509,.5296417,.3008162,.6035458,.3636655,.2250347,42.51073
1042,65676,6328,9568,11508,15013,7367,4040,2092,192,7544,4753,1737,9414,5484,2321,11519,6115,2515,3898,1921,776,.6384324,.3305942,.0303413,.7884616,.49676,.1815426,.8180396,.4765381,.2016858,.7672684,.4073137,.1675215,.5291163,.2607574,.1053346,49.06786
1043,13473,1327,1583,2028,2905,1667,773,260,28,1232,536,158,1506,790,267,1861,845,287,659,356,189,.582517,.1959307,.0211002,.7782691,.3385976,.0998105,.7426035,.3895464,.1316568,.6406196,.2908778,.0987952,.3953209,.2135573,.1133773,76.94733
1044,24105,4429,2617,2923,5031,3384,3368,2600,211,2109,1450,541,2260,1448,496,3680,2345,997,1718,1038,583,.7604426,.5870399,.0476406,.8058846,.5540695,.2067253,.7731782,.4953814,.1696887,.7314649,.4661101,.1981713,.5076832,.3067376,.1722813,60.51723
1045,276700,27606,37986,49700,62772,29931,20162,13600,1912,33578,25975,12990,44573,34276,19269,54716,40566,22455,21214,13673,7100,.7303485,.4926465,.0692603,.8839573,.6838046,.3419681,.896841,.6896579,.3877062,.8716625,.6462436,.3577232,.7087635,.4568174,.2372123,29.39149
1046,22539,1973,2785,3207,4994,3340,1253,573,78,2282,1139,308,2612,1269,391,3718,1781,702,1694,766,331,.6350735,.2904207,.0395337,.8193896,.4089767,.1105925,.8144683,.3956969,.1219208,.7444934,.3566279,.1405687,.5071856,.2293413,.0991018,63.18445
1047,31214,2782,4142,4666,7879,4924,1708,846,52,3148,1653,366,3488,1707,390,5093,2399,647,1920,783,316,.6139468,.3040978,.0186916,.7600193,.3990826,.0883631,.7475353,.365838,.0835834,.6464018,.3044803,.082117,.3899269,.1590171,.0641755,52.7599
1048,82231,7378,11193,12742,19296,11730,4010,2181,215,8294,4964,1585,9733,5652,2083,14435,7943,2835,5654,2799,1136,.5435078,.2956086,.0291407,.7409989,.4434915,.1416064,.7638518,.4435724,.1634751,.7480825,.4116397,.1469216,.4820119,.2386189,.0968457,41.13768
1049,399843,42557,52364,62606,87099,48053,27725,15735,2123,43124,28664,11464,51350,29436,11588,69603,40426,17792,27822,13551,5781,.6514792,.3697394,.049886,.8235429,.547399,.218929,.8202089,.4701786,.1850941,.7991251,.4641385,.2042733,.5789857,.2820011,.1203047,31.98251
1050,24324,2236,2996,3582,5417,3383,1341,610,27,2325,1168,358,2772,1450,472,3779,1909,783,1563,627,200,.5997317,.2728086,.0120751,.7760347,.3898531,.1194927,.7738693,.4048018,.13177,.6976186,.3524091,.1445449,.462016,.1853385,.0591191,62.36896
1051,223510,26408,33081,35021,46836,26404,17793,11406,1855,28238,20968,9517,30159,21343,10667,38414,27170,15216,16626,9546,4894,.6737731,.4319146,.0702439,.8536018,.6338382,.2876878,.861169,.6094344,.3045887,.8201811,.5801093,.3248783,.6296773,.3615361,.1853507,36.75657
1052,111064,10251,14801,18521,26359,13650,6277,3349,402,11827,7667,2803,15196,9431,3950,20971,12608,4972,7990,4026,1765,.6123305,.3266998,.0392157,.7990676,.5180055,.1893791,.820474,.5092058,.2132714,.7955917,.4783186,.1886263,.585348,.2949451,.129304,36.46137
1053,11861,1478,1277,1518,2391,1792,933,492,34,963,562,114,1083,519,108,1492,739,303,815,414,176,.6312584,.3328823,.0230041,.7541112,.440094,.0892717,.7134387,.3418972,.0711462,.6240067,.3090757,.1267252,.4547991,.2310268,.0982143,75.13681
1054,20949,1809,2469,3167,4718,3182,1103,599,49,1941,1048,300,2632,1239,316,3444,1460,479,1411,571,228,.6097291,.3311222,.0270868,.7861483,.4244633,.1215067,.8310704,.391222,.099779,.7299703,.3094532,.1015261,.4434318,.1794469,.071653,58.91557
1055,29605,5038,3687,4023,6297,3696,3822,2886,406,2841,1892,769,3133,1663,725,4517,2477,1227,1740,887,543,.7586344,.5728464,.0805875,.7705452,.5131543,.2085707,.7787721,.4133731,.1802138,.7173257,.3933619,.1948547,.4707792,.2399892,.1469156,61.9207
1056,22380,2167,2704,3383,5150,3525,1357,734,22,1925,976,264,2371,1158,371,3376,1676,559,1472,611,285,.6262113,.3387171,.0101523,.7119083,.3609467,.0976331,.7008572,.3422997,.109666,.655534,.3254369,.1085437,.4175887,.1733333,.0808511,50.72083
1057,49756,4766,6834,7571,11191,6511,2975,1413,120,5436,3141,914,5720,2924,586,7684,3820,1282,2518,879,328,.6242132,.296475,.0251783,.7954346,.4596137,.133743,.7555144,.3862105,.0774006,.6866232,.3413457,.1145563,.3867301,.1350023,.0503763,49.99789
1058,64742,5553,9053,10767,15736,7545,3251,1602,134,6804,3938,1176,8314,4401,1271,11736,5935,1786,3894,1553,558,.5854493,.2884927,.0241311,.751574,.4349939,.1299017,.7721742,.408749,.1180459,.7458058,.3771606,.1134977,.5161034,.2058317,.0739563,44.42008
1059,143293,12452,23043,25603,33478,12061,8780,5964,1278,20805,16797,10364,23459,17895,10816,29603,21140,11315,7932,4296,2154,.7051076,.4789592,.1026341,.9028772,.7289416,.4497678,.9162598,.6989415,.4224505,.8842524,.6314595,.3379832,.6576569,.3561894,.1785922,45.08377
1060,14798,1862,1806,2003,2872,2050,1307,837,53,1372,766,264,1507,734,207,1984,966,408,791,469,207,.7019334,.4495167,.028464,.7596899,.4241417,.1461794,.7523714,.3664503,.103345,.6908078,.336351,.1420613,.3858536,.2287805,.1009756,73.84322
1061,80321,7588,10624,12672,19000,10764,4618,2267,251,7951,4339,1162,9651,4902,1429,13873,7115,2323,5483,2332,1037,.6085925,.2987612,.0330785,.7483999,.4084149,.109375,.7616004,.3868371,.1127683,.7301579,.3744737,.1222632,.5093831,.2166481,.0963397,45.34272
1062,41475,3283,5046,6244,10248,6835,1885,937,79,3898,2248,727,4734,2662,980,7536,3956,1568,3716,1670,737,.57417,.2854097,.0240634,.7724931,.4455014,.1440745,.7581679,.4263293,.1569507,.735363,.3860265,.1530055,.5436723,.2443306,.1078274,40.67229
1063,164875,29526,22813,23496,34224,18506,23153,17784,2367,19846,14517,6695,20022,13052,5812,27536,16641,8458,10654,5733,2839,.7841563,.6023166,.0801666,.8699426,.6363477,.293473,.852145,.5554988,.2473613,.8045816,.4862377,.2471365,.5757052,.3097914,.1534097,40.56952
1064,70713,6662,9173,10577,17757,10412,4143,2317,179,6829,3966,912,8169,4011,1124,12539,5777,1720,4669,1805,620,.6218853,.3477935,.0268688,.7444674,.4323558,.0994222,.7723362,.3792191,.1062683,.706144,.3253365,.0968632,.4484249,.1733577,.0595467,44.65673
1065,18097,1802,2227,2596,4114,2303,1246,625,23,1871,934,170,2095,832,270,3092,1122,397,1070,336,132,.6914539,.3468368,.0127636,.8401437,.4193983,.0763359,.8070108,.3204931,.1040062,.75158,.2727273,.0964998,.4646114,.1458967,.0573165,54.22368
1066,13183,1270,1528,1858,2771,1822,688,307,23,1032,502,119,1267,643,216,1706,834,314,746,358,160,.5417323,.2417323,.0181102,.6753927,.328534,.0778796,.6819161,.346071,.116254,.6156622,.3009744,.1133165,.4094402,.1964874,.0878156,78.65428
1067,24843,2004,3452,3768,6333,3525,1284,699,49,2607,1196,268,2645,1199,348,4119,1935,541,1320,506,254,.6407186,.3488024,.0244511,.7552144,.3464658,.0776362,.7019639,.318206,.0923567,.6504027,.3055424,.0854255,.3744681,.1435461,.0720567,50.54373
2001,2697,274,504,736,705,62,194,43,1,360,82,36,577,210,28,545,221,34,18,4,0,.7080292,.1569343,.0036496,.7142857,.1626984,.0714286,.7839674,.2853261,.0380435,.7730497,.3134752,.0482269,.2903226,.0645161,0,28.93401
2002,5465,310,1286,1495,1379,91,183,79,3,1070,433,171,1119,703,116,1121,720,174,28,20,8,.5903226,.2548387,.0096774,.8320373,.3367029,.1329705,.748495,.4702341,.077592,.8129079,.5221175,.1261784,.3076923,.2197802,.0879121,13.45054
2003,260283,26409,39992,49143,56942,13854,19650,10452,1087,36618,26076,9480,45158,32601,13662,52371,40572,20159,10262,6419,2939,.7440645,.3957742,.0411602,.9156331,.6520304,.2370474,.9189101,.6633905,.278005,.9197254,.7125145,.3540269,.7407247,.4633319,.2121409,15.29646
2004,16006,1716,2078,2441,2666,841,1034,203,36,1823,690,271,2018,788,265,1756,1047,497,99,73,17,.6025641,.1182984,.020979,.8772858,.3320501,.1304139,.8267103,.3228185,.1085621,.6586646,.3927232,.1864216,.117717,.0868014,.020214,12.3916
2005,1258,90,126,311,282,63,58,30,5,123,83,22,291,188,67,251,148,72,30,10,4,.6444445,.3333333,.0555556,.9761904,.6587301,.1746032,.9356913,.6045016,.2154341,.8900709,.5248227,.2553191,.4761905,.1587302,.0634921,8.492275
2006,4922,414,590,835,952,278,260,100,12,521,266,114,711,357,128,734,479,188,69,33,6,.6280193,.2415459,.0289855,.8830509,.4508474,.1932203,.851497,.4275449,.1532934,.7710084,.5031512,.197479,.2482014,.118705,.0215827,25.46012
2007,82840,10771,13576,14198,16337,3863,8321,4511,434,12858,9255,2887,13298,9455,3650,15039,11302,5542,2861,1804,889,.7725374,.4188098,.0402934,.9471126,.6817178,.2126547,.9366108,.6659389,.2570785,.9205484,.6918039,.33923,.7406161,.4669946,.230132,20.98931
2008,2392,120,246,428,731,255,85,34,8,220,147,78,398,254,102,660,444,174,198,114,41,.7083333,.2833333,.0666667,.8943089,.597561,.3170732,.9299065,.5934579,.2383178,.9028728,.6073871,.2380301,.7764706,.4470588,.1607843,22.27682
2009,30711,2517,4393,5802,7814,1890,1969,1215,151,4119,3085,1399,5460,4012,1900,7481,6094,3388,1480,979,480,.7822805,.4827175,.0599921,.937628,.7022536,.3184612,.9410548,.6914857,.3274733,.9573842,.7798823,.4335808,.7830688,.5179894,.2539683,21.14061
2010,49691,3689,5718,9090,12973,3607,2492,943,91,5196,3254,1069,8113,4984,1629,11825,8119,3164,2649,1436,500,.6755219,.2556248,.0246679,.9087093,.5690801,.1869535,.8925192,.5482948,.1792079,.9115085,.6258383,.2438912,.7344053,.3981148,.1386193,8.232191
2011,14070,1192,1655,2719,3573,1052,719,315,42,1486,968,376,2570,1715,495,3257,2308,821,754,403,122,.6031879,.2642618,.0352349,.8978852,.5848942,.2271903,.9452004,.6307466,.1820522,.9115589,.6459558,.2297789,.7167301,.3830799,.1159696,9.686411
2012,13913,1301,2020,2677,2852,638,942,457,57,1782,1090,304,2396,1471,480,2440,1629,675,375,239,76,.7240584,.3512683,.0438125,.8821782,.5396039,.1504951,.8950318,.5494957,.1793052,.85554,.5711781,.236676,.5877743,.3746082,.1191223,30.23455
2013,1823,177,182,338,357,104,91,27,7,159,55,26,302,124,40,235,139,56,12,5,0,.5141243,.1525424,.039548,.8736264,.3021978,.1428571,.8934911,.3668639,.1183432,.6582633,.3893557,.1568628,.1153846,.0480769,0,18.523
2014,59322,4840,6739,11634,13883,3465,3107,1388,94,5993,3659,997,10396,6627,1717,12627,8626,3256,2472,1385,554,.6419421,.2867769,.0194215,.8893011,.5429589,.1479448,.8935878,.5696235,.1475847,.9095296,.6213354,.2345314,.7134199,.3997114,.1598846,28.65109
2015,9196,938,1232,1471,1665,548,528,137,40,1061,433,174,1227,532,188,1263,770,347,126,71,15,.5628998,.1460554,.0426439,.8612013,.3514611,.1412338,.8341265,.3616587,.1278042,.7585586,.4624625,.2084084,.229927,.1295621,.0273723,31.10769
2016,7385,747,1000,1247,1327,309,488,113,5,832,423,150,1033,502,210,1083,682,284,58,38,16,.6532798,.1512718,.0066934,.832,.423,.15,.8283882,.4025662,.1684042,.8161266,.5139412,.2140166,.1877023,.1229773,.0517799,82.45859
2017,7208,794,1017,1007,1102,372,459,87,25,842,287,101,826,345,122,794,450,209,58,24,12,.5780857,.1095718,.0314861,.8279253,.2822025,.0993117,.8202582,.3426018,.1211519,.7205082,.4083485,.1896552,.155914,.0645161,.0322581,75.40984
2018,6146,484,727,1130,1587,353,310,90,0,638,276,110,1003,505,154,1311,720,234,240,130,40,.6404959,.1859504,0,.8775791,.3796424,.1513067,.8876106,.4469027,.1362832,.8260869,.4536862,.147448,.6798867,.3682719,.1133144,50.36776
2019,8835,1008,1104,1564,2268,672,726,420,72,1043,827,365,1429,942,413,2125,1578,765,484,317,114,.7202381,.4166667,.0714286,.9447464,.7490942,.3306159,.9136829,.6023018,.2640665,.9369488,.6957672,.3373016,.7202381,.4717262,.1696429,8.473246
2020,3436,267,401,620,1009,243,166,75,7,373,244,77,557,315,116,843,591,259,145,75,39,.6217228,.2808989,.0262172,.9301746,.6084788,.19202,.8983871,.5080645,.1870968,.8354807,.5857285,.2566898,.5967078,.308642,.1604938,65.32374
2021,6174,495,726,1004,1588,375,313,144,30,671,393,121,906,507,168,1382,875,323,247,135,61,.6323232,.2909091,.0606061,.9242424,.5413223,.1666667,.9023904,.5049801,.1673307,.8702771,.5510076,.2034005,.6586667,.36,.1626667,49.56868
2022,10195,767,1138,2002,2715,586,578,310,31,1059,720,258,1847,1185,430,2424,1670,625,373,200,54,.7535854,.4041721,.0404172,.93058,.6326889,.2267135,.9225774,.5919081,.2147852,.8928177,.6151013,.2302026,.6365188,.3412969,.0921502,75.49081
2023,7028,718,957,861,907,357,361,65,7,798,263,84,689,191,60,535,304,128,22,17,7,.5027855,.0905292,.0097493,.8338558,.2748171,.0877743,.8002323,.2218351,.0696864,.5898567,.3351709,.1411246,.0616246,.047619,.0196078,59.35649
2024,6684,361,768,1235,1705,651,232,135,15,697,393,127,1086,602,149,1538,941,381,420,216,53,.6426593,.3739612,.0415512,.9075521,.5117188,.1653646,.8793522,.4874494,.1206478,.9020528,.5519062,.2234604,.6451613,.3317972,.0814132,93.07167
2025,6551,608,702,1077,1459,469,322,66,4,637,244,123,892,408,146,1097,582,245,129,62,14,.5296053,.1085526,.0065789,.9074074,.3475783,.1752137,.8282266,.3788301,.1355617,.7518849,.3989034,.1679232,.2750533,.1321962,.0298507,
3001,69423,7068,7896,9575,12937,5809,3752,1667,99,5979,3403,806,6669,4087,969,8726,5625,1955,1677,928,380,.5308433,.2358517,.0140068,.7572188,.4309777,.102077,.6965013,.4268407,.101201,.6744995,.4347994,.151117,.28869,.1597521,.0654157,66.0539
3002,117755,12252,13793,17026,27745,17210,8275,4219,320,11586,8339,2314,14047,9748,3143,23037,16714,6291,11541,6740,2499,.6754,.3443519,.0261182,.8399913,.604582,.1677663,.8250323,.5725361,.1846,.8303118,.6024148,.2267436,.6705985,.3916328,.1452063,24.87068
3003,116320,17865,15929,18175,23892,7980,13809,10061,1534,13918,10240,4900,15592,11155,4845,20799,16339,8408,4963,3259,1605,.7729639,.5631682,.0858662,.8737523,.6428527,.307615,.8578817,.6137552,.266575,.8705425,.6838691,.351917,.6219298,.408396,.2011278,34.77553
3004,51335,3479,4586,6771,13523,10270,1826,832,30,3577,2225,376,5622,3441,743,11160,7747,2426,7137,3996,1325,.5248635,.2391492,.0086232,.7799826,.4851723,.0819887,.8303057,.5081967,.1097327,.8252606,.5728759,.1793981,.6949367,.3890944,.1290165,29.21829
3005,33489,4480,4428,4864,6082,3928,2956,1640,46,3478,2002,354,3811,2374,488,4842,3097,1021,2457,1304,421,.6598215,.3660714,.0102679,.7854562,.4521229,.0799458,.7835115,.4880756,.1003289,.7961197,.5092075,.1678724,.6255091,.3319755,.1071792,35.83064
3006,8547,656,1075,1359,1932,841,395,141,0,987,574,128,1243,725,191,1619,986,268,446,182,48,.6021342,.214939,0,.9181395,.5339535,.1190698,.9146431,.5334805,.1405445,.8379917,.510352,.1387164,.5303211,.216409,.0570749,22.92434
3007,3072149,335608,487695,483373,605055,358834,211863,129968,19460,386365,284972,124485,405545,301726,129185,522696,390900,173695,281760,172323,73516,.6312811,.3872613,.0579843,.7922267,.5843242,.2552517,.8389898,.6242095,.2672574,.8638818,.646057,.2870731,.7852099,.4802304,.2048747,20.9282
