oldcode,total_pop_00,pop18_24_00,pop25_34_00,pop35_44_00,pop45_64_00,pop65plus_00,hsplus_18_24_00,somecollege_18_24_00,collegeplus_18_24_00,hsplus_25_34_00,somecollege_25_34_00,collegeplus_25_34_00,hsplus_35_44_00,somecollege_35_44_00,collegeplus_35_44_00,hsplus_45_64_00,somecollege_45_64_00,collegeplus_45_64_00,hsplus_65plus_00,somecollege_65plus_00,collegeplus_65plus_00,pcthsplus_18_24_00,pctsomecollege_18_24_00,pctcollegeplus_18_24_00,pcthsplus_25_34_00,pctsomecollege_25_34_00,pctcollegeplus_25_34_00,pcthsplus_35_44_00,pctsomecollege_35_44_00,pctcollegeplus_35_44_00,pcthsplus_45_64_00,pctsomecollege_45_64_00,pctcollegeplus_45_64_00,pcthsplus_65plus_00,pctsomecollege_65plus_00,pctcollegeplus_65plus_00,povrate60
33038,122377,14569,14935,20380,26981,13869,11041,7465,713,12907,7088,2176,17696,8611,2925,22307,11179,4643,8360,2996,1239,.757842,.5123893,.0489395,.8642116,.4745899,.145698,.8683023,.4225221,.1435231,.826767,.4143286,.1720841,.6027832,.2160213,.0893359,18.48645
33039,61676,9763,6358,8813,14319,9318,7775,5971,598,5695,3732,1498,7725,4621,2118,12372,7479,3599,6411,2910,1333,.7963741,.6115948,.0612517,.8957219,.5869771,.2356087,.876546,.524339,.2403268,.8640268,.522313,.2513444,.6880232,.3122988,.1430565,22.93665
33040,95745,6376,11987,18913,24542,9182,4768,3142,896,11147,8463,4747,17791,12989,7006,22614,15607,8574,6711,3053,1564,.7478043,.4927855,.140527,.9299241,.7060149,.3960123,.9406757,.6867763,.370433,.9214408,.6359302,.3493603,.7308865,.3324984,.1703333,10.95685
33041,2229379,226905,366810,374997,484871,282824,158400,101337,26483,298754,210639,112540,297320,195241,97365,354582,217929,115159,171665,80131,41808,.6980895,.4466054,.116714,.8144652,.5742455,.3068073,.7928597,.5206468,.2596421,.7312914,.4494577,.2375044,.6069676,.2833246,.1478234,8.050292
33042,152538,16917,19542,24984,35015,20692,12843,9195,1516,17480,12141,5389,22850,14874,6388,30527,18764,8815,14244,6777,3201,.7591771,.5435361,.089614,.8944837,.6212773,.275765,.9145854,.595341,.2556836,.8718264,.5358846,.2517492,.688382,.3275179,.1546975,15.65891
33043,443728,39763,63153,74414,104720,51508,29897,19804,4856,55673,37512,17966,65315,41319,17795,88928,53068,26987,32716,11888,5366,.7518799,.498051,.1221236,.8815575,.593986,.2844837,.8777246,.5552584,.2391351,.8491979,.5067609,.2577063,.6351635,.2307991,.104178,9.239089
33044,286753,24315,34879,46016,69565,33552,17066,12377,3143,30365,23779,13863,41259,32620,18905,61219,45966,28603,24153,13203,7629,.7018713,.5090274,.1292618,.8705812,.6817569,.3974598,.8966229,.7088839,.4108354,.8800259,.6607633,.4111694,.7198676,.3935086,.2273784,8.566895
33045,111931,17070,13680,17059,24894,14568,12660,9416,759,11283,6346,2272,14297,7531,2758,20682,10900,4546,9362,4353,1950,.741652,.551611,.044464,.8247807,.4638889,.1660819,.8380913,.4414679,.1616742,.8308026,.4378565,.1826143,.6426414,.2988056,.133855,22.78231
33046,200635,16656,27986,35527,48587,22915,12576,8313,1777,25880,18803,10316,32870,23442,11802,44298,30015,15824,16038,7714,3736,.7550432,.4990994,.1066883,.9247481,.6718717,.3686129,.9252118,.6598362,.3321981,.9117253,.6177579,.3256838,.6998909,.3366354,.1630373,17.21275
33047,146555,12290,17849,23884,33488,24347,9119,5958,911,15589,11122,5065,21296,14602,6700,29554,19705,10234,17994,8192,4219,.7419854,.4847844,.0741253,.8733823,.6231161,.2837694,.8916429,.6113716,.2805225,.8825251,.5884197,.305602,.7390643,.3364685,.1732862,13.1257
33048,31582,3677,3473,4819,7707,4696,2755,1751,101,2947,1664,534,4176,2261,805,6571,3698,1644,3205,1398,603,.7492521,.4762034,.027468,.8485459,.4791247,.1537576,.8665698,.4691845,.1670471,.8526015,.4798235,.2133126,.6824957,.2977002,.1284072,26.78002
33049,19224,1701,2172,2989,4864,2817,979,544,71,1899,989,282,2613,1414,414,4115,2286,968,1954,771,331,.5755438,.3198119,.0417402,.8743094,.4553407,.1298342,.8742054,.4730679,.1385079,.8460115,.4699835,.1990132,.6936457,.2736954,.1175009,20.1903
33050,33342,2603,4255,5345,7952,5033,1635,949,353,3474,2070,870,4574,2527,839,6540,3806,1608,3270,1402,631,.6281214,.3645793,.1356128,.8164513,.4864865,.2044653,.8557531,.4727783,.1569691,.8224346,.4786217,.2022133,.6497119,.2785615,.1253725,16.29602
33051,98726,8010,11461,15522,23759,15023,5215,2816,426,10205,6113,2358,13907,7941,2672,20173,11610,4845,10152,4246,1900,.6510612,.3515606,.0531835,.890411,.5333741,.2057412,.8959541,.5115964,.1721428,.8490677,.4886569,.2039227,.6757638,.2826333,.1264727,19.72593
33052,1419369,115610,189853,255206,329821,167521,86428,56843,12214,169412,118150,58801,230843,156852,74413,291604,187915,98307,120368,54357,27343,.7475824,.4916789,.1056483,.8923325,.6223236,.3097186,.9045359,.6146094,.2915801,.884128,.5697485,.2980617,.7185248,.3244787,.1632213,9.932737
33053,73966,5947,8531,12302,18782,10613,3636,2010,325,6565,3774,1118,9735,5675,1954,15119,8881,3838,6856,2921,1457,.6114007,.3379855,.0546494,.7695464,.4423866,.1310515,.7913347,.4613071,.158836,.8049728,.4728463,.2043446,.6460002,.2752285,.1372845,20.30297
33054,51784,3980,5699,9337,12387,6800,2494,1173,163,4972,2908,1190,8612,5273,2201,10719,6071,2376,4706,1968,966,.6266332,.2947236,.0409548,.8724338,.5102649,.2088086,.922352,.5647424,.2357288,.8653427,.4901106,.191814,.6920588,.2894118,.1420588,17.16911
33055,96501,27649,12992,12377,18459,9247,23889,19932,2981,12310,10652,7981,11642,8740,5563,17116,12996,8671,7423,4287,2972,.8640096,.720894,.1078158,.9475061,.8198892,.6143011,.9406157,.7061485,.4494627,.9272442,.7040468,.4697438,.8027468,.4636098,.3214015,15.75976
33056,177749,16590,22111,31191,43691,23677,12292,8806,1287,18165,11798,5173,26962,17853,7725,37557,25415,13560,15874,7336,3679,.7409283,.5308017,.0775769,.8215368,.5335805,.2339559,.864416,.5723767,.2476676,.859605,.5816988,.3103614,.6704397,.3098365,.1553829,15.79737
33057,63303,5125,7607,10336,15840,9581,3745,2286,362,6802,4160,1512,9123,5854,2550,13683,8642,4211,7084,3478,1808,.7307317,.4460488,.0706341,.8941764,.5468647,.1987643,.8826432,.56637,.2467105,.8638257,.5455808,.265846,.73938,.3630101,.1887068,21.65548
33058,61042,5569,7883,10049,14475,8550,3062,1462,158,6305,3302,961,8593,4132,1296,11916,6081,2578,5617,2431,1017,.5498294,.2625247,.0283713,.7998224,.4188761,.1219079,.85511,.4111852,.1289681,.8232124,.4201036,.1781002,.6569591,.2843275,.1189474,22.18833
33059,93765,6886,11789,16505,22090,11347,4633,2484,435,10341,6211,2231,14847,8456,2910,18502,10782,4214,7087,3012,1158,.6728144,.3607319,.0631717,.8771737,.5268471,.1892442,.8995456,.5123296,.1763102,.8375736,.4880942,.1907651,.6245704,.2654446,.1020534,17.00628
33060,923459,69282,122870,160437,216334,129300,47982,32630,10222,103693,81490,51095,141716,112724,75745,186634,140069,96391,93442,52388,33693,.6925609,.4709737,.1475419,.8439245,.6632213,.415846,.8833125,.702606,.4721168,.8627123,.6474664,.4455656,.7226759,.4051663,.26058,7.949345
33061,43424,3745,6453,7851,9974,5244,2114,1158,156,4636,2441,634,6336,3141,849,8131,3971,1449,3213,1265,458,.564486,.3092123,.0416555,.7184255,.3782737,.0982489,.807031,.4000764,.1081391,.8152196,.3981352,.1452777,.6127002,.2412281,.0873379,17.37491
33062,24621,2552,2422,3610,5851,3831,1745,1068,75,1904,1017,359,3086,1598,523,5119,2982,1289,2470,1290,684,.6837775,.4184953,.0293887,.7861272,.4199009,.1482246,.8548477,.4426593,.1448753,.8748932,.5096565,.2203042,.6447403,.3367267,.1785435,23.38812
34001,130800,14167,18563,20672,28996,18404,9483,6122,950,14739,9293,3983,17507,10848,4758,23413,13896,5664,10660,5262,2224,.6693725,.432131,.0670572,.7939988,.5006195,.2145666,.8468943,.5247678,.2301664,.8074562,.4792385,.1953373,.5792219,.2859161,.1208433,23.39498
34002,33603,2864,4872,5499,8382,3976,1867,817,102,3953,2018,472,4338,2103,560,5775,2675,811,1540,735,270,.6518854,.2852654,.0356145,.8113711,.4142036,.0968801,.7888707,.3824332,.1018367,.6889764,.3191362,.096755,.3873239,.1848592,.0679074,34.89651
34003,10677,837,1272,1536,2958,2063,494,225,33,1006,564,149,1248,613,175,2107,1198,461,965,463,129,.5902031,.2688172,.0394265,.7908805,.4433962,.1171384,.8125,.3990885,.1139323,.7123056,.4050034,.1558485,.4677654,.2244304,.0625303,49.33673
34004,25275,2213,3531,3950,5691,3652,1358,634,55,2732,1347,338,3102,1438,325,4085,1820,586,1885,737,298,.6136466,.2864889,.0248531,.7737185,.3814783,.0957236,.7853165,.3640506,.0822785,.7178,.3198032,.1029696,.5161555,.2018072,.0815991,59.31553
34005,24384,1936,2958,3646,6749,4369,1324,676,64,2350,1339,357,2912,1413,456,4969,2645,953,1927,851,375,.6838843,.3491735,.0330578,.7944557,.4526707,.1206897,.7986835,.387548,.1250686,.7362572,.3919099,.1412061,.441062,.1947814,.085832,55.59979
34006,17167,1899,2557,2585,4224,2692,1351,779,128,1840,1034,285,2010,991,323,3182,1798,782,1480,851,359,.7114271,.4102159,.0674039,.7195933,.4043801,.1114587,.7775629,.3833656,.1249516,.7533144,.4256629,.1851326,.5497771,.3161218,.1333581,57.24355
34007,44958,3750,5012,6683,11990,7183,2314,1151,107,4059,2309,708,5260,2928,904,9525,5296,2218,4319,2201,1113,.6170667,.3069333,.0285333,.8098564,.4606943,.141261,.7870716,.4381266,.1352686,.794412,.4417014,.1849875,.6012808,.3064179,.1549492,61.40871
34008,19773,1606,2061,3240,4672,3162,870,368,36,1702,790,213,2444,1105,329,2959,1237,410,1274,428,207,.5417185,.2291407,.0224159,.8258127,.3833091,.1033479,.754321,.3410494,.1015432,.6333476,.2647688,.0877568,.4029095,.1353574,.0654649,64.87823
34009,32278,3134,4006,4718,7988,4697,1800,999,87,3266,1864,515,3842,1960,594,5704,3127,982,2299,922,322,.5743459,.318762,.0277601,.8152771,.4653021,.1285572,.8143281,.4154303,.1259008,.7140711,.3914622,.1229344,.4894614,.1962955,.0685544,62.59098
34010,73143,5467,8290,10518,21455,12342,3363,1539,138,6755,3795,1043,8551,4755,1312,17460,10529,4170,8404,4609,1925,.6151454,.2815072,.0252424,.8148372,.4577805,.1258142,.8129873,.4520822,.1247385,.8137963,.4907481,.1943603,.6809269,.3734403,.1559715,59.54552
34011,206330,18774,27829,33097,50969,31754,13256,8205,1268,24051,16555,7207,28741,19464,8776,43080,28077,13491,21783,12929,6813,.7060829,.4370406,.0675402,.8642423,.594883,.2589745,.8683869,.5880895,.26516,.8452197,.5508643,.2646903,.6859923,.4071613,.2145557,31.46442
34012,89148,8532,12468,14287,21242,11925,4449,2052,284,8883,5259,1597,10890,6315,2044,14987,8174,2984,5754,2526,1028,.5214487,.2405063,.0332865,.7124639,.4217998,.1280879,.7622314,.4420102,.1430671,.7055362,.3848037,.1404764,.4825157,.2118239,.0862055,31.45849
34013,131063,10904,19937,22744,28806,15245,7251,4263,711,16818,11266,4650,19843,12712,5257,23330,14165,5429,7850,3597,1238,.6649853,.3909574,.0652054,.8435572,.56508,.2332347,.8724499,.5589166,.2311379,.8099007,.4917378,.1884677,.5149229,.2359462,.081207,27.01078
34014,77415,6184,11425,12311,19407,10396,3656,1700,154,8520,4332,1211,9055,4999,1364,13489,6899,2273,4390,2029,714,.5912031,.274903,.024903,.745733,.3791685,.1059956,.7355211,.4060596,.1107952,.6950585,.3554903,.1171227,.4222778,.1951712,.0686803,35.59875
34015,6885,448,833,1333,1680,924,299,167,16,780,482,139,1173,808,262,1368,740,258,593,263,114,.6674107,.3727679,.0357143,.9363745,.5786315,.1668667,.87997,.6061515,.1965491,.8142857,.4404762,.1535714,.6417749,.284632,.1233766,55.31245
34016,59383,3947,6769,9552,16954,10182,2533,1265,184,5823,3851,1266,8240,5256,1682,14437,9533,3866,7162,4138,1809,.6417533,.3204966,.0466177,.8602452,.5689171,.1870291,.8626466,.5502512,.1760888,.8515394,.5622862,.2280288,.7033982,.4064035,.1776665,36.95235
34017,23501,1905,3110,3953,6063,3086,1202,539,77,2536,1312,283,3031,1429,314,4214,1970,529,1433,550,217,.6309711,.2829396,.0404199,.8154341,.421865,.0909968,.7667594,.3614976,.0794333,.6950355,.3249217,.0872505,.4643551,.1782242,.0703176,55.41543
34018,141685,13415,21188,22748,33508,17303,8686,4638,742,16808,10471,4242,18540,11228,4050,25833,14890,6022,9697,4612,1812,.6474842,.3457324,.0553112,.7932792,.4941948,.2002077,.8150167,.4935819,.1780376,.7709502,.4443715,.1797183,.5604231,.2665434,.1047217,24.6305
34019,49329,3602,7018,8214,11998,7690,1964,1024,220,5500,3807,1833,6889,4835,2455,9858,6322,3385,4968,2914,1958,.5452526,.2842865,.0610772,.783699,.5424622,.2611855,.83869,.5886292,.29888,.8216369,.5269212,.2821304,.6460338,.3789337,.2546164,40.92824
34020,24298,1672,2705,3120,7084,4800,1115,516,27,2280,1198,284,2535,1444,415,5474,2913,780,2688,1261,471,.666866,.3086124,.0161483,.8428835,.4428836,.1049908,.8125,.4628205,.1330128,.7727273,.4112084,.1101073,.56,.2627083,.098125,58.66975
34021,14526,1527,1322,2025,3606,2630,1135,687,68,1090,624,231,1728,853,332,2796,1691,743,1393,620,270,.7432875,.4499018,.0445318,.8245083,.4720121,.1747352,.8533334,.4212346,.1639506,.7753744,.4689406,.2060455,.5296578,.2357415,.1026616,57.32204
34022,8775,597,760,1217,2618,1983,440,229,9,570,330,95,964,541,102,2181,1279,530,1314,658,286,.7370184,.3835846,.0150754,.75,.4342105,.125,.7921118,.4445357,.0838127,.8330787,.4885409,.2024446,.6626323,.3318205,.1442259,68.26849
34023,96287,9198,12812,14819,22615,13150,6152,3287,393,10125,5276,1712,11986,6606,2161,16762,9248,3164,6898,3009,1366,.6688411,.3573603,.0427267,.7902747,.4118014,.1336247,.8088265,.4457791,.1458263,.7411895,.4089321,.1399071,.5245627,.2288213,.1038783,39.73095
34024,54749,5022,6658,8452,13209,7602,3105,1545,66,5254,2854,669,6522,3321,789,9409,4805,1593,3462,1574,573,.6182796,.3076464,.0131422,.7891259,.4286573,.1004806,.7716517,.3929248,.0933507,.7123173,.3637671,.1205996,.4554065,.2070508,.0753749,57.42373
34025,91436,12841,11717,13722,19485,12103,9771,4261,286,10162,6710,2194,11927,7626,2480,16193,10431,4065,8514,4941,2248,.7609221,.3318277,.0222724,.8672869,.5726722,.1872493,.8691882,.5557499,.1807317,.8310495,.5353349,.208622,.7034619,.4082459,.1857391,44.46166
34026,302963,45280,51232,48199,53919,23364,34526,17075,1866,47083,33375,10286,43284,30275,9404,45352,29227,11417,14469,7189,2662,.7625,.3770981,.0412102,.9190155,.6514483,.200773,.8980269,.6281251,.1951078,.8411135,.5420538,.2117435,.6192861,.3076956,.113936,41.16074
34027,18190,1372,2236,3244,4712,2169,930,389,28,1855,1004,196,2688,1594,542,3771,2265,785,1272,467,118,.6778426,.2835277,.0204082,.8296064,.4490161,.0876565,.8286067,.4913687,.1670777,.8002971,.4806876,.1665959,.5864454,.2153066,.054403,43.88344
34028,29967,2070,3897,5381,8300,4135,1418,739,131,3476,2455,1101,4953,3302,1227,7578,5446,2645,3226,2036,1035,.6850241,.3570048,.063285,.8919682,.6299718,.282525,.9204609,.6136406,.2280245,.913012,.6561446,.3186747,.7801693,.4923821,.2503023,43.597
34029,147246,12254,21367,24560,35499,18702,7685,3864,580,17051,9870,3072,19567,11279,3477,26212,13774,4744,9306,3969,1481,.6271421,.3153256,.0473315,.7980063,.4619273,.1437731,.796702,.4592427,.1415717,.738387,.3880109,.1336376,.4975938,.2122233,.0791894,27.75183
34030,34835,2721,4530,5636,8816,4858,1630,865,159,3765,2271,864,4923,2917,1195,7053,3818,1502,2876,1332,636,.5990444,.3178978,.0584344,.8311259,.5013245,.1907285,.8734918,.5175657,.2120298,.8000227,.4330762,.1703721,.5920132,.2741869,.1309181,33.87738
34031,49063,4876,7261,7409,10854,6176,2415,1046,108,4812,2637,741,5435,2740,836,7657,4091,1221,2965,1369,519,.495283,.2145201,.0221493,.6627187,.3631731,.1020521,.7335673,.3698205,.1128357,.7054542,.3769117,.1124931,.4800842,.2216645,.084035,62.38121
34032,223314,30540,42310,36088,43860,21546,21221,15835,4766,36190,29989,20787,31464,24536,14834,37640,28574,17020,14003,8593,5087,.6948592,.5185003,.1560576,.8553534,.7087923,.4913023,.8718688,.6798936,.4110508,.8581851,.651482,.3880529,.6499118,.3988211,.2360995,29.49446
34033,55606,5066,6773,8923,13020,7032,2905,1170,138,4985,2388,565,6772,3113,846,8735,3590,1045,2976,1170,581,.5734307,.2309514,.0272404,.7360106,.3525764,.0834195,.7589376,.3488737,.0948112,.6708909,.2757297,.0802611,.4232082,.1663823,.0826223,57.94262
34034,306067,31075,45815,50248,68996,39022,21584,13848,2682,38619,27551,14464,44457,31132,16565,58983,40208,20640,25274,13442,6855,.6945776,.4456315,.0863073,.8429335,.6013533,.3157045,.8847516,.619567,.3296649,.8548756,.5827584,.2991478,.6476859,.3444723,.1756701,22.93268
34035,47260,4235,7037,8561,10612,5257,2628,1439,121,5552,3171,1099,7045,3961,1314,7864,4008,1240,2705,1173,504,.6205431,.3397875,.0285714,.7889726,.4506181,.1561745,.8229179,.4626796,.1534867,.7410479,.3776856,.1168488,.514552,.2231311,.0958722,59.74353
34036,190365,16748,28462,30378,44796,24112,10692,5644,1059,22885,14037,4919,23771,14391,4725,33048,19458,6338,11522,5544,2112,.6384046,.3369955,.0632314,.8040546,.4931839,.1728269,.7825071,.473731,.1555402,.7377445,.4343691,.1414858,.4778534,.229927,.0875912,29.33053
34037,10516,678,1205,1899,2491,1500,431,226,12,1011,540,186,1531,822,179,1814,972,282,709,225,96,.6356932,.3333333,.0176991,.8390042,.4481328,.1543569,.8062138,.4328594,.0942601,.7282216,.3902047,.1132075,.4726667,.15,.064,61.61017
34038,7993,662,953,1080,2144,1445,408,157,9,774,418,126,850,359,126,1570,715,257,651,327,122,.6163142,.2371601,.0135952,.8121721,.4386149,.1322141,.787037,.3324074,.1166667,.7322761,.3334888,.1198694,.450519,.2262976,.0844291,56.23375
34039,48498,4663,7186,9060,10866,5529,2440,1248,120,5586,3206,1058,7354,4175,1440,8030,4066,1320,2864,1244,430,.5232683,.2676389,.0257345,.7773448,.4461453,.1472307,.8116998,.4608168,.1589404,.7390024,.3741947,.1214798,.517996,.2249955,.0777717,52.56042
34040,18974,1970,2741,3166,4222,2251,1105,556,48,1897,971,213,2290,1071,276,2904,1412,406,1005,351,114,.5609137,.2822335,.0243655,.6920832,.3542503,.0777089,.7233102,.3382818,.0871762,.6878257,.3344387,.096163,.4464682,.1559307,.0506442,73.68549
34041,421048,49313,64497,68569,93149,49279,36545,26164,4919,56600,41979,21601,60254,43503,22927,79051,55063,29490,32677,18781,9426,.7410825,.53057,.0997506,.8775602,.6508675,.3349148,.8787353,.6344412,.3343639,.8486511,.5911282,.3165896,.6631019,.3811157,.1912782,23.22389
34042,57370,4909,7031,8842,13278,8568,3069,1165,174,5376,2930,976,6678,3220,978,8816,4355,1487,3789,1664,744,.6251782,.2373192,.0354451,.7646139,.4167259,.1388138,.755259,.364171,.1106085,.6639554,.3279862,.1119898,.4422269,.194211,.0868347,61.17772
34043,91025,10169,15231,14585,17882,9440,7192,4295,566,12961,7894,2184,11691,7121,2015,13392,7082,2288,4823,2117,811,.7072475,.4223621,.0556594,.8509619,.5182851,.1433918,.801577,.4882413,.1381556,.7489095,.3960407,.1279499,.510911,.2242585,.085911,52.25846
34044,54033,3518,6546,8036,14671,10299,2435,1344,184,5587,3753,1040,6939,4211,1264,11909,6858,2517,6278,3232,1499,.6921546,.3820353,.0523024,.8534983,.5733272,.1588756,.8634893,.5240169,.1572922,.8117374,.4674528,.1715629,.6095737,.3138169,.1455481,31.5816
34045,89173,6012,10674,12642,22342,19381,3864,1804,219,8877,5682,2197,10837,6860,2448,19359,12466,5507,15011,10104,5544,.6427146,.3000665,.0364271,.831647,.5323215,.2058273,.857222,.5426357,.1936402,.8664846,.5579626,.2464864,.7745214,.5213353,.2860534,33.74309
34046,22601,2038,2135,3621,5573,3647,1204,727,106,1716,941,277,2868,1494,435,3803,2115,668,1435,641,286,.5907753,.3567223,.0520118,.8037471,.4407494,.1297424,.7920464,.4125932,.1201326,.6823972,.3795083,.1198636,.3934741,.1757609,.0784206,59.14669
34047,33646,3884,6133,5437,5747,2617,2395,998,128,5047,3187,832,4472,2431,537,3980,2098,662,1144,474,147,.6166323,.2569516,.0329557,.8229252,.5196478,.1356595,.8225124,.4471216,.0987677,.6925352,.36506,.1151905,.4371418,.1811234,.0561712,63.3279
34048,5826,469,795,1051,1344,1000,205,93,7,597,286,79,858,388,88,983,452,179,426,217,97,.4371002,.1982942,.0149254,.7509434,.3597484,.0993711,.8163654,.3691722,.0837298,.7313988,.3363095,.1331845,.426,.217,.097,68.07997
34049,122660,9988,17612,20845,28480,15099,6708,3431,454,14906,9235,3231,17687,11078,4097,23245,13626,5285,8450,4040,1683,.6716059,.3435122,.0454545,.8463548,.5243584,.1834545,.8485008,.5314464,.1965459,.8161868,.478441,.1855688,.5596397,.2675674,.1114643,32.26231
34050,33121,6510,3753,4290,8214,4624,5345,4187,407,3335,2398,925,3713,2375,1032,6645,4551,2398,2759,1767,971,.8210446,.6431643,.0625192,.8886225,.6389555,.2464695,.8655012,.5536131,.2405594,.8089846,.5540541,.2919406,.5966696,.3821367,.2099914,51.1729
34051,121965,10392,20780,21058,26406,12024,6109,3091,490,16795,10955,4044,17834,10933,3861,20620,10921,3768,5696,2579,1078,.5878561,.2974404,.0471517,.8082291,.5271896,.1946102,.846899,.5191851,.1833507,.7808831,.4135802,.1426948,.4737192,.2144877,.089654,56.98075
34052,10381,799,1131,1663,2617,1587,515,246,19,954,503,99,1389,673,209,1954,999,243,753,331,114,.6445557,.3078848,.0237797,.8435013,.4447392,.0875332,.8352375,.4046903,.1256765,.7466565,.3817348,.0928544,.4744802,.2085696,.0718336,63.39993
34053,49040,4669,6842,8041,10777,6383,2583,1238,184,5184,3318,1108,6663,3935,1399,8646,5366,2072,3966,2252,938,.5532234,.2651531,.0394089,.7576732,.4849459,.1619409,.8286283,.489367,.1739833,.8022641,.4979122,.1922613,.621338,.3528122,.1469528,37.66893
34054,59648,5034,6909,9661,14508,8755,2911,1497,130,5412,3186,938,7480,4414,1191,11252,6391,2155,4514,2192,1020,.5782678,.2973778,.0258244,.7833261,.4611377,.1357649,.774247,.4568885,.1232792,.7755721,.4405156,.1485387,.5155911,.2503712,.1165049,50.7877
34055,63780,5061,9559,10866,15454,7380,3038,1717,209,7394,4348,1350,8651,4924,1408,11432,6459,2280,3548,1522,568,.6002766,.339261,.0412962,.7735119,.4548593,.1412282,.7961531,.4531567,.1295785,.7397438,.41795,.1475346,.4807588,.2062331,.0769648,36.67226
34056,42151,3523,6171,6441,10558,5987,2153,886,139,5016,2643,552,5056,2364,645,7682,3874,1098,2702,1070,319,.6111269,.2514902,.039455,.8128342,.4282936,.0894507,.7849713,.3670238,.1001397,.7275999,.3669256,.103997,.4513112,.1787206,.0532821,40.21492
34057,29811,2022,2888,4080,8258,6682,1312,683,94,2369,1485,418,3514,2170,674,6910,4134,1601,4141,2097,850,.6488625,.3377844,.0464886,.8202909,.5141967,.1447368,.8612745,.5318627,.1651961,.8367643,.5006055,.1938726,.6197246,.3138282,.1272074,57.24817
34058,19635,2213,2397,2847,5041,3124,1615,1131,84,1951,1153,400,2313,1164,455,3604,2010,946,1427,701,359,.7297786,.511071,.0379575,.8139341,.4810179,.1668753,.8124341,.4088514,.1598174,.7149375,.3987304,.1876612,.4567862,.2243918,.1149168,58.38605
34059,25593,2198,2703,4062,6309,3940,1514,819,81,2273,1317,369,3359,1776,507,4524,2329,842,1875,722,259,.688808,.3726115,.0368517,.8409175,.4872364,.136515,.8269325,.437223,.1248154,.7170709,.3691552,.1334601,.4758883,.1832487,.065736,64.49486
34060,695454,71393,130717,123136,141919,59391,48977,33471,9751,115743,93771,57271,110486,87583,49035,124060,94158,49710,42181,26415,12941,.6860197,.4688275,.136582,.8854472,.7173589,.4381297,.8972681,.7112705,.3982182,.8741606,.6634629,.3502702,.7102255,.4447643,.217895,24.68117
34061,15687,1187,1877,2262,4251,2925,833,385,25,1517,831,212,1773,960,257,3018,1481,514,1453,769,398,.7017692,.3243471,.0210615,.8082046,.4427277,.1129462,.7838196,.4244032,.1136163,.7099506,.3483886,.1209127,.4967521,.262906,.1360684,53.69103
34062,26822,2603,3644,3943,6359,3767,1308,661,69,2395,1246,350,2686,1407,390,4490,2231,710,1803,800,328,.5024971,.2539378,.0265079,.6572448,.3419319,.0960483,.6812072,.3568349,.0989095,.7060859,.3508413,.1116528,.4786302,.2123706,.0870719,46.74398
34063,74769,5349,8590,10806,17530,16421,3511,1862,186,7244,4838,1766,9120,6153,2328,14732,10295,5092,12980,8981,5136,.6563843,.3481025,.0347729,.8433062,.5632131,.2055879,.8439755,.5694059,.2154359,.8403879,.587279,.2904735,.7904512,.5469216,.3127702,43.242
34064,87420,8269,11493,14612,20442,10975,5538,2984,537,9627,5593,2274,12216,6802,2688,15771,8865,3898,5892,2742,1053,.6697303,.3608659,.0649413,.8376403,.486644,.1978596,.8360252,.4655078,.1839584,.7714999,.433666,.1906858,.5368565,.2498405,.0959453,54.62598
34065,160307,20356,24497,24501,38210,20463,16407,12294,2306,22117,17340,8762,22100,16244,8075,33844,24112,11974,14854,8892,4529,.8060032,.6039497,.1132836,.9028453,.7078418,.3576764,.902004,.6629934,.3295784,.8857367,.631039,.3133735,.7258955,.4345404,.2213263,36.42181
34066,22086,1627,2408,3468,5442,3881,883,480,51,1817,1015,350,2660,1234,342,3537,1747,624,1480,723,328,.5427167,.2950215,.031346,.7545681,.4215116,.1453488,.7670127,.3558247,.0986159,.6499449,.3210217,.1146637,.381345,.1862922,.0845143,67.04299
34067,150355,39181,23482,20753,21483,9568,32379,11465,710,21747,14288,3730,18424,11397,3142,17554,10502,3342,5757,2584,907,.8263955,.2926163,.018121,.9261136,.6084661,.1588451,.8877752,.5491736,.1513998,.8171112,.4888516,.1555649,.6016932,.2700669,.0947952,40.25433
34068,118227,26536,17756,17769,24145,9860,22426,18876,3756,16031,13976,10332,16109,13329,9339,21676,17614,12639,7099,4965,3489,.8451161,.7113355,.1415436,.9028497,.7871142,.5818878,.9065789,.7501266,.5255783,.8977428,.7295092,.5234624,.7199797,.5035497,.3538539,34.6404
34069,12934,939,1398,1974,3540,2420,562,233,7,1057,624,112,1595,910,184,2910,1791,732,1458,774,341,.5985091,.2481363,.0074547,.7560801,.4463519,.0801144,.8080041,.4609929,.0932118,.8220339,.5059322,.2067797,.6024793,.3198347,.1409091,54.25182
34070,34897,4373,4121,5783,7383,4936,3160,2169,183,3667,2339,675,4960,3266,981,5720,3439,1372,2712,1287,613,.7226161,.4959982,.0418477,.8898326,.5675807,.1637952,.8576863,.5647588,.1696351,.7747528,.4657998,.1858323,.5494328,.2607374,.1241896,44.78785
34071,41082,3204,5295,6971,10529,5771,1880,875,115,4381,2641,642,5838,3234,835,8259,4586,1580,3472,1915,815,.5867665,.2730961,.0358926,.8273844,.4987724,.1212465,.8374695,.463922,.119782,.784405,.4355589,.1500617,.6016288,.3318316,.1412234,62.38837
