oldcode,_type_,_freq_,ed_25plus_hsormore70,ed_25plus_collegeormore70,ed_18_24_hsormore70,ed_18_24_collegeormore70,total_pop25_plus70,total_pop18_24_70,total_pop70,povrate60
26043,0,1,.3446712,.0369291,.6382114,0,3087,246,4408,50.11302
26044,0,1,.5378189,.0535109,.7546174,.055409,4429,379,6535,35.62452
26045,0,1,.4752575,.0830941,.7848504,.0241884,5921,1571,10104,35.62199
26046,0,1,.3572654,.051988,.6161565,.0306071,13984,1993,23104,45.32809
26047,0,1,.328842,.0560816,.6084788,.0174564,5492,802,9335,45.8444
26048,0,1,.567686,.0954194,.6668216,.0761116,365785,71001,637932,16.75953
26049,0,1,.4957107,.0665004,.6968629,.0399483,46511,8511,77838,29.29652
26050,0,1,.434001,.0482118,.6112383,.0335814,52622,10482,102515,16.20752
26051,0,1,.613439,.157256,.8895498,.0502683,15656,8574,33377,29.06941
26052,0,1,.5259525,.0480398,.6332288,0,3622,319,5528,36.62251
26053,0,1,.3935277,.0472441,.5698597,.0170836,11557,1639,19458,42.14335
26054,0,1,.4916532,.0725749,.6799843,.0379945,15515,2553,25887,27.47041
26055,0,1,.4662144,.0505479,.6864743,.0294284,15332,1767,24042,33.97565
26056,0,1,.5133168,.0582299,.8065202,.0290574,6045,1411,10849,30.91975
26057,0,1,.3791832,.0420021,.5976505,.0352423,10309,1362,17829,30.22553
26058,0,1,.477259,.0496076,.6419492,.0688559,9938,944,14803,35.65388
26059,0,1,.5282367,.0774214,.6558544,.0387658,9261,1264,15127,36.54527
26060,0,1,.3564635,.0334896,.6204757,.0237849,7465,967,12095,50.33413
26061,0,1,.4600802,.0461384,.6846767,.0425155,9970,1129,15246,35.36033
26062,0,1,.3446475,.0468109,.5840979,.0259939,5362,654,8524,38.1367
26063,0,1,.2802657,.0263287,.6004016,.0582329,4064,498,6738,42.51155
26064,0,1,.4790964,.0645181,.692813,.0374807,16600,2588,27352,27.1885
26065,0,1,.4326456,.0555218,.5591398,.046595,3296,279,4842,41.74825
26066,0,1,.366257,.0418994,.5973451,.0545723,8950,1356,14420,37.94578
26067,0,1,.2937294,.0406282,.4283879,.032113,8787,1557,16144,56.15516
26068,0,1,.4041011,.0485661,.6492537,.0597015,6486,804,10643,36.82827
26069,0,1,.4588097,.0539677,.6271186,.0355932,5948,590,9446,40.08276
26070,0,1,.3753543,.043115,.6395512,.026648,6703,713,10698,35.97599
26071,0,1,.4083631,.0443028,.5642077,.0286885,6433,732,9802,40.41253
26072,0,1,.2796508,.0448466,.4702878,.0139276,12487,2154,22836,62.59502
26073,0,1,.4834076,.0622805,.7107781,.0328444,19075,3136,32126,31.9477
26074,0,1,.5756573,.1087411,.87001,.0519559,11486,4985,21887,37.57999
26075,0,1,.3139575,.0388096,.5205931,.0164745,5746,607,8931,51.93146
26076,0,1,.3358548,.0388301,.7441624,.057868,5949,985,10729,37.14078
26077,0,1,.314736,.0230173,.6650367,.0488998,3997,409,6012,52.38928
26078,0,1,.2442559,.046094,.4255319,.0539007,14145,2115,25534,62.97789
26079,0,1,.2526147,.0381445,.6107785,.0282293,8127,1169,14153,36.48815
26080,0,1,.4960217,.0633062,.7047257,.0456708,20235,3153,33409,28.26674
26081,0,1,.4938204,.1600522,.8022069,.0828393,14564,6072,29022,32.5816
26082,0,1,.4384978,.0575359,.5431512,.0538401,9959,1263,16641,35.46789
26083,0,1,.6570449,.1183645,.748057,.060557,17218,3088,31345,14.79454
26084,0,1,.4255623,.0581459,.7693575,.0439319,9115,1821,14959,43.92852
26085,0,1,.5644135,.0851636,.6465812,.1361538,15253,25126,52811,33.63843
26086,0,1,.4012837,.0387677,.6695652,.0144928,3895,345,5786,51.56318
26087,0,1,.4478633,.0444444,.6447368,.0345395,4680,608,7639,28.11375
26088,0,1,.4805961,.0586543,.6055287,.0355419,13554,2279,22049,30.57927
26089,0,1,.4768424,.0517526,.6701887,.0211321,10299,1325,17468,25.63301
26090,0,1,.2522264,.020971,.5286885,.0327869,3481,488,5970,49.8835
26091,0,1,.2167832,.0204795,.5175439,.0584795,6006,684,9640,57.44408
26092,0,1,.5476573,.073043,.704478,.0491803,45439,9089,90696,12.43386
26093,0,1,.3907104,.0501561,.5451128,.0451128,5124,532,7507,47.82911
26094,0,1,.3780295,.0515474,.6367757,.0401424,21456,3089,35975,29.5232
26095,0,1,.605072,.1605876,.6840585,.0943613,513919,93799,934067,6.881126
26096,0,1,.33135,.056031,.5627599,.0516166,355464,68292,604843,24.59961
26097,0,1,.3245666,.0274758,.6728016,.0204499,6806,978,12633,26.12272
26098,0,1,.4726462,.0736188,.7246585,.0294752,14806,2782,23989,27.67084
26099,0,1,.4950429,.0290813,.6630824,0,3026,279,4582,46.93097
26100,0,1,.4642957,.0473257,.7525424,.0542373,3571,295,5433,34.45131
26101,0,1,.3955927,.0585216,.6428109,.0408031,17925,3088,32577,37.76123
26102,0,1,.2945642,.0374633,.4852686,.0103986,4084,577,6992,56.29004
26103,0,1,.5010872,.0438822,.7268293,.0170732,5059,410,7752,34.2003
26104,0,1,.2941138,.041675,.5363156,.030303,15069,2079,24986,48.22536
26105,0,1,.3729134,.0513386,.5246575,.0890411,6350,730,9591,42.69717
26106,0,1,.4179988,.0363134,.6792929,.050505,5067,396,7325,39.64244
26107,0,1,.4854732,.0812538,.7767857,.0212912,8295,1456,12700,46.68357
26108,0,1,.3652254,.048942,.6132597,.0102605,10870,1267,17855,43.01273
26109,0,1,.4415776,.0510271,.7106109,.0199357,12170,1555,18634,33.31312
26110,0,1,.3740123,.0444249,.6295302,.0510067,5695,745,9558,26.17513
26111,0,1,.2331821,.0405703,.4735294,.0235294,7715,1360,14414,45.95241
26112,0,1,.2629423,.0232775,.6208897,.0096712,5370,517,8447,60.09212
26113,0,1,.3531438,.0298822,.5787072,.0304183,9002,1315,15279,47.65557
26114,0,1,.4780579,.0662932,.5555556,.050505,2142,198,3319,40.97735
26115,0,1,.3421084,.0379853,.5981595,.0286299,8319,978,13279,48.68207
27001,0,1,.6319737,.1357243,.8303647,.0203562,4266,1179,8045,20.44492
27002,0,1,.4435417,.0941667,.6191388,.030622,4800,1045,9859,34.61918
27003,0,1,.4880987,.0662461,.6143911,.0553506,3487,542,6548,34.65196
27004,0,1,.5984474,.1326747,.5268817,.0645161,1417,186,2469,24.29765
27005,0,1,.5049864,.0716228,.6192385,.0941884,4412,499,6951,23.24582
27006,0,1,.6027874,.0513937,.5641026,0,1148,156,1923,27.59051
27007,0,1,.6529871,.128554,.7180899,.0694764,41010,9989,79460,14.10478
27008,0,1,.6124375,.0821766,.6567164,.0988806,3602,536,6349,18.46997
27009,0,1,.5624623,.0866023,.6913462,.0192308,6628,1040,11807,20.32288
27010,0,1,.5204872,.0470653,.6727273,0,1806,165,3010,29.99196
27011,0,1,.5285989,.0750394,.7177665,.0517767,5717,985,11133,20.01818
27012,0,1,.4871051,.0744669,.5487106,.015043,8957,1396,15451,19.97916
27013,0,1,.4703065,.0555556,.5280899,.0589888,2088,356,4002,22.79245
27014,0,1,.5757279,.0856663,.5979263,.0529954,7144,868,12315,23.71851
27015,0,1,.5706953,.0830284,.6676904,.029484,21041,3256,38608,17.01123
27016,0,1,.7064096,.2075891,.8553515,.0737175,14837,7895,31886,18.32405
27017,0,1,.5264294,.0539374,.7862595,.0839695,927,131,1495,32.01947
27018,0,1,.5003827,.0698431,.4959064,.0444444,5226,855,10805,36.44568
27019,0,1,.5827067,.1146617,.527027,0,532,74,786,32.93904
27020,0,1,.5832825,.0536913,.4976303,.0616114,1639,211,2804,16.53961
27021,0,1,.6073373,.0885207,.7694767,.0443468,8450,2503,16924,14.77028
27022,0,1,.4655886,.0778488,.3192869,.0194489,2659,617,5213,25.73134
27023,0,1,.6343188,.0912596,.5592105,.0657895,1556,152,2629,22.049
27024,0,1,.5691516,.0887299,.5803419,.0307692,7968,1170,14112,30.51216
27025,0,1,.6963372,.1623811,.7657554,.0371223,17773,3475,32843,13.92966
27026,0,1,.609215,.1066553,.5,.0934066,1172,182,2240,15.8871
27027,0,1,.5098211,.0663887,.5655212,.0349447,9113,1717,17910,15.70413
27028,0,1,.52,.0511475,.659919,.0242915,1525,247,2763,32.65113
27029,0,1,.5876809,.0945809,.6221591,.0539773,2971,352,4930,27.03177
27030,0,1,.4987299,.0914479,.5638298,0,1181,188,1886,23.77707
27031,0,1,.5921053,.0845865,.5258964,.0956175,1596,251,2974,6.284153
27032,0,1,.684981,.1855659,.7662817,.0933709,28211,10303,56836,14.02935
27033,0,1,.4640464,.0602948,.6483051,.0762712,2239,236,3711,21.77704
27034,0,1,.5744586,.0756452,.6591716,.0532544,6742,845,11100,16.37132
27035,0,1,.5699482,.126943,.6896552,.137931,386,29,630,22.16097
27036,0,1,.520636,.0696888,.5558313,.044665,2956,403,5242,27.44677
27037,0,1,.55382,.0937234,.5630435,.0565217,3521,460,6466,24.46852
27038,0,1,.5774059,.0592748,.4244604,.0791367,1434,278,2793,21.26971
27039,0,1,.5486185,.0690755,.5076923,.0096154,3764,520,6508,16.78583
27040,0,1,.4762846,.055336,.6917808,0,1012,146,1745,30.72113
27041,0,1,.543694,.105798,.5462869,.0305188,8365,983,14102,29.85797
27042,0,1,.4875452,.0629397,.5816327,.0495627,5259,686,9481,26.4681
27043,0,1,.4764854,.0543836,.550303,.0872727,5167,825,10090,37.37109
27044,0,1,.4647116,.0696101,.6689304,.0220713,3103,589,5912,34.08019
27045,0,1,.5112745,.0845588,.4641256,.0627803,4080,446,7008,18.49159
27046,0,1,.5019799,.0837649,.6164383,.0465753,3283,365,5722,23.19209
27047,0,1,.5355041,.0890932,.6981235,.0353549,23279,3677,41279,20.49432
27048,0,1,.5634006,.0706052,.5659824,.085044,2776,341,4577,14.03223
27049,0,1,.562568,.085963,.6230366,.0890052,1838,191,2935,27.73652
27050,0,1,.5297313,.0906232,.6,.1104478,3498,335,6020,20.85856
27051,0,1,.6176195,.1077788,.606357,0,3201,409,5700,13.1137
27052,0,1,.6642468,.1125227,.3571429,0,551,42,933,24.97972
27053,0,1,.5462027,.0718327,.6113886,.0659341,5833,1001,11336,19.99519
27054,0,1,.5691275,.0845638,.5053192,.0691489,1490,188,2438,21.55477
27055,0,1,.5346785,.0542245,.6766917,.0300752,793,133,1476,35.70537
27056,0,1,.6426653,.1311344,.7623392,.0535817,45053,10414,85504,13.2699
27057,0,1,.7692308,0,1,0,26,12,66,0
28001,0,1,.6093182,.0909878,.771605,.0450103,17321,3888,29950,18.23159
28002,0,1,.4999056,.0362469,.6650794,.0460317,5297,630,8819,40.20557
28003,0,1,.619403,.0373134,.5531915,0,268,47,451,18.70287
28004,0,1,.6021841,.0655226,.5853658,.1951219,641,41,987,12.73938
28005,0,1,.6536885,.102459,.8125,0,488,48,838,36.20072
28006,0,1,.5070694,.0460583,.6912065,.0429448,4668,489,8170,37.41444
28007,0,1,.5938246,.0718185,.6122733,.0725244,5862,717,9775,19.82684
28008,0,1,.4555458,.0387324,.5875,.0875,2272,240,3645,48.59198
28009,0,1,.542366,.0851412,.5462555,.0969163,2443,227,3930,29.51671
28010,0,1,.599551,.1145744,.8567556,.0477482,15143,6639,30382,27.14013
28011,0,1,.5523592,.0510437,.6322034,.0440678,5701,590,9107,30.08216
28012,0,1,.4559059,.0493497,.638126,.0371567,5613,619,9255,36.37543
28013,0,1,.596171,.0538637,.6889671,.056338,10081,1704,17664,24.84615
28014,0,1,.4684458,.0406593,.6104972,.1174033,6370,724,11946,40.93935
28015,0,1,.5335184,.0745736,.6962025,0,2521,237,4109,25.85895
28016,0,1,.5396504,.063846,.6575342,.0136986,3947,511,6630,23.85693
28017,0,1,.6104593,.0665438,.6543779,.0483871,5966,868,10630,14.83685
28018,0,1,.5334702,.0595483,.654386,.0754386,4870,570,8050,31.79348
28019,0,1,.4221992,.0615491,.6841187,.0558464,5784,573,9399,32.9649
28020,0,1,.463271,.0491683,.6473988,.0635838,6793,865,11683,32.97539
28021,0,1,.5543202,.0547834,.6471204,.0397906,8634,955,13793,33.4399
28022,0,1,.5345109,.0577408,.6756117,.0497238,6737,1267,12815,19.64459
28023,0,1,.5807797,.1006879,.8333333,.0460784,4797,2040,9569,25.27995
28024,0,1,.5666458,.0601558,.599375,.0725,11171,1600,19217,25.21569
28025,0,1,.5317274,.0810811,.5466667,.14,1702,150,2699,16.91358
28026,0,1,.5249943,.0518147,.603352,.0540037,4381,537,7293,32.11459
28027,0,1,.5771085,.0731429,.6876133,.044713,19291,3310,34340,19.33003
28028,0,1,.6306567,.1278088,.7156109,.0765119,201731,47326,381625,12.68362
28029,0,1,.5255398,.0700369,.5944445,.1277778,1899,180,2853,32.51109
28030,0,1,.5778623,.0576461,.5452586,.0560345,4996,464,7909,31.58062
28031,0,1,.465924,.0380079,.6891386,.0187266,3052,267,4408,37.35546
28032,0,1,.5425578,.0436491,.8213457,.0487239,2291,431,3858,29.75975
28033,0,1,.505563,.0665332,.5100865,.0317003,4494,347,6647,30.46835
28034,0,1,.525178,.071777,.5971676,.0511408,15172,2542,25092,27.38561
28035,0,1,.5651466,.0526602,.5449438,.0280899,1842,178,2813,25.67372
28036,0,1,.4823151,.0411576,.7377049,.0546448,1555,183,2458,34.14275
28037,0,1,.5252525,.029526,.6101695,.0423729,1287,118,2062,26.31791
28038,0,1,.7017167,.1051502,.7333333,0,466,45,731,21.71815
28039,0,1,.5401396,.0296684,.632,.024,2292,250,4228,46.20491
28040,0,1,.5995987,.0776554,.693537,.0512338,23424,4255,41783,22.15816
28041,0,1,.5962272,.0529801,.6636225,.0761035,4983,657,8681,23.65074
28042,0,1,.5777617,.068314,.6883562,.1027397,2752,292,4280,29.51375
28043,0,1,.5759563,.0513661,.32,.2133333,915,75,1519,29.39914
28044,0,1,.538151,.045216,.5323194,.1140684,2477,263,3928,23.72569
28045,0,1,.5165995,.040839,.6755674,.0667557,7199,749,12388,40.52463
28046,0,1,.5866873,.0572755,.6351351,0,646,74,1067,20.21997
28047,0,1,.519443,.0593799,.676259,.0335731,3806,417,6634,37.888
28048,0,1,.4850077,.0523957,.7287234,.0234043,6470,940,10205,28.48521
28049,0,1,.4763802,.0438247,.7407407,.0222222,3514,405,5606,42.40566
28050,0,1,.6086194,.0861939,.6921487,.0599174,3991,484,6604,21.49235
28051,0,1,.5872686,.0663616,.5922509,.0442804,4807,542,8353,21.89371
28052,0,1,.5886427,.0498615,.7192982,.1052632,722,57,1091,36.83536
28053,0,1,.6381395,.0967442,.6235294,.0392157,3225,510,6014,11.67537
28054,0,1,.4672203,.0386072,.6777778,.075,6864,720,11512,37.23697
28055,0,1,.7190506,.1752616,.8089849,.0805587,85147,32076,164524,13.667
28056,0,1,.6042405,.0708786,.6872229,.0499798,16366,2481,29027,20.81586
28057,0,1,.4784768,.057947,.546875,0,604,64,1061,23.00885
28058,0,1,.478022,.0421245,0,0,546,22,849,30.86844
28059,0,1,.5,.0833333,.8035714,.1071429,324,56,636,18.65966
28060,0,1,.5415428,.0688719,.700361,.0567772,15478,3047,26824,23.45457
28061,0,1,.5442935,.0660855,.6762075,.0572451,4933,559,8663,34.3966
28062,0,1,.4859948,.0669939,.6432161,.0376884,3463,398,5765,25.71757
28063,0,1,.4503185,.0573248,.6884058,.076087,3140,276,5003,37.35027
28064,0,1,.5954769,.0981318,.7811594,.0362319,5085,1380,8845,35.66922
28065,0,1,.523915,.0522586,.5526316,.0645933,4516,418,7218,28.50566
28066,0,1,.5294552,.0557432,.6413731,.0388437,9472,1107,15285,27.04767
28067,0,1,.5375386,.049023,.5638766,.0704846,2917,227,4404,43.25971
28068,0,1,.5450237,.0781991,.6698565,.1339713,2110,209,3405,23.07866
28069,0,1,.6113844,.0862614,.6693441,.0468541,5692,747,9350,20.76412
28070,0,1,.4726125,.0523315,.6852459,.0377049,4911,610,8303,40.36982
28071,0,1,.5588809,.0673751,.7566355,.0257944,13833,2675,26036,23.66622
28072,0,1,.5679043,.0540743,.6546547,.0540541,4013,333,6354,29.2666
28073,0,1,.5899828,.0714696,.6761269,.0400668,6968,1198,11936,19.84229
28074,0,1,.508503,.064674,.6357227,.027027,7762,851,11923,30.20758
28075,0,1,.490364,.0485368,.6234568,.0246914,1401,162,2329,30.94874
28076,0,1,.5234812,.0646546,.8287841,.0508685,7687,1612,12429,28.73421
28077,0,1,.7365671,.1496802,.7838736,.0782412,28140,7528,62678,13.51081
28078,0,1,.5232725,.0479803,.7238321,.0431697,9754,1691,16737,28.30092
28079,0,1,.5568605,.0945315,.7555135,.0508297,19073,4761,35843,23.24814
28080,0,1,.5331917,.0809878,.8645833,.0536265,7532,2592,14192,34.27601
28081,0,1,.5345708,.0614849,.5975104,.0477178,4310,482,7198,23.14986
28082,0,1,.4222544,.0482059,.608209,.0223881,2759,268,4623,38.94257
28083,0,1,.5299073,.0716091,.8064516,0,1187,155,2029,20.42809
28084,0,1,.4492574,.0485767,.6297229,.070529,3232,397,5565,38.11206
28085,0,1,.5043779,.0635308,.6715686,.0490196,4911,408,7532,35.4603
28086,0,1,.5355086,.074856,.8769231,0,521,65,888,28.65221
28087,0,1,.4514364,.0443228,.5961539,.0369822,3655,676,6802,42.0442
28088,0,1,.4823529,.0448179,.6657224,.0311615,3570,353,5644,36.18683
28089,0,1,.576594,.0753519,.8183908,.0344828,7246,1740,13063,23.00863
28090,0,1,.5443835,.1035954,.9026725,.0295174,4923,2507,10335,28.73476
28091,0,1,.5033675,.057101,.5855513,.0418251,3415,263,5146,32.50794
28092,0,1,.475945,.0137457,.6222222,.0222222,582,90,987,28.70066
28093,0,1,.5896812,.0737422,.7146226,.0676101,7811,1272,13361,24.93284
29001,0,1,.5856935,.0744372,.7660863,.0423921,5508,1321,10435,17.65868
29002,0,1,.6520935,.0995979,.7157335,.0325829,144993,30292,264575,11.50625
29003,0,1,.7024205,.1070242,.6660413,.0243902,4214,533,6658,14.63557
29004,0,1,.5774518,.0880254,.6242152,.0215247,7566,1115,13732,14.99315
29005,0,1,.38125,.040625,.5957447,.1489362,320,47,450,14.28571
29006,0,1,.6010638,.0780142,.5930232,.1976744,564,86,944,29.32432
29007,0,1,.5111413,.0785326,.6266667,.0955556,3680,450,6336,15.95875
29008,0,1,.6269615,.1148359,.5714286,.0357143,1402,252,2633,21.49274
29009,0,1,.5740741,.0844444,.4580153,.1068702,1350,131,2531,34.41955
29010,0,1,.5636808,.0795732,.6360856,.0458716,4499,654,8056,18.67966
29011,0,1,.560011,.0576765,.5770751,.0421607,3641,759,6852,14.68612
29012,0,1,.5943161,.0749532,.6481802,.0519931,3202,577,5513,19.50502
29013,0,1,.7388754,.1505117,.6087308,.039612,8697,1237,15223,11.56311
29014,0,1,.5709779,.1009464,.7529412,.0235294,1585,170,2621,15.8867
29015,0,1,.6133005,.135468,.9137931,.0862069,406,58,647,10.72125
29016,0,1,.6868567,.1361984,.7375783,.0526096,68202,14370,118461,11.1145
29017,0,1,.5448669,.0726236,.7128713,.0346535,5260,1010,9937,18.44057
30001,0,1,.5578091,.0946312,.5954725,.0528215,18440,3048,31445,15.03173
30002,0,1,.6321445,.1216253,.740227,.0252207,11075,1586,18154,25.04649
30003,0,1,.5697353,.1084418,.6928338,.0501041,28264,6726,51183,13.82255
30004,0,1,.4528672,.05033,.6443158,.029612,19392,2938,33273,15.47264
30005,0,1,.6083099,.1455453,.7821844,.0699822,28857,9531,54085,20.02801
30006,0,1,.5517353,.1036373,.6677436,.0541244,120005,23834,219275,12.82508
30007,0,1,.6001321,.1154998,.7126371,.0375914,45420,8752,79326,14.54545
30008,0,1,.6541037,.123753,.6852019,.0601932,73178,14387,135569,14.74411
30009,0,1,.5315356,.1059528,.7691703,.0430568,35563,11450,69298,13.39541
30010,0,1,.5151255,.0750844,.5973549,.0400441,17487,2722,30364,18.99147
31001,0,1,.4436187,.061614,.6145639,.0383073,106161,13966,170614,22.77329
31002,0,1,.6013814,.156198,.7090752,.0971217,529629,81784,882079,5.378932
31003,0,1,.5962684,.1258131,.6735524,.0799175,156661,49426,317380,12.25019
31004,0,1,.4913487,.0977091,.6344689,.0602046,251522,44382,446648,12.0772
31005,0,1,.4518428,.0729097,.6398934,.0428245,37471,5254,58114,22.03668
31006,0,1,.3996438,.0568418,.5452198,.0398901,66817,12008,118325,20.89878
31007,0,1,.4933559,.1216648,.6287034,.0727664,533556,95250,911242,13.79936
31008,0,1,.4868084,.0801385,.6737359,.0554175,91005,17305,169605,13.58724
31009,0,1,.3634875,.0561668,.6053806,.0581489,364450,66089,593439,12.91426
31010,0,1,.5659162,.1207274,.6319801,.0531897,39262,6035,68772,13.73369
31011,0,1,.5281735,.1409433,.6979637,.0794087,171828,36734,297401,11.96779
31012,0,1,.5502418,.1117121,.7031255,.0842305,311354,63350,572396,7.67433
31013,0,1,.6012048,.1427284,.685765,.0787751,248521,45065,449397,13.79294
31014,0,1,.6697563,.1986561,.7006298,.0962062,209085,34135,377878,6.575052
31015,0,1,.4924357,.0728816,.6706755,.0506743,122747,17129,204373,17.36638
31016,0,1,.4409662,.0839837,.629402,.0684849,265873,46711,449721,11.62632
31017,0,1,.4482841,.0567555,.6271392,.032325,33336,5785,59021,17.4154
31018,0,1,.6331375,.1903721,.6716346,.0878468,109785,16506,195432,7.35635
31019,0,1,.5727715,.098047,.6109943,.0462409,42551,6185,76228,15.08345
31020,0,1,.5703779,.1403657,.6944699,.0763426,323049,50090,532029,7.523149
31021,0,1,.48523,.0723124,.6762726,.0371667,41943,7426,72469,15.67636
32001,0,1,.6619076,.1690236,.6926993,.0704236,154860,39092,307792,18.96403
32002,0,1,.43148,.082224,.6964286,.1517857,1277,112,2123,37.70891
32003,0,1,.5298524,.1199092,.5977337,.0247875,22025,4236,41872,25.30099
32004,0,1,.4678327,.0673764,.6117136,.0444685,6575,922,11795,36.53186
32005,0,1,.5789331,.0893849,.7646776,.0489522,18370,6251,38089,28.47754
32006,0,1,.3675711,.0678295,.5375723,.017341,1548,173,2526,38.64091
32007,0,1,.5423936,.157613,.7110063,.0739497,30264,11021,67671,31.96353
32008,0,1,.4848132,.0801433,.5361217,.0233207,21499,3945,40263,23.80803
32009,0,1,.4849239,.1054864,.6810669,.02855,10845,2662,21248,35.15882
32010,0,1,.3486081,.0475375,.3824176,.0241758,2335,455,4893,52.86516
32011,0,1,.4095238,.0367347,.5135135,.2072072,735,111,1260,44.51728
32012,0,1,.3895004,.0681626,.4765625,.0625,2362,384,4662,31.51622
32013,0,1,.5005693,.0777747,.5608194,.0213402,25471,4686,48344,15.99675
32014,0,1,.5149989,.0675521,.5333334,.0636364,4367,660,7300,36.68128
32015,0,1,.881688,.3858327,.6411917,.1256477,7962,772,14978,2.163443
32016,0,1,.4013841,.0724996,.4031355,0,6069,893,11363,38.85709
32017,0,1,.3972418,.0819026,.4308124,.0386326,17765,4271,42223,48.58546
32018,0,1,.2552131,.0403445,.3381295,.0311751,2206,417,4629,80.23009
32019,0,1,.6497567,.1332204,.7353933,.052211,18293,5631,39979,20.90477
32020,0,1,.4526803,.0828921,.4967532,.025974,6044,924,10710,35.01793
32021,0,1,.3514741,.0568273,.5125749,.0331337,11227,2505,24444,61.01934
32022,0,1,.5127036,.1192182,.8110278,.0524625,7675,3736,16082,27.72353
32023,0,1,.3944218,.0952624,.51214,.0248447,7852,1771,16839,71.36343
32024,0,1,.508855,.0875688,.5340193,.0386392,23433,4762,51095,29.71825
32025,0,1,.3680916,.1027096,.7072532,.0288378,10223,3433,21116,59.7028
32026,0,1,.6048502,.1646738,.6482642,.045724,26762,5905,52406,32.35197
32027,0,1,.3684434,.0724145,.4894118,.0752941,4709,425,7082,40.94174
32028,0,1,.4522237,.0951123,.6867188,.03125,4542,1280,9497,48.74452
32029,0,1,.3867733,.0933508,.4887972,.0424528,8377,1696,16913,72.77721
32030,0,1,.3858156,.062766,.5050251,.0427136,2820,398,5138,47.96822
32031,0,1,.5010541,.0815179,.7219251,0,2846,374,4860,32.93464
32032,0,2,.447744,.0688543,.5470486,.0284021,36570,8098,78418,30.9514
33001,0,1,.5639746,.137539,.7245058,.0896601,161736,35155,280989,14.16631
33002,0,1,.5784549,.1132971,.8260409,.0315566,22975,7542,45443,24.40256
33003,0,1,.396564,.0616174,.5539106,.0587914,837832,166572,1431270,16.63942
33004,0,1,.5946875,.1124582,.7173913,.0749507,123068,23322,217539,11.16212
33005,0,1,.5233105,.0733368,.6772054,.0422735,43607,8445,79967,18.961
33006,0,1,.517067,.0787396,.6409367,.039772,41923,8071,75652,18.16378
33007,0,1,.5311223,.0750694,.7236738,.0407038,82497,15232,144254,15.75469
33008,0,1,.587544,.1013127,.6431766,.0344303,54544,11182,99229,15.72368
33009,0,1,.5382834,.0866667,.6125828,.0317329,25050,3624,45261,18.89773
33010,0,1,.5028419,.0928851,.736079,.0464493,35011,10829,71044,23.45935
33011,0,1,.5032462,.0814383,.6082664,.0401837,30035,4355,50786,18.02617
33012,0,1,.5605831,.1058096,.7936396,.0353357,23117,7075,44482,16.9684
33013,0,1,.548799,.0857886,.6757846,.023961,24980,4716,43746,23.2275
33014,0,1,.5798536,.1400945,.6300925,.0830368,124052,22484,217746,12.31299
33015,0,1,.5043375,.1004076,.7033923,.0730743,614057,117620,1094399,12.45706
33016,0,1,.5051578,.0813333,.6005061,.0245842,19291,2766,33734,25.79885
33017,0,1,.4473986,.0713718,.6605182,.0338164,22642,4554,43093,30.50274
33018,0,1,.4489115,.0649147,.6502504,.0352671,30594,4792,51514,18.05222
33019,0,1,.5576588,.0802816,.6703215,.0568668,31539,5381,57481,13.76668
33020,0,1,.4968211,.0682061,.5455152,.0313438,19661,2999,32266,19.3742
33021,0,1,.4814426,.0794818,.7058824,.0490196,2856,306,4532,23.13222
33022,0,1,.4772058,.0646162,.6494523,.0416275,38365,6390,66616,16.35439
33023,0,1,.5342277,.0739928,.6469956,.0336877,47856,8371,87003,20.27407
33024,0,1,.4116913,.0664906,.5944421,.0699848,1490872,291406,2537980,17.18403
33025,0,1,.4654872,.0632943,.6239097,.0379682,12039,1949,22956,26.54767
33026,0,1,.5223994,.1026908,.7258167,.0518622,27724,7867,52823,17.07237
33027,0,1,.5557796,.1062917,.7523593,.0359041,30755,9219,61772,19.08638
33028,0,1,.5783665,.1450228,.7042436,.0880562,384967,82595,699491,9.842957
33029,0,1,.4487073,.0585695,.6915147,.0497621,33806,5044,55214,18.36667
33030,0,1,.6579015,.1697818,.7301445,.0876758,793748,136058,1402044,5.289818
33031,0,1,.54632,.2070073,.5441995,.1736877,1031780,174572,1501031,24.04963
33032,0,1,.5049549,.0757143,.6951996,.0422166,127651,24019,231880,10.14071
33033,0,1,.5043366,.0929694,.6857908,.0572007,149888,29143,268352,14.01038
33034,0,1,.6012738,.1454355,.6928891,.0905743,249492,57025,464911,11.25471
33035,0,1,.5816147,.1045787,.7224898,.0386468,42523,8306,77106,15.164
33036,0,1,.5459918,.1002847,.700447,.0561009,120826,23939,216301,15.61399
33037,0,1,.4529812,.0686775,.6141643,.0345609,19992,3530,36691,17.36371
33038,0,1,.4752334,.0781947,.7145811,.0521519,50451,13058,99022,18.48645
33039,0,1,.5595587,.1200621,.79768,.0378305,29643,9569,55048,22.93665
33040,0,1,.6712983,.1275888,.7112767,.0503468,30371,3893,55138,10.95685
33041,0,1,.5155147,.1017624,.6808624,.1044721,1252977,210439,1943823,8.050292
33042,0,1,.5024546,.0929207,.7154164,.065701,82296,19330,149314,15.65891
33043,0,1,.5228094,.0907976,.6761186,.0646373,161403,31669,289319,9.239089
33044,0,1,.6393492,.1838872,.655526,.0782618,121009,18042,225615,8.566895
33045,0,1,.5109814,.0953238,.7623146,.0437649,55002,16383,109153,22.78231
33046,0,1,.5725909,.1174449,.7185982,.0700916,63417,12555,119567,17.21275
